,final_vcpu,final_ram,final_volume
353,52,81,590
354,28,73,560
355,15,71,270
356,47,143,560
357,55,80,510
358,54,143,650
359,38,161,850
360,58,133,720
361,60,119,650
362,38,161,600
363,49,110,490
364,37,110,730
365,31,116,740
366,40,140,780
367,18,56,550
368,55,137,530
369,9,46,400
370,39,84,850
371,52,149,890
372,59,120,660
373,40,84,480
374,40,83,520
375,59,136,700
376,36,170,570
377,57,169,760
378,43,122,720
379,48,140,770
380,57,72,570
381,55,105,730
382,33,133,400
383,55,89,550
384,35,79,570
385,40,110,580
386,34,160,620
387,41,119,620
388,36,120,710
389,39,112,740
390,19,98,700
391,33,135,890
392,19,63,280
393,20,103,390
394,52,105,590
395,31,89,800
396,36,147,620
397,58,136,650
398,54,167,900
399,50,121,370
400,12,67,420
401,37,89,500
402,34,103,350
403,48,96,680
404,54,145,480
405,48,114,520
406,51,119,810
407,42,115,900
408,24,70,270
409,44,112,490
410,37,154,840
411,47,98,490
412,45,119,880
413,58,108,450
414,52,89,500
415,34,153,680
416,60,164,850
417,52,107,360
418,56,108,540
419,60,101,830
420,41,123,810
421,31,158,670
422,46,136,470
423,57,170,750
424,56,117,450
425,30,114,490
426,31,129,380
427,48,129,600
428,50,153,510
429,36,173,640
430,32,140,820
431,41,66,490
432,37,108,680
433,45,99,900
434,45,88,330
435,44,152,820
436,30,107,380
437,52,113,900
438,34,176,370
439,32,138,470
440,47,89,900
441,32,68,430
442,52,158,820
443,43,161,500
444,52,65,900
445,35,97,350
446,52,92,670
447,48,116,870
448,34,95,760
449,51,88,480
450,48,158,720
451,40,179,550
452,37,84,840
453,52,161,730
454,44,119,770
455,39,148,720
456,45,119,840
457,41,107,770
458,53,132,770
459,50,117,460
460,49,79,770
461,46,122,550
462,33,67,750
463,42,115,750
464,56,64,320
465,48,142,340
466,48,105,520
467,43,86,650
468,31,139,310
469,51,72,790
470,52,97,310
471,36,175,410
472,46,97,750
473,36,117,430
474,55,98,480
475,50,108,690
476,18,115,570
477,35,157,620
478,56,150,590
479,34,136,900
480,49,117,320
481,47,115,880
482,58,121,450
483,42,142,680
484,46,116,540
485,40,102,550
486,39,129,550
487,31,124,640
488,34,165,640
489,37,180,430
490,60,145,850
491,46,130,900
492,45,64,620
493,45,77,360
494,37,114,530
495,10,73,220
496,42,138,740
497,32,106,840
498,42,147,840
499,43,96,720
500,59,100,580
501,39,133,500
502,51,96,780
503,46,119,850
504,40,176,650
505,25,75,510
506,38,133,680
507,60,102,670
508,15,36,420
509,55,117,520
510,54,84,620
511,47,116,500
512,31,75,460
513,40,91,500
514,33,95,540
515,54,71,360
516,38,86,720
517,58,103,770
518,44,104,630
519,44,159,460
520,43,81,540
521,44,148,830
522,46,119,750
523,48,121,460
524,34,110,470
525,53,89,730
526,59,79,740
527,57,85,670
528,57,156,890
529,60,119,900
530,41,131,430
531,56,113,490
532,48,118,520
533,59,148,590
534,45,81,820
535,26,73,570
536,36,105,830
537,45,108,310
538,44,94,880
539,40,155,450
540,54,113,430
541,60,75,760
542,44,88,600
543,37,156,640
544,20,103,650
545,31,68,790
546,58,105,600
547,40,103,400
548,31,122,660
549,43,83,540
550,48,156,730
551,50,116,480
552,38,157,830
553,31,172,830
554,57,152,810
555,10,36,250
556,58,105,730
557,48,127,470
558,59,84,560
559,35,94,870
560,44,119,820
561,37,130,710
562,36,111,780
563,57,140,750
564,39,94,520
565,51,106,630
566,58,174,330
567,55,110,820
568,42,86,520
569,49,92,310
570,60,145,520
571,45,103,480
572,32,95,490
573,49,84,650
574,50,86,450
575,52,78,850
576,59,118,880
577,47,179,850
578,35,81,350
579,45,123,760
580,14,32,230
581,45,119,900
582,48,100,580
583,57,116,480
584,53,81,310
585,56,119,580
586,33,166,890
587,39,158,440
588,56,123,820
589,46,157,720
590,43,93,630
591,43,92,780
592,41,91,390
593,59,123,350
594,56,160,480
595,53,180,620
596,29,72,430
597,38,103,690
598,48,113,590
599,33,83,360
600,40,137,610
601,46,103,560
602,19,53,330
603,11,61,190
604,31,83,870
605,39,108,380
606,40,134,850
607,48,108,600
608,48,115,360
609,52,122,590
610,44,135,880
611,60,171,390
612,21,54,290
613,46,92,890
614,35,162,870
615,38,165,680
616,40,157,870
617,47,96,600
618,37,146,480
619,43,142,660
620,57,134,370
621,19,97,670
622,31,99,390
623,20,63,520
624,40,161,680
625,23,47,250
626,39,177,680
627,37,94,440
628,53,109,710
629,51,111,700
630,51,160,760
631,46,68,750
632,52,136,770
633,41,177,540
634,47,110,860
635,29,101,300
636,46,66,680
637,46,102,330
638,38,137,470
639,53,87,570
640,32,81,560
641,60,153,610
642,36,75,740
643,60,128,570
644,35,78,690
645,53,81,440
646,51,65,550
647,41,162,640
648,32,102,800
649,37,161,380
650,53,68,690
651,45,77,830
652,41,66,870
653,42,70,610
654,37,101,610
655,31,112,390
656,55,126,370
657,37,130,640
658,46,71,480
659,30,112,620
660,43,136,670
661,54,156,400
662,42,158,600
663,38,146,390
664,39,81,520
665,35,171,550
666,47,119,740
667,42,113,550
668,56,144,560
669,50,151,380
670,55,68,680
671,37,112,600
672,54,179,870
673,18,91,570
674,14,74,140
675,58,119,880
676,36,128,400
677,38,171,780
678,33,84,350
679,48,68,670
680,42,72,760
681,58,164,880
682,41,83,310
683,34,102,600
684,18,40,610
685,37,158,850
686,47,68,860
687,57,124,470
688,44,88,690
689,48,159,860
690,28,102,350
691,49,124,690
692,39,174,860
693,58,152,570
694,40,98,460
695,20,67,550
696,54,104,390
697,32,131,440
698,49,143,580
699,19,40,500
700,42,173,830
701,56,165,800
702,33,128,360
703,57,121,340
704,36,116,560
705,40,95,510
706,34,68,440
707,60,158,440
708,43,61,430
709,58,119,470
710,40,156,540
711,44,105,540
712,27,62,370
713,37,97,880
714,20,75,540
715,12,81,310
716,45,75,880
717,54,73,310
718,48,96,750
719,40,120,590
720,44,124,720
721,51,136,700
722,55,93,580
723,59,163,390
724,42,91,470
725,20,77,360
726,57,113,590
727,37,152,510
728,59,147,730
729,50,125,520
730,50,121,700
731,38,176,630
732,50,115,800
733,49,63,620
734,55,154,430
735,19,38,360
736,47,135,540
737,24,70,470
738,57,119,900
739,52,131,830
740,55,115,820
741,32,82,360
742,59,107,310
743,33,95,570
744,32,113,400
745,50,115,790
746,58,79,690
747,54,110,800
748,44,157,800
749,35,153,660
750,35,128,400
751,33,125,550
752,57,91,580
753,43,66,490
754,55,113,430
755,38,76,690
756,54,73,650
757,47,110,760
758,55,157,560
759,41,66,680
760,51,85,570
761,37,136,570
762,51,111,740
763,54,78,420
764,52,76,530
765,55,154,510
766,50,76,860
767,43,102,890
768,46,80,460
769,45,165,580
770,45,150,900
771,42,118,470
772,45,106,710
773,39,162,430
774,42,104,800
775,36,101,480
776,38,170,770
777,53,108,490
778,54,95,680
779,34,151,670
780,49,65,550
781,59,75,890
782,44,134,730
783,43,149,800
784,25,75,320
785,48,166,660
786,33,111,330
787,43,156,510
788,27,105,540
789,20,73,500
790,33,99,900
791,38,143,720
792,32,154,790
793,57,145,570
794,51,102,530
795,44,90,720
796,33,157,690
797,30,64,520
798,43,123,530
799,51,84,760
800,41,163,750
801,28,75,370
802,45,116,680
803,41,78,620
804,48,118,590
805,33,106,480
806,43,123,550
807,30,70,490
808,35,180,460
809,54,138,440
810,47,88,660
811,54,92,720
812,45,116,730
813,51,101,800
814,31,69,570
815,57,153,330
816,56,150,600
817,32,131,710
818,55,66,580
819,31,137,390
820,44,111,550
821,27,69,330
822,24,68,260
823,10,38,180
824,50,80,550
825,44,158,680
826,55,168,400
827,45,99,780
828,54,95,320
829,32,162,670
830,54,114,670
831,57,143,750
832,45,103,740
833,43,74,380
834,57,136,350
835,57,120,890
836,11,62,330
837,58,122,440
838,55,113,310
839,50,125,570
840,31,75,380
841,45,99,710
842,33,85,460
843,45,113,310
844,58,119,810
845,35,93,650
846,11,33,270
847,42,127,470
848,6,41,410
849,38,111,400
850,57,85,500
851,32,177,360
852,31,98,770
853,45,107,540
854,40,90,690
855,38,176,410
856,34,76,630
857,48,81,590
858,53,77,850
859,52,118,880
860,44,133,710
861,40,114,650
862,43,89,510
863,35,142,590
864,44,105,400
865,45,148,710
866,55,106,660
867,56,164,550
868,44,89,690
869,37,152,420
870,55,121,710
871,36,103,550
872,53,180,370
873,51,116,310
874,35,69,450
875,52,86,360
876,38,111,580
877,32,170,590
878,47,157,840
879,8,57,460
880,22,51,440
881,53,143,890
882,33,101,490
883,19,68,580
884,46,78,900
885,38,123,430
886,42,168,790
887,54,66,570
888,26,65,440
889,13,101,410
890,47,125,870
891,55,156,740
892,56,130,310
893,50,112,720
894,34,115,850
895,53,87,650
896,51,123,670
897,42,91,770
898,52,109,670
899,59,123,730
900,25,59,390
901,39,79,530
902,58,167,600
903,12,75,360
904,55,99,690
905,49,136,310
906,49,105,680
907,51,63,710
908,50,110,760
909,41,150,640
910,38,145,380
911,49,151,420
912,34,120,720
913,57,160,710
914,32,124,810
915,46,143,510
916,38,171,770
917,60,161,680
918,50,146,570
919,55,118,830
920,53,64,430
921,31,62,480
922,57,129,580
923,34,108,600
924,50,63,680
925,60,177,680
926,53,118,400
927,31,175,860
928,48,118,470
929,52,115,460
930,31,168,730
931,42,147,590
932,57,67,810
933,52,92,310
934,54,108,580
935,59,127,860
936,31,79,750
937,45,165,740
938,47,100,350
939,44,112,850
940,42,129,820
941,53,179,560
942,28,76,300
943,33,139,550
944,49,139,600
945,24,100,340
946,52,74,600
947,43,91,430
948,41,98,410
949,47,164,550
950,60,82,420
951,50,79,520
952,37,116,400
953,30,76,300
954,37,79,440
955,58,125,520
956,40,106,790
957,51,97,730
958,42,71,480
959,51,92,560
960,60,96,750
961,45,106,660
962,56,64,530
963,7,25,200
964,49,95,810
965,35,171,900
966,45,112,720
967,49,142,600
968,43,139,770
969,60,119,540
970,48,63,820
971,55,84,310
972,39,80,730
973,40,82,480
974,53,122,310
975,51,74,350
976,32,76,750
977,32,147,690
978,26,52,280
979,58,67,720
980,41,99,890
981,33,95,790
982,41,117,890
983,37,91,850
984,38,118,720
985,50,123,540
986,56,160,720
987,33,118,580
988,44,111,880
989,58,105,830
990,43,76,630
991,19,65,480
992,16,78,340
993,10,50,370
994,49,117,620
995,52,102,710
996,42,168,650
997,39,153,830
998,45,80,370
999,34,90,730
1000,41,162,680
1001,54,95,540
1002,43,73,500
1003,51,97,890
1004,31,91,840
1005,57,81,650
1006,38,98,690
1007,57,151,580
1008,22,51,230
1009,30,80,590
1010,46,77,610
1011,53,67,700
1012,60,121,360
1013,48,104,600
1014,59,141,680
1015,48,111,710
1016,33,99,500
1017,37,163,390
1018,50,63,770
1019,33,173,510
1020,42,134,570
1021,42,94,850
1022,34,125,750
1023,59,92,550
1024,39,130,610
1025,46,117,660
1026,46,178,670
1027,37,80,350
1028,58,120,620
1029,36,151,390
1030,45,91,540
1031,31,130,580
1032,55,81,550
1033,45,99,440
1034,45,140,510
1035,44,90,770
1036,43,144,830
1037,35,177,730
1038,34,155,560
1039,56,155,440
1040,41,176,530
1041,16,61,250
1042,48,113,880
1043,46,113,680
1044,47,144,560
1045,58,169,450
1046,53,125,780
1047,57,90,470
1048,48,131,820
1049,37,118,540
1050,57,174,550
1051,54,173,720
1052,53,105,340
1053,48,70,520
1054,34,77,830
1055,47,113,320
1056,54,147,750
1057,18,117,620
1058,48,84,830
1059,47,96,670
1060,58,145,460
1061,55,140,390
1062,34,119,530
1063,49,148,590
1064,39,165,590
1065,33,109,720
1066,39,124,600
1067,56,63,580
1068,58,172,660
1069,34,169,820
1070,44,95,680
1071,59,122,530
1072,35,160,750
1073,41,81,510
1074,34,71,590
1075,54,98,530
1076,43,67,680
1077,35,114,670
1078,44,75,410
1079,53,140,660
1080,48,84,690
1081,31,99,360
1082,55,93,820
1083,54,86,390
1084,57,96,790
1085,35,118,710
1086,40,90,570
1087,29,80,610
1088,45,113,740
1089,49,113,740
1090,49,76,360
1091,48,107,570
1092,40,142,520
1093,32,146,690
1094,45,77,530
1095,52,85,870
1096,44,111,530
1097,48,79,560
1098,34,113,360
1099,56,110,800
1100,37,92,750
1101,50,94,360
1102,58,119,640
1103,39,109,880
1104,51,151,660
1105,36,114,510
1106,39,113,530
1107,47,106,840
1108,46,114,590
1109,25,110,400
1110,55,104,390
1111,12,58,360
1112,39,135,560
1113,10,60,130
1114,57,161,600
1115,36,112,690
1116,34,123,640
1117,12,30,310
1118,43,101,490
1119,40,117,440
1120,45,74,350
1121,48,137,510
1122,34,149,420
1123,54,117,870
1124,57,118,390
1125,10,87,330
1126,45,137,500
1127,31,140,410
1128,41,86,700
1129,47,132,760
1130,53,170,520
1131,50,64,870
1132,59,149,330
1133,42,62,640
1134,48,122,460
1135,53,113,390
1136,20,80,580
1137,48,135,590
1138,31,117,630
1139,54,142,780
1140,36,129,530
1141,56,143,580
1142,32,166,680
1143,40,94,490
1144,52,121,660
1145,32,152,580
1146,41,68,770
1147,39,155,480
1148,58,117,730
1149,32,82,400
1150,46,84,710
1151,34,105,680
1152,54,146,430
1153,18,64,560
1154,48,128,580
1155,56,154,340
1156,48,139,820
1157,36,107,810
1158,31,81,480
1159,31,157,410
1160,49,82,320
1161,56,99,530
1162,33,98,690
1163,51,140,700
1164,59,96,780
1165,52,142,620
1166,50,159,470
1167,34,170,590
1168,44,106,490
1169,30,110,590
1170,52,162,560
1171,47,106,840
1172,55,69,560
1173,33,148,510
1174,18,58,500
1175,46,112,850
1176,51,147,370
1177,36,87,800
1178,37,140,530
1179,32,105,850
1180,53,103,520
1181,20,94,630
1182,37,131,700
1183,53,104,440
1184,42,95,880
1185,43,135,450
1186,54,83,600
1187,55,165,550
1188,39,153,740
1189,52,160,710
1190,53,133,450
1191,10,67,360
1192,40,112,680
1193,35,171,540
1194,54,91,720
1195,32,73,610
1196,34,73,680
1197,54,128,830
1198,33,176,670
1199,36,98,550
1200,47,129,540
1201,58,123,510
1202,38,125,580
1203,54,65,570
1204,34,173,350
1205,56,98,610
1206,47,93,800
1207,48,107,710
1208,6,36,440
1209,47,108,490
1210,53,128,660
1211,56,80,710
1212,43,105,450
1213,12,26,380
1214,44,101,320
1215,47,78,660
1216,34,87,850
1217,37,119,510
1218,44,118,400
1219,36,84,430
1220,48,104,330
1221,46,91,380
1222,50,99,450
1223,7,51,60
1224,36,149,570
1225,57,89,370
1226,55,61,840
1227,50,127,700
1228,59,174,310
1229,50,86,640
1230,36,172,720
1231,38,105,900
1232,41,98,640
1233,34,165,510
1234,51,97,560
1235,56,136,700
1236,44,87,820
1237,51,133,480
1238,31,136,760
1239,47,122,740
1240,50,147,500
1241,47,180,640
1242,43,100,360
1243,60,105,340
1244,51,86,480
1245,38,151,730
1246,27,60,480
1247,41,79,320
1248,56,144,680
1249,49,118,840
1250,58,99,850
1251,52,163,400
1252,50,63,580
1253,38,159,410
1254,37,159,700
1255,47,98,600
1256,41,92,620
1257,49,127,800
1258,37,123,720
1259,51,110,820
1260,48,142,510
1261,55,151,450
1262,42,68,440
1263,18,65,540
1264,20,67,270
1265,53,90,790
1266,34,113,750
1267,38,150,780
1268,47,96,820
1269,53,138,650
1270,32,148,860
1271,45,81,760
1272,26,89,490
1273,48,118,810
1274,30,84,510
1275,47,129,830
1276,39,148,880
1277,57,77,800
1278,35,97,810
1279,56,132,780
1280,46,96,870
1281,47,89,890
1282,48,125,620
1283,37,135,780
1284,45,78,390
1285,41,138,550
1286,7,57,490
1287,38,141,480
1288,32,94,350
1289,58,98,810
1290,20,109,410
1291,47,74,340
1292,37,178,660
1293,43,117,780
1294,37,122,420
1295,37,143,900
1296,24,66,350
1297,59,71,610
1298,31,110,700
1299,33,142,740
1300,47,112,680
1301,58,150,800
1302,34,74,310
1303,48,108,670
1304,17,108,360
1305,54,126,410
1306,27,76,370
1307,56,113,640
1308,57,98,610
1309,38,115,800
1310,42,163,490
1311,47,95,800
1312,57,171,780
1313,33,153,620
1314,42,95,500
1315,58,128,540
1316,43,110,580
1317,59,166,470
1318,28,59,350
1319,40,173,430
1320,32,107,710
1321,31,89,550
1322,41,102,430
1323,53,101,630
1324,44,130,800
1325,43,122,580
1326,52,98,730
1327,52,94,330
1328,19,39,360
1329,50,72,330
1330,56,114,400
1331,60,90,490
1332,58,160,700
1333,32,71,320
1334,33,136,710
1335,45,84,330
1336,39,134,630
1337,44,90,580
1338,52,72,860
1339,54,117,470
1340,51,112,680
1341,45,93,580
1342,38,135,390
1343,33,165,670
1344,45,106,820
1345,58,168,350
1346,35,154,830
1347,33,163,540
1348,51,125,330
1349,44,142,510
1350,41,98,620
1351,36,81,800
1352,45,120,670
1353,58,65,540
1354,59,70,830
1355,42,132,720
1356,38,102,550
1357,46,99,890
1358,32,100,810
1359,56,115,810
1360,49,115,590
1361,55,115,680
1362,32,107,570
1363,58,131,510
1364,30,107,760
1365,57,177,900
1366,46,147,560
1367,52,119,560
1368,37,133,670
1369,37,166,760
1370,44,173,450
1371,41,122,610
1372,54,112,890
1373,48,164,630
1374,46,99,680
1375,30,101,400
1376,48,118,900
1377,32,131,590
1378,50,135,840
1379,46,112,540
1380,53,90,670
1381,19,108,340
1382,47,119,680
1383,53,93,720
1384,34,138,410
1385,53,166,410
1386,45,63,750
1387,50,143,430
1388,42,80,640
1389,39,102,580
1390,24,89,250
1391,49,131,560
1392,35,99,670
1393,43,170,660
1394,36,148,520
1395,34,91,430
1396,38,169,850
1397,32,76,650
1398,37,130,870
1399,47,145,560
1400,56,95,740
1401,48,70,650
1402,33,140,710
1403,51,67,340
1404,59,69,630
1405,60,86,310
1406,19,112,610
1407,38,122,880
1408,44,150,710
1409,59,140,360
1410,59,159,490
1411,48,96,350
1412,45,150,590
1413,36,170,440
1414,45,150,710
1415,44,120,440
1416,32,119,590
1417,32,110,600
1418,29,69,490
1419,17,64,380
1420,60,160,710
1421,49,120,830
1422,38,76,560
1423,48,174,670
1424,27,87,280
1425,43,97,720
1426,52,145,530
1427,36,137,480
1428,46,113,510
1429,32,161,600
1430,54,136,580
1431,56,131,470
1432,8,21,180
1433,56,116,530
1434,57,170,380
1435,37,144,560
1436,54,126,460
1437,60,163,860
1438,32,89,850
1439,40,83,770
1440,52,124,310
1441,55,106,350
1442,20,65,460
1443,45,177,550
1444,17,60,390
1445,18,63,540
1446,52,154,320
1447,57,175,470
1448,44,144,530
1449,33,65,430
1450,59,76,880
1451,52,104,880
1452,58,75,610
1453,36,170,630
1454,49,132,510
1455,42,134,830
1456,19,68,580
1457,33,113,900
1458,38,125,780
1459,10,77,240
1460,55,98,450
1461,57,151,900
1462,56,147,690
1463,50,82,450
1464,32,138,520
1465,53,114,400
1466,59,86,500
1467,46,169,650
1468,18,103,380
1469,46,165,550
1470,39,150,510
1471,45,146,700
1472,58,82,780
1473,38,132,580
1474,48,103,510
1475,57,100,840
1476,40,165,840
1477,51,116,760
1478,48,172,490
1479,46,116,770
1480,51,61,590
1481,37,164,630
1482,36,144,790
1483,25,91,460
1484,44,104,500
1485,54,178,620
1486,16,85,560
1487,57,166,570
1488,23,53,260
1489,44,62,530
1490,21,98,230
1491,55,85,600
1492,54,119,340
1493,40,153,820
1494,59,120,790
1495,48,67,740
1496,41,87,570
1497,32,134,530
1498,20,117,460
1499,49,148,490
1500,14,84,390
1501,50,75,600
1502,41,104,760
1503,53,84,640
1504,51,111,380
1505,37,76,490
1506,6,17,470
1507,40,180,860
1508,43,116,770
1509,54,122,680
1510,54,132,480
1511,48,156,830
1512,7,51,280
1513,46,68,410
1514,51,72,660
1515,33,84,830
1516,59,107,720
1517,30,73,880
1518,55,84,390
1519,33,119,370
1520,32,106,660
1521,40,111,740
1522,31,143,600
1523,26,52,490
1524,50,73,620
1525,58,65,590
1526,59,90,600
1527,46,111,320
1528,42,114,620
1529,54,140,580
1530,44,89,710
1531,42,170,820
1532,44,103,800
1533,50,151,450
1534,50,137,490
1535,49,115,400
1536,57,155,350
1537,42,75,670
1538,36,97,470
1539,52,66,560
1540,7,49,130
1541,37,110,870
1542,34,99,470
1543,38,101,610
1544,43,102,860
1545,20,114,310
1546,56,86,630
1547,31,114,390
1548,51,85,520
1549,34,179,780
1550,52,119,840
1551,34,161,440
1552,31,132,510
1553,52,110,820
1554,50,139,690
1555,31,126,530
1556,44,105,860
1557,26,87,530
1558,57,131,590
1559,58,81,360
1560,46,85,310
1561,36,160,520
1562,46,114,400
1563,32,136,540
1564,33,144,720
1565,53,159,420
1566,42,109,430
1567,55,175,710
1568,32,85,380
1569,40,102,500
1570,49,132,850
1571,47,163,900
1572,20,67,410
1573,41,155,820
1574,39,83,480
1575,43,100,730
1576,52,80,510
1577,52,102,650
1578,59,79,780
1579,18,81,460
1580,22,89,220
1581,52,99,480
1582,56,112,600
1583,35,82,870
1584,58,136,480
1585,57,131,770
1586,42,146,540
1587,59,69,600
1588,34,71,780
1589,41,139,760
1590,59,88,790
1591,28,84,680
1592,39,130,810
1593,43,68,410
1594,50,108,740
1595,47,149,530
1596,40,132,900
1597,44,176,810
1598,55,138,750
1599,15,73,520
1600,55,75,590
1601,60,63,610
1602,36,75,610
1603,33,153,900
1604,34,115,870
1605,32,72,460
1606,48,83,380
1607,51,162,310
1608,13,42,400
1609,31,138,600
1610,42,91,700
1611,16,76,280
1612,46,101,620
1613,17,67,460
1614,45,124,490
1615,56,84,390
1616,49,83,490
1617,48,138,770
1618,51,122,630
1619,39,163,520
1620,32,121,580
1621,37,167,630
1622,30,87,680
1623,39,100,620
1624,33,178,460
1625,41,117,820
1626,57,118,600
1627,36,138,410
1628,53,88,650
1629,19,107,400
1630,60,147,690
1631,36,92,370
1632,47,132,630
1633,36,107,540
1634,39,96,900
1635,40,172,440
1636,39,163,890
1637,52,107,660
1638,44,147,750
1639,40,114,890
1640,37,77,830
1641,42,152,700
1642,42,94,680
1643,29,82,800
1644,37,89,680
1645,33,82,820
1646,27,60,440
1647,25,55,510
1648,40,104,620
1649,41,119,780
1650,52,170,590
1651,18,114,610
1652,45,177,560
1653,49,110,610
1654,19,61,670
1655,54,159,590
1656,41,109,430
1657,27,73,350
1658,41,109,870
1659,32,142,810
1660,49,99,420
1661,46,65,880
