,vcpu,ram,volume
260971,47,143,560
124731,25,80,510
120220,24,143,650
220461,38,161,850
152779,28,133,720
167019,30,119,650
220436,38,161,600
74910,19,110,490
212111,37,110,730
174049,31,116,740
229928,40,140,780
6028,8,23,550
128495,25,137,530
2635,6,30,260
221832,39,84,850
102769,22,149,890
159640,29,120,660
227042,40,84,480
61846,18,37,520
160636,29,136,700
209547,36,170,570
147165,27,169,760
243441,43,122,720
69390,18,140,770
140938,27,72,570
126403,25,105,730
188702,33,133,400
125299,25,89,250
198446,35,79,570
48234,16,50,580
196751,34,160,620
29842,13,59,620
206811,36,120,710
223277,39,112,740
9716,9,38,700
188867,33,135,890
11259,9,63,130
13557,10,43,390
99703,22,105,590
172435,31,89,800
208287,36,147,620
152961,28,136,650
121853,24,167,900
83744,20,121,370
2694,6,31,420
210954,37,89,500
48061,16,48,350
66169,18,96,680
120337,24,145,480
263412,48,114,520
87817,21,59,810
238498,42,115,900
47743,16,44,170
105588,23,60,250
214498,37,154,840
58885,17,98,490
42203,15,59,880
151177,28,108,450
98590,22,89,500
196358,34,153,680
169784,30,164,850
99818,22,107,360
135039,26,108,540
165939,30,101,830
234071,41,123,810
176562,31,158,670
256782,46,136,470
147228,27,170,750
135615,26,117,450
23859,12,54,490
174793,31,129,380
68570,18,129,600
86000,20,153,210
209719,36,173,640
182440,32,140,820
19696,11,66,490
211998,37,108,680
251074,45,99,900
44352,15,88,330
249290,44,152,820
35099,14,50,380
96146,22,53,900
197638,34,176,370
182287,32,138,470
58260,17,89,900
178153,32,68,430
103383,22,158,820
245291,43,161,500
96974,22,65,900
199432,35,97,350
98814,22,92,670
263533,48,116,870
193060,34,95,760
89814,21,88,480
265324,48,158,720
231894,40,179,550
210718,37,84,840
103581,22,161,730
247734,44,119,770
225147,39,148,720
42199,15,59,840
233267,41,107,770
110536,23,132,770
83469,20,117,460
72706,19,79,770
68024,18,122,250
33442,14,28,750
29543,13,55,750
132157,26,64,320
69493,18,142,340
263025,48,105,520
31951,13,86,650
175386,31,139,310
88725,21,72,790
99123,22,97,310
209806,36,175,410
51776,16,97,750
53220,16,117,190
125916,25,98,480
78593,20,48,690
7854,8,55,570
202819,35,157,620
137774,26,150,590
195411,34,136,900
75397,19,117,320
259771,47,115,880
151996,28,121,450
239799,42,142,680
53180,16,116,540
227967,40,102,550
224142,39,129,550
174519,31,124,640
197038,34,165,640
215861,37,180,430
168625,30,145,850
256555,46,130,900
42557,15,64,620
43519,15,77,360
52999,16,114,230
5090,7,47,150
239609,42,138,740
18171,11,46,840
240060,42,147,840
242193,43,96,720
158392,29,100,580
224345,39,133,500
90404,21,96,780
256055,46,119,850
231751,40,176,650
34628,14,44,290
218960,38,133,680
165984,30,102,670
8583,9,21,250
127174,25,117,520
116264,24,84,620
60218,17,116,500
171561,31,75,460
227401,40,91,500
186512,33,95,540
115367,24,71,360
216473,38,86,720
150894,28,103,770
39282,14,104,630
249583,44,159,460
31550,13,81,540
249103,44,148,830
256045,46,119,750
67972,18,121,460
46012,15,110,210
107608,23,89,730
157106,29,79,740
141780,27,85,670
146346,27,156,890
167044,30,119,900
234433,41,131,430
135359,26,113,490
67759,18,118,520
161369,29,148,590
43869,15,81,820
20220,11,73,270
205998,36,105,830
45870,15,108,310
246570,44,94,880
230660,40,155,450
114168,24,53,430
164346,30,75,760
69737,19,38,600
214586,37,156,640
13583,10,43,650
171174,31,68,790
151003,28,105,600
66630,18,103,180
174401,31,122,660
31706,13,83,540
265239,48,156,730
83400,20,116,480
220247,38,157,830
177418,31,172,830
146082,27,152,810
3942,7,24,170
151016,28,105,730
68411,18,127,470
157398,29,84,560
199316,35,94,870
35836,14,59,820
213189,37,130,710
206323,36,111,780
145308,27,140,750
222319,39,94,520
91089,21,106,630
155323,28,174,330
122782,25,50,820
69729,19,38,520
73596,19,92,310
168592,30,145,520
45507,15,103,480
179752,32,95,490
73054,19,84,650
81267,20,86,450
97866,22,78,850
159538,29,118,880
262584,47,179,850
198536,35,81,350
252164,45,123,760
8508,9,20,140
46765,15,119,900
66451,18,100,580
139905,27,56,480
107022,23,81,310
131858,26,59,580
190665,33,166,890
225639,39,158,440
136042,26,123,820
257752,46,157,720
242040,43,93,630
242007,43,92,780
70004,19,42,390
159795,29,123,350
138413,26,160,480
113785,23,180,620
33872,14,34,430
217371,38,103,690
263376,48,113,590
50668,16,83,170
229758,40,137,610
52207,16,103,560
27773,13,33,210
6955,8,40,130
172082,31,83,870
62708,18,49,380
229629,40,134,850
67007,18,108,300
67524,18,115,360
100846,22,122,290
248497,44,135,880
170165,30,171,390
33925,14,35,190
61810,18,36,890
203124,35,162,870
220656,38,165,680
230804,40,157,870
58748,17,96,600
214030,37,146,480
244395,43,142,660
144886,27,134,370
9649,9,37,670
172994,31,99,390
14960,10,63,220
230989,40,161,680
39927,15,30,160
226651,39,177,680
58560,17,94,200
108966,23,109,710
87246,21,51,700
94882,21,160,760
49601,16,68,750
101860,22,136,770
236744,41,177,540
55370,17,50,860
39002,14,101,140
49444,16,66,680
52109,16,102,330
219151,38,137,470
107426,23,87,270
178933,32,81,560
169089,30,153,610
204339,36,75,740
167560,30,128,570
198402,35,78,690
107035,23,81,440
88211,21,65,550
236004,41,162,640
180196,32,102,800
214830,37,161,380
106176,23,68,690
43566,15,77,830
19734,11,66,870
25135,12,70,610
211613,37,101,610
173774,31,112,390
127753,25,126,370
213182,37,130,640
49799,16,71,480
18617,11,52,620
244108,43,136,670
121066,24,156,400
240575,42,158,600
219620,38,146,390
221643,39,81,520
203596,35,171,550
259933,47,119,740
87765,21,59,290
137351,26,144,260
85875,20,151,380
123956,25,68,680
35275,14,52,600
122654,24,179,870
6828,8,37,570
10103,9,45,90
151913,28,119,880
207220,36,128,400
220984,38,171,780
185855,33,84,350
64124,18,68,670
25308,12,72,760
154748,28,164,880
21004,11,83,310
41035,15,44,600
5863,8,20,610
214715,37,158,850
56702,17,68,860
144256,27,124,470
38056,14,88,690
265381,48,159,860
33150,13,102,160
75938,19,124,690
226513,39,174,860
153961,28,152,570
62351,18,44,460
15277,10,67,550
117581,24,104,390
181871,32,131,440
77295,19,143,580
8544,9,20,500
241333,42,173,830
138770,26,165,800
188408,33,128,360
144051,27,121,340
206576,36,116,560
227606,40,95,510
191489,34,68,440
169377,30,158,440
29979,13,61,430
151872,28,119,470
230720,40,156,540
247053,44,105,540
54494,17,39,240
211424,37,97,880
15844,10,75,540
7589,8,51,200
43419,15,75,880
115496,24,73,310
66176,18,96,750
228889,40,120,590
247964,44,124,720
93196,21,136,700
125566,25,93,280
162279,29,163,390
26780,12,91,470
15968,10,77,360
143534,27,113,290
214357,37,152,510
161321,29,147,730
84043,20,125,520
83777,20,121,700
221234,38,176,630
79101,20,55,800
71539,19,63,620
129607,25,154,430
8402,9,18,360
61628,17,135,540
16964,11,31,470
143979,27,119,900
101521,22,131,830
127072,25,115,820
178972,32,82,360
158799,29,107,310
186515,33,95,570
35332,14,53,400
79100,20,55,790
149374,28,79,690
118024,24,110,800
249523,44,157,800
202599,35,153,660
201173,35,128,400
188253,33,125,550
142125,27,91,280
79825,20,66,230
126901,25,113,430
215940,38,76,690
115530,24,73,650
259539,47,110,760
129788,25,157,260
19715,11,66,680
89613,21,85,570
213499,37,136,570
87250,21,51,740
115842,24,78,420
97696,22,76,530
129615,25,154,510
80598,20,76,860
33223,13,102,890
89227,21,80,210
254078,45,165,580
253420,45,150,900
238602,42,118,470
45758,15,106,710
225846,39,162,430
237949,42,104,800
205743,36,101,480
220930,38,170,770
104796,23,48,490
117007,24,95,680
196243,34,151,670
71676,19,65,550
156873,29,75,890
248435,44,134,730
244745,43,149,800
25484,12,75,150
265662,48,166,660
187419,33,111,330
245052,43,156,510
23153,12,45,540
15698,10,73,500
186780,33,99,900
219494,38,143,720
183263,32,154,790
145580,27,145,270
90799,21,102,530
246366,44,90,720
190123,33,157,690
33573,14,30,520
243470,43,123,530
89562,21,84,760
236065,41,163,750
62474,18,46,230
46515,15,116,680
20645,11,78,620
67766,18,118,590
187144,33,106,480
243472,43,123,550
33801,14,33,490
204091,35,180,460
119864,24,138,440
58162,17,88,660
116810,24,92,720
41960,15,56,730
90756,21,101,800
36551,14,69,270
146098,27,153,330
137745,26,150,300
181898,32,131,710
123784,25,66,280
175274,31,137,390
247336,44,111,550
62326,18,44,210
19815,11,68,120
3987,7,25,120
80851,20,80,550
249558,44,158,680
130528,25,168,400
251062,45,99,780
116971,24,95,320
183723,32,162,670
118279,24,114,670
145500,27,143,750
62306,18,43,740
30988,13,74,380
145012,27,136,350
144042,27,120,890
6964,8,40,220
152058,28,122,440
122929,25,53,310
84018,20,125,270
171553,31,75,380
45226,15,99,710
185924,33,85,460
46250,15,113,310
148126,28,59,810
199238,35,93,650
5877,8,21,180
239043,42,127,470
544,4,26,260
55398,17,51,400
141763,27,85,500
184577,32,177,360
28375,13,40,770
251406,45,107,540
227369,40,90,690
221212,38,176,410
191964,34,76,630
65065,18,81,590
106804,23,77,850
96489,22,58,880
248386,44,133,710
228589,40,114,650
241836,43,89,510
201976,35,142,590
39336,14,105,400
253309,45,148,710
126462,25,106,660
138680,26,164,550
38133,14,89,690
214348,37,152,420
127457,25,121,710
205860,36,103,550
113760,23,180,370
91757,21,116,310
78054,20,41,270
98369,22,86,360
41565,15,51,580
184187,32,170,590
261615,47,157,840
1686,5,36,300
27545,13,30,270
111296,23,143,890
186855,33,101,490
11624,9,68,580
50366,16,78,900
218405,38,123,430
241084,42,168,790
115053,24,66,570
47378,16,39,270
3295,6,45,410
60921,17,125,870
129770,25,156,740
136446,26,130,310
83140,20,112,720
194209,34,115,850
107464,23,87,650
92283,21,123,670
26810,12,91,770
95847,22,49,670
159833,29,123,730
21795,12,28,390
221540,39,79,530
154879,28,167,300
2860,6,35,360
126003,25,99,690
76764,19,136,310
74569,19,105,680
88087,21,63,710
78742,20,50,760
235404,41,150,640
219566,38,145,380
77855,19,151,420
194481,34,120,720
146584,27,160,710
181495,32,124,810
77258,19,143,210
220983,38,171,770
169584,30,161,680
85539,20,146,570
123311,25,58,830
105878,23,64,430
170783,31,62,480
144587,27,129,580
193785,34,108,600
79657,20,63,680
170560,30,177,680
109547,23,118,400
177601,31,175,860
63374,18,58,470
100380,22,115,460
177168,31,168,730
240035,42,147,590
140642,27,67,810
98778,22,92,310
139759,27,54,300
160094,29,127,860
27827,13,33,750
254094,45,165,740
59019,17,100,350
247413,44,112,850
239176,42,129,820
113681,23,179,260
70416,19,48,190
189065,33,139,550
76979,19,139,300
35697,14,58,200
97565,22,74,600
241924,43,91,430
232781,41,98,410
261894,47,164,550
164739,30,82,420
80777,20,79,520
41927,15,56,400
43422,15,76,150
210408,37,79,440
152255,28,125,520
228195,40,106,790
90469,21,97,730
25201,12,71,480
90102,21,92,560
165626,30,96,750
62517,18,46,660
132178,26,64,530
986,5,17,140
73862,19,95,810
203631,35,171,900
46215,15,112,720
77225,19,142,600
244262,43,139,770
167008,30,119,540
63774,18,63,820
124975,25,84,310
221612,39,80,730
226940,40,82,480
109810,23,122,310
88821,21,74,350
178657,32,76,750
182840,32,147,690
54119,17,34,190
148621,28,67,720
232879,41,99,890
186537,33,95,790
233779,41,117,890
211097,37,91,850
19095,11,58,720
83873,20,123,240
138437,26,160,720
187850,33,118,580
39846,14,111,880
151026,28,105,830
31169,13,76,630
8990,9,27,480
13751,10,46,200
1225,5,23,370
75427,19,117,620
99508,22,102,710
241070,42,168,650
225418,39,153,830
43748,15,80,370
192772,34,90,730
236008,41,162,680
116993,24,95,540
30922,13,73,500
90485,21,97,890
172559,31,91,840
141522,27,81,650
217106,38,98,690
145965,27,151,280
40078,15,32,150
25893,12,80,290
50262,16,77,610
106109,23,67,700
167112,30,121,360
262990,48,104,600
160944,29,141,680
67267,18,111,710
186740,33,99,500
214939,37,163,390
79666,20,63,770
191033,33,173,510
239396,42,134,570
27055,12,94,850
194769,34,125,750
157893,29,92,550
224200,39,130,610
48767,16,57,660
258692,46,178,670
61902,18,38,350
148170,28,60,620
208484,36,151,390
81601,20,91,240
174873,31,130,580
124771,25,81,250
45199,15,99,440
252921,45,140,510
246371,44,90,770
244508,43,144,830
203950,35,177,730
196460,34,155,560
138084,26,155,440
236693,41,176,530
17557,11,39,160
63050,18,53,880
48469,16,53,680
261015,47,144,560
155020,28,169,450
110061,23,125,780
142080,27,90,470
68738,18,131,820
29756,13,58,540
147464,27,174,550
122237,24,173,720
108657,23,105,340
64255,18,70,520
192041,34,77,830
87348,21,53,320
120498,24,147,750
7973,8,57,620
65308,18,84,830
258914,47,96,670
153509,28,145,460
128679,25,140,390
194405,34,119,530
77626,19,148,290
226018,39,165,590
187342,33,109,720
223887,39,124,600
132088,26,63,280
155230,28,172,660
197284,34,169,820
246597,44,95,680
159751,29,122,530
203000,35,160,750
20868,11,81,510
191675,34,71,590
117193,24,98,530
30472,13,67,680
200416,35,114,670
37027,14,75,410
111069,23,140,660
65294,18,84,690
172991,31,99,360
125620,25,93,820
116375,24,86,390
142496,27,96,790
200644,35,118,710
87066,21,49,300
27969,13,35,610
251702,45,113,740
75151,19,113,740
72449,19,76,360
78510,20,47,570
230004,40,142,520
182781,32,146,690
43536,15,77,530
98351,22,85,870
39811,14,111,530
64916,18,79,560
194046,34,113,360
135195,26,110,800
211141,37,92,750
81826,20,94,360
151889,28,119,640
223135,39,109,880
94242,21,151,660
206461,36,114,510
59969,17,113,230
55072,17,46,840
53005,16,114,290
18439,11,50,400
126303,25,104,390
2559,6,28,360
224455,39,135,560
4834,7,42,90
146637,27,161,600
206369,36,112,690
194644,34,123,640
1952,6,14,310
242410,43,101,490
228721,40,117,440
43290,15,74,350
69145,18,137,510
196104,34,149,420
118500,24,117,870
140024,27,58,390
5446,7,54,210
252782,45,137,500
175456,31,140,410
232210,41,86,700
260507,47,132,760
113095,23,170,520
79747,20,64,870
161405,29,149,330
24506,12,62,640
68045,18,122,460
105126,23,53,390
16203,10,80,580
68977,18,135,290
174098,31,117,630
120166,24,142,780
207288,36,129,530
137318,26,143,580
183960,32,166,680
65977,18,94,220
100814,22,121,660
183124,32,152,580
19880,11,68,770
225487,39,155,480
147992,28,57,730
178976,32,82,400
50797,16,84,710
193622,34,105,680
120399,24,146,430
6257,8,27,560
68465,18,128,280
138009,26,154,340
264517,48,139,820
206106,36,107,810
171923,31,81,480
176476,31,157,410
72877,19,82,320
134453,26,99,530
186701,33,98,690
93476,21,140,700
158164,29,96,780
102259,22,142,620
86452,20,159,470
197318,34,170,590
39422,14,106,490
23553,12,50,590
103603,22,162,260
59512,17,106,840
123980,25,69,260
189583,33,148,510
17180,11,34,290
52911,16,112,850
93933,21,147,370
205005,36,87,800
213711,37,140,530
180378,32,105,850
108539,23,103,520
12942,10,34,630
213242,37,131,700
108599,23,104,440
27137,12,95,880
244038,43,135,450
116195,24,83,600
130345,25,165,550
225409,39,153,740
103510,22,160,710
110572,23,133,450
1584,5,33,360
35283,14,52,680
203595,35,171,540
116743,24,91,720
178466,32,73,610
191798,34,73,680
119233,24,128,830
191223,33,176,670
205585,36,98,550
61184,17,129,540
152128,28,123,510
218526,38,125,580
114956,24,65,270
197465,34,173,350
134396,26,98,610
58546,17,93,800
66975,18,107,710
429,4,22,270
59625,17,108,490
110253,23,128,660
133236,26,80,710
74521,19,105,200
1873,6,12,380
39020,14,101,320
57422,17,78,660
192613,34,87,850
29831,13,59,510
55916,17,58,400
54513,17,39,430
66718,18,104,330
51289,16,91,380
82190,20,99,450
1661,5,36,50
208392,36,149,570
142006,27,89,370
123510,25,61,840
84203,20,127,700
162953,29,174,310
81286,20,86,640
209672,36,172,720
28778,13,45,900
232804,41,98,640
197025,34,165,510
90452,21,97,560
136875,26,136,700
37992,14,87,820
92964,21,133,480
175251,31,136,760
260065,47,122,740
85603,20,147,500
262607,47,180,640
33014,13,100,360
166134,30,105,340
89674,21,86,480
219919,38,151,730
27410,13,28,480
20693,11,79,320
137393,26,144,680
75521,19,118,840
150650,28,99,850
103686,22,163,400
88044,21,63,280
220311,38,159,410
214754,37,159,700
58866,17,98,300
232502,41,92,620
76165,19,127,800
212812,37,123,720
91388,21,110,820
264615,48,142,510
129411,25,151,450
24960,12,68,440
6312,8,28,540
15233,10,67,110
107682,23,90,790
194085,34,113,750
219871,38,150,780
58770,17,96,820
110932,23,138,650
182916,32,148,860
43863,15,81,760
26597,12,89,220
63408,18,58,810
34188,14,38,510
61213,17,129,830
225163,39,148,880
141281,27,77,800
199478,35,97,810
136623,26,132,780
51713,16,96,870
58259,17,89,890
68280,18,125,620
213466,37,135,780
43598,15,78,390
234795,41,138,550
1650,5,35,300
219364,38,141,480
179679,32,94,350
150583,28,98,810
13985,10,49,410
57094,17,74,340
215776,37,178,660
29702,13,57,780
212728,37,122,420
213910,37,143,900
47523,16,41,220
156597,29,71,610
173685,31,110,700
189258,33,142,740
59940,17,112,680
153858,28,150,800
54279,17,36,310
67044,18,108,670
7434,8,48,360
119057,24,126,410
55011,17,46,230
135374,26,113,640
142606,27,98,610
18869,11,55,800
240809,42,163,490
258883,47,95,800
147295,27,171,780
189884,33,153,620
70015,19,42,500
152446,28,128,540
242851,43,110,580
162473,29,166,470
33479,14,29,350
231576,40,173,430
180482,32,107,710
172410,31,89,550
232983,41,102,430
108414,23,101,630
248254,44,130,800
243427,43,122,580
99234,22,98,730
98918,22,94,330
8466,9,19,360
80261,20,72,330
135415,26,114,400
165234,30,90,490
154478,28,160,700
49767,16,71,160
188907,33,136,710
44048,15,84,330
224410,39,134,630
38199,14,90,580
97453,22,72,860
114440,24,57,470
87314,21,52,680
250766,45,93,580
219037,38,135,390
190585,33,165,670
47958,16,46,820
154947,28,168,350
202672,35,154,830
190456,33,163,540
92389,21,125,330
248789,44,142,510
232802,41,98,620
204675,36,81,800
252017,45,120,670
148477,28,65,540
156557,29,70,830
239313,42,132,720
52101,16,102,250
51940,16,99,890
180079,32,100,810
131621,26,55,810
70960,19,55,590
123098,25,55,680
180468,32,107,570
152632,28,131,510
18241,11,47,760
147691,27,177,900
257286,46,147,560
100636,22,119,260
213347,37,133,670
215138,37,166,760
250240,44,173,450
234001,41,122,610
114147,24,52,890
265573,48,164,630
51919,16,99,680
34870,14,47,400
263622,48,118,900
181886,32,131,590
84785,20,135,840
255709,46,112,540
107670,23,90,670
10320,9,48,340
56018,17,59,680
107879,23,93,720
195476,34,138,410
112812,23,166,410
42494,15,63,750
85312,20,143,430
25928,12,80,640
222741,39,102,580
41674,15,53,150
76399,19,131,260
199576,35,99,670
245739,43,170,660
208332,36,148,520
192799,34,91,430
220885,38,169,850
178647,32,76,650
213205,37,130,870
261059,47,145,560
134214,26,95,740
64268,18,70,650
189139,33,140,710
88330,21,67,340
156475,29,69,630
164972,30,86,310
10603,9,52,610
218397,38,122,880
249185,44,150,710
160850,29,140,360
162041,29,159,490
66136,18,96,350
253389,45,150,590
209534,36,170,440
253401,45,150,710
75600,19,120,190
181178,32,119,590
180648,32,110,600
36547,14,69,230
8328,8,64,180
169526,30,160,710
75664,19,120,830
215927,38,76,560
266007,48,174,670
31977,13,87,130
32816,13,97,720
102457,22,145,530
207723,36,137,480
83161,20,113,220
183657,32,161,600
119744,24,136,580
136527,26,131,470
1934,6,14,130
131658,26,56,530
147191,27,170,380
213930,37,144,560
119062,24,126,460
169724,30,163,860
179434,32,89,850
227020,40,83,770
100986,22,124,310
126431,25,106,350
12286,10,25,460
254627,45,177,550
17409,11,37,240
8307,8,63,540
103057,22,154,320
147520,27,175,470
248885,44,144,530
49322,16,65,210
156934,29,76,880
95523,22,44,880
149114,28,75,610
209553,36,170,630
76496,19,132,510
239422,42,134,830
11594,9,68,280
187592,33,113,900
218546,38,125,780
5241,7,50,160
125913,25,98,450
146027,27,151,900
137589,26,147,690
80983,20,82,450
182292,32,138,520
105195,23,54,400
157516,29,86,500
258285,46,169,650
7322,8,46,380
258095,46,165,550
225230,39,150,510
253216,45,146,700
149572,28,82,780
218897,38,132,580
66663,18,103,510
142757,27,100,840
231209,40,165,840
91802,21,116,760
265903,48,172,490
53203,16,116,770
87905,21,61,290
215017,37,164,630
208139,36,144,790
41609,15,52,260
39269,14,104,500
122562,24,178,620
4581,7,36,560
146954,27,166,570
40308,15,35,170
36038,14,62,530
29559,13,56,130
125070,25,85,600
114561,24,59,340
230595,40,153,820
159653,29,120,790
64058,18,67,740
232247,41,87,570
182057,32,134,530
14558,10,57,460
85644,20,148,200
10373,9,49,230
80471,20,75,300
233116,41,104,760
107259,23,84,640
91414,21,111,380
210251,37,76,490
113,4,11,300
231976,40,180,860
243158,43,116,770
118816,24,122,680
119466,24,132,480
265249,48,156,830
1639,5,35,190
49567,16,68,410
88712,21,72,660
185903,33,84,830
158840,29,107,720
21923,12,29,880
124983,25,84,390
187887,33,119,370
180418,32,106,660
228445,40,111,740
175655,31,143,600
39941,15,30,300
80361,20,73,620
148482,28,65,590
157774,29,90,600
87208,21,51,320
41797,15,54,620
119982,24,140,280
38135,14,89,710
241185,42,170,820
39222,14,103,800
85882,20,151,450
84892,20,137,490
75261,19,115,400
146228,27,155,350
25536,12,75,670
205522,36,97,470
97009,22,66,560
1557,5,33,90
212125,37,110,870
193259,34,99,470
217257,38,101,610
242495,43,102,860
14330,10,54,310
133618,26,86,630
173894,31,114,390
89608,21,85,520
197850,34,179,780
100694,22,119,840
196790,34,161,440
174986,31,132,510
