,final_vcpu,final_ram,final_volume
441,6,82,720
442,57,110,620
443,2,85,590
444,37,98,380
445,26,28,890
446,26,31,520
447,4,15,280
448,6,38,430
449,53,97,640
450,12,120,840
451,55,94,370
452,55,109,550
453,36,69,700
454,61,75,890
455,41,93,740
456,17,40,370
457,40,113,890
458,6,98,670
459,27,39,430
460,6,11,880
461,1,9,330
462,2,55,780
463,35,99,760
464,38,120,900
465,26,32,470
466,42,113,810
467,55,91,580
468,55,61,820
469,49,120,890
470,51,118,830
471,49,61,840
472,49,120,810
473,3,6,650
474,55,119,650
475,42,115,600
476,43,98,660
477,53,91,500
478,59,86,870
479,9,14,170
480,46,106,670
481,28,36,820
482,45,74,770
483,2,64,770
484,50,75,590
485,49,84,680
486,34,101,750
487,58,62,760
488,54,63,720
489,19,103,780
490,24,27,550
491,45,83,870
492,31,67,810
493,44,90,450
494,60,97,470
495,33,70,740
496,38,98,640
497,64,65,890
498,13,14,160
499,32,106,810
500,37,72,880
501,33,74,790
502,41,95,540
503,50,72,880
504,46,115,630
505,34,76,620
506,13,19,430
507,46,73,760
508,47,89,890
509,38,118,880
510,15,26,300
511,2,98,860
512,32,106,800
513,31,107,740
514,20,63,720
515,19,40,420
516,60,107,620
517,1,14,150
518,40,120,800
519,31,107,880
520,50,102,490
521,33,119,720
522,59,83,830
523,3,10,870
524,40,110,630
525,52,92,830
526,67,83,890
527,47,85,850
528,59,63,690
529,2,98,700
530,55,113,830
531,36,101,740
532,50,95,680
533,32,114,760
534,6,106,670
535,41,63,900
536,6,49,530
537,42,68,710
538,48,66,760
539,19,99,840
540,46,117,700
541,46,114,550
542,1,4,470
543,48,87,850
544,12,90,590
545,47,77,860
546,14,85,870
547,37,89,790
548,67,77,820
549,37,110,650
550,6,91,880
551,33,104,650
552,49,119,720
553,55,118,790
554,52,85,570
555,35,119,810
556,41,118,700
557,42,107,540
558,65,82,830
559,46,100,630
560,5,45,310
561,32,71,680
562,43,114,860
563,20,111,650
564,40,79,860
565,42,74,760
566,52,77,310
567,77,82,830
568,42,61,650
569,47,114,570
570,9,56,680
571,7,10,850
572,8,51,520
573,53,79,860
574,7,15,780
575,54,74,760
576,40,66,820
577,55,87,770
578,6,47,420
579,45,120,630
580,1,18,250
581,20,78,890
582,1,69,860
583,19,33,720
584,26,56,530
585,74,74,830
586,14,63,760
587,11,64,880
588,46,62,800
589,53,88,890
590,51,91,580
591,53,100,520
592,53,104,490
593,60,97,570
594,36,96,620
595,41,113,530
596,33,100,400
597,4,75,500
598,48,119,650
599,1,1,520
600,4,37,480
601,63,66,700
602,50,70,720
603,22,41,320
604,48,112,820
605,20,81,890
606,50,85,360
607,42,81,840
608,12,77,420
609,49,62,790
610,51,63,890
611,14,73,900
612,44,120,610
613,14,110,700
614,45,115,790
615,47,108,650
616,62,86,860
617,14,92,780
618,12,77,540
619,2,5,150
620,4,95,640
621,60,99,840
622,18,72,820
623,4,13,820
624,57,72,850
625,54,119,810
626,19,67,770
627,37,70,830
628,54,88,480
629,7,65,660
630,37,99,490
631,47,109,750
632,50,83,880
633,60,104,770
634,18,118,610
635,4,7,90
636,54,108,860
637,44,100,720
638,49,62,900
639,34,71,830
640,32,74,690
641,18,38,880
642,9,52,850
643,37,112,820
644,6,40,360
645,41,105,520
646,32,92,830
647,68,69,740
648,51,76,810
649,56,70,780
650,38,99,630
651,2,63,820
652,35,102,860
653,24,36,540
654,4,11,830
655,60,80,850
656,19,113,640
657,40,116,780
658,49,73,790
659,34,68,780
660,52,78,780
661,2,67,500
662,45,108,630
663,34,73,850
664,48,99,760
665,46,94,780
666,45,113,820
667,55,75,860
668,27,39,470
669,15,75,850
670,43,71,840
671,37,106,470
672,3,9,380
673,3,63,790
674,47,74,740
675,28,34,310
676,1,3,330
677,56,93,810
678,25,25,650
679,50,105,530
680,57,87,310
681,55,94,660
682,46,105,660
683,59,105,620
684,14,37,870
685,17,64,740
686,36,110,840
687,56,61,850
688,46,89,890
689,38,40,880
690,56,89,550
691,55,111,840
692,44,104,440
693,20,87,840
694,18,66,670
695,47,72,790
696,7,120,820
697,32,117,710
698,39,38,550
699,20,118,730
700,36,85,880
701,20,84,770
702,37,90,760
703,10,106,800
704,18,33,290
705,58,105,850
706,3,75,770
707,54,75,850
708,47,95,690
709,44,120,730
710,55,64,820
711,60,73,800
712,18,73,740
713,36,101,710
714,34,102,540
715,59,67,870
716,13,75,850
717,33,109,600
718,44,105,740
719,45,103,520
720,60,77,830
721,58,61,890
722,11,67,880
723,51,98,450
724,59,105,870
725,19,34,600
726,60,108,740
727,58,115,550
728,35,106,730
729,18,64,830
730,2,11,250
731,42,115,550
732,56,92,570
733,60,65,870
734,58,91,420
735,42,99,630
736,64,68,840
737,42,93,620
738,11,39,560
739,1,4,500
740,16,60,810
741,47,83,840
742,20,104,740
743,6,71,460
744,49,62,860
745,49,73,430
746,40,63,750
747,38,66,850
748,49,64,730
749,42,66,720
750,34,79,890
751,20,43,390
752,4,80,750
753,6,23,230
754,3,10,360
755,42,70,880
756,48,116,750
757,35,46,380
758,8,83,710
759,36,92,690
760,13,17,310
761,55,113,780
762,16,18,310
763,2,21,220
764,3,65,870
765,29,42,440
766,26,36,850
767,54,99,830
768,37,98,790
769,55,109,530
770,41,104,550
771,58,114,630
772,5,18,220
773,32,97,780
774,35,102,710
775,38,89,810
776,41,114,750
777,56,87,690
778,57,102,840
779,19,109,570
780,34,101,510
781,31,97,830
782,1,6,480
783,6,12,440
784,7,36,610
785,32,37,670
786,43,77,790
787,38,102,660
788,20,57,430
789,55,68,860
790,45,102,520
791,14,87,560
792,7,53,620
793,39,113,880
794,51,77,890
795,45,116,880
796,60,98,750
797,58,72,750
798,41,104,860
799,12,98,880
800,67,81,810
801,43,61,900
802,9,26,260
803,41,110,690
804,55,99,840
805,4,88,470
806,35,70,800
807,6,6,830
808,79,87,870
809,50,99,690
810,59,96,800
811,47,61,760
812,10,44,480
813,60,90,420
814,19,22,520
815,42,110,690
816,26,82,450
817,20,36,690
818,20,33,680
819,55,77,810
820,14,99,700
821,45,120,790
822,47,120,730
823,45,118,580
824,14,85,640
825,2,11,650
826,14,60,860
827,42,106,590
828,27,42,330
829,6,115,900
830,20,60,340
831,35,76,820
832,48,66,750
833,20,98,660
834,59,102,900
835,56,99,410
836,61,62,690
837,2,7,880
838,58,61,670
839,8,97,700
840,39,107,730
841,4,6,570
842,52,94,390
843,38,74,700
844,3,8,760
845,9,38,570
846,43,61,660
847,48,63,870
848,51,94,780
849,25,39,320
850,16,40,670
851,4,104,510
852,48,71,870
853,11,45,440
854,41,109,680
855,3,13,640
856,33,94,590
857,52,74,780
858,38,65,850
859,57,113,540
860,55,63,680
861,6,86,880
862,19,112,770
863,12,113,840
864,15,69,650
865,6,9,240
866,35,102,810
867,54,109,590
868,31,98,460
869,20,86,860
870,11,73,860
871,14,17,180
872,52,117,610
873,59,93,650
874,46,110,580
875,36,39,400
876,13,82,730
877,3,11,640
878,64,79,900
879,50,99,770
880,54,78,900
881,36,70,810
882,56,95,790
883,42,100,780
884,19,39,390
885,37,37,780
886,44,112,840
887,32,111,720
888,25,26,800
889,48,108,610
890,56,83,870
891,51,103,560
892,1,11,820
893,45,66,770
894,6,104,810
895,54,65,740
896,14,58,720
897,31,73,820
898,33,101,880
899,56,119,770
900,53,91,370
901,42,47,340
902,25,30,710
903,43,107,620
904,38,71,830
905,5,115,890
906,1,12,420
907,31,80,830
908,55,119,650
909,19,25,690
910,1,2,780
911,37,67,510
912,46,61,610
913,37,104,590
914,40,85,640
915,44,109,680
916,17,81,770
917,50,75,870
918,4,80,460
919,50,109,660
920,36,105,850
921,50,104,720
922,56,118,630
923,44,103,590
924,19,105,660
925,57,70,790
926,55,106,850
927,57,64,720
928,1,61,830
929,43,72,890
930,57,100,830
931,57,103,810
932,58,114,590
933,56,115,750
934,38,61,740
935,10,110,780
936,50,112,700
937,20,92,700
938,20,39,340
939,53,99,710
940,5,13,140
941,55,66,690
942,55,97,500
943,40,83,790
944,8,99,750
945,75,75,780
946,41,61,750
947,55,64,650
948,42,115,870
949,43,98,780
950,20,63,700
951,31,86,510
952,1,10,340
953,41,106,810
954,29,47,470
955,43,114,850
956,42,119,710
957,14,107,780
958,64,81,830
959,32,86,460
960,35,96,750
961,57,113,700
962,15,59,640
963,41,105,530
964,58,119,780
965,10,88,900
966,11,73,730
967,43,114,650
968,4,48,360
969,8,103,900
970,18,49,590
971,57,107,590
972,58,109,670
973,19,80,880
974,44,94,750
975,34,101,520
976,37,39,770
977,28,44,380
978,10,72,630
979,59,62,900
980,40,64,780
981,42,82,750
982,59,94,350
983,43,94,790
984,42,71,830
985,11,41,360
986,41,78,870
987,45,116,790
988,53,78,450
989,74,87,900
990,4,77,440
991,60,75,810
992,35,106,790
993,20,93,450
994,6,56,590
995,52,75,780
996,1,6,790
997,44,73,870
998,49,114,600
999,82,82,880
1000,4,76,700
1001,14,75,480
1002,69,75,890
1003,55,113,710
1004,6,81,670
1005,36,100,580
1006,8,46,380
1007,85,85,900
1008,55,116,740
1009,8,10,600
1010,35,100,490
1011,2,3,740
1012,7,19,340
1013,52,82,480
1014,24,54,490
1015,54,110,880
1016,8,75,570
1017,41,77,890
1018,45,106,510
1019,19,35,650
1020,56,115,760
1021,20,101,840
1022,19,72,870
1023,36,100,760
1024,54,79,850
1025,15,64,660
1026,55,94,860
1027,17,67,580
1028,2,61,790
1029,49,100,420
1030,7,12,510
1031,52,114,660
1032,20,106,480
1033,33,118,840
1034,61,89,890
1035,19,112,540
1036,42,95,830
1037,44,68,760
1038,14,94,670
1039,35,75,850
1040,19,67,670
1041,46,78,800
1042,54,88,790
1043,45,114,630
1044,33,39,450
1045,56,71,800
1046,38,74,820
1047,13,46,390
1048,57,113,580
1049,44,66,710
1050,36,84,590
1051,65,67,730
1052,8,16,510
1053,48,84,620
1054,55,91,570
1055,15,78,800
1056,50,76,810
1057,41,112,620
1058,28,43,410
1059,51,71,530
1060,47,69,700
1061,1,65,710
1062,55,93,500
1063,2,6,490
1064,58,63,710
1065,6,75,530
1066,52,111,550
1067,20,90,740
1068,47,105,800
1069,2,102,560
1070,60,105,820
1071,7,26,410
1072,47,118,590
1073,50,80,850
1074,58,66,790
1075,16,62,710
1076,55,91,320
1077,57,100,900
1078,14,93,740
1079,11,19,230
1080,70,81,870
1081,43,46,320
1082,33,88,890
1083,35,103,870
1084,38,94,390
1085,4,119,840
1086,68,72,770
1087,2,72,560
1088,53,118,730
1089,53,115,640
1090,33,75,860
1091,48,68,780
1092,43,75,810
1093,34,63,690
1094,58,120,720
1095,49,115,560
1096,51,97,550
1097,6,9,500
1098,1,3,170
1099,40,63,850
1100,52,97,370
1101,6,6,310
1102,40,39,520
1103,47,83,860
1104,44,114,730
1105,49,118,900
1106,56,101,650
1107,74,80,860
1108,30,36,760
1109,55,96,590
1110,20,62,750
1111,45,114,640
1112,29,39,570
1113,55,84,880
1114,8,51,510
1115,40,40,670
1116,20,32,540
1117,14,79,870
1118,3,9,160
1119,4,82,590
1120,37,80,890
1121,18,59,700
1122,45,61,640
1123,15,50,420
1124,5,15,790
1125,19,76,470
1126,4,94,490
1127,8,75,450
1128,58,66,740
1129,15,85,830
1130,56,95,480
1131,39,89,590
1132,41,79,840
1133,60,67,870
1134,1,62,750
1135,50,117,780
1136,48,96,530
1137,45,77,830
1138,1,3,560
1139,20,93,770
1140,58,112,570
1141,6,20,230
1142,53,98,640
1143,2,8,570
1144,33,114,540
1145,35,118,860
1146,9,51,540
1147,33,63,880
1148,39,64,650
1149,50,72,890
1150,53,64,860
1151,48,115,640
1152,67,69,740
1153,44,120,620
1154,18,50,360
1155,35,120,690
1156,15,65,660
1157,37,107,810
1158,7,52,510
1159,13,119,660
1160,20,80,630
1161,52,84,400
1162,46,118,820
1163,19,55,720
1164,60,91,480
1165,55,111,780
1166,6,92,520
1167,52,98,540
1168,6,10,720
1169,55,104,520
1170,8,98,490
1171,4,98,540
1172,15,79,850
1173,45,59,570
1174,52,115,820
1175,2,3,450
1176,8,38,550
1177,23,75,370
1178,1,9,860
1179,2,5,70
1180,2,84,900
1181,50,102,770
1182,14,20,240
1183,39,82,900
1184,41,117,840
1185,33,95,570
1186,48,95,770
1187,59,96,650
1188,20,33,410
1189,56,120,880
1190,1,10,120
1191,4,16,190
1192,36,74,850
1193,8,15,660
1194,46,94,700
1195,2,58,390
1196,50,113,560
1197,6,84,610
1198,36,70,820
1199,50,115,680
1200,65,70,820
1201,18,58,880
1202,2,95,510
1203,52,117,670
1204,64,85,890
1205,5,120,840
1206,42,92,770
1207,40,103,520
1208,46,75,810
1209,65,66,740
1210,45,56,470
1211,14,84,550
1212,18,62,840
1213,57,110,750
1214,6,56,500
1215,39,99,400
1216,42,101,870
1217,36,94,440
1218,47,62,880
1219,4,8,160
1220,50,83,480
1221,1,13,400
1222,16,67,700
1223,46,110,500
1224,15,81,880
1225,46,86,840
1226,23,30,280
1227,50,68,720
1228,17,40,380
1229,34,113,540
1230,49,120,690
1231,19,65,780
1232,41,95,840
1233,1,1,540
1234,36,96,810
1235,20,63,560
1236,2,3,460
1237,54,104,780
1238,35,105,650
1239,43,108,780
1240,44,71,760
1241,39,102,590
1242,56,118,660
1243,20,47,320
1244,50,68,500
1245,45,40,820
1246,6,40,310
1247,3,112,850
1248,34,102,660
1249,66,68,750
1250,37,61,900
1251,1,3,250
1252,51,71,810
1253,56,115,860
1254,6,65,570
1255,30,31,760
1256,40,72,840
1257,20,71,480
1258,44,119,650
1259,6,12,200
1260,12,96,860
1261,57,63,880
1262,34,98,500
1263,52,82,740
1264,9,108,660
1265,19,111,690
1266,54,74,740
1267,47,89,810
1268,36,119,730
1269,21,64,340
1270,12,101,880
1271,10,85,620
1272,37,111,830
1273,45,110,680
1274,44,109,580
1275,59,69,710
1276,53,86,380
1277,8,43,500
1278,42,40,490
1279,45,105,490
1280,32,106,880
1281,6,86,460
1282,8,35,300
1283,19,23,470
1284,51,108,480
1285,38,109,610
1286,63,68,700
1287,35,40,580
1288,14,61,780
1289,44,113,620
1290,54,107,550
1291,9,62,830
1292,60,101,410
1293,20,97,680
1294,59,115,630
1295,38,65,690
1296,20,32,670
1297,51,68,880
1298,2,84,520
1299,47,114,810
1300,37,111,700
1301,1,9,580
1302,13,77,890
1303,31,87,560
1304,45,63,900
1305,16,99,630
1306,44,77,890
1307,6,44,450
1308,71,80,820
1309,51,71,880
1310,3,13,190
1311,19,67,690
1312,19,19,460
1313,9,112,730
1314,3,9,740
1315,32,61,820
1316,44,120,760
1317,42,59,610
1318,36,109,670
1319,43,102,900
1320,50,77,770
1321,18,38,760
1322,42,76,610
1323,19,79,860
1324,50,84,850
1325,37,40,330
1326,4,7,860
1327,60,67,730
1328,69,86,860
1329,43,66,840
1330,54,69,740
1331,35,96,510
1332,42,113,720
1333,56,96,820
1334,66,67,670
1335,53,107,510
1336,33,58,560
1337,45,78,780
1338,60,100,690
1339,39,77,480
1340,37,102,450
1341,37,115,570
1342,34,67,670
1343,52,83,690
1344,50,97,640
1345,49,80,830
1346,1,62,780
1347,18,41,330
1348,49,119,700
1349,32,89,510
1350,44,104,880
1351,42,84,610
1352,58,62,630
1353,4,10,210
1354,65,71,720
1355,53,109,660
1356,46,108,620
1357,43,62,870
1358,64,82,840
1359,4,57,620
1360,58,115,600
1361,9,16,190
1362,40,80,510
1363,47,108,760
1364,41,114,740
1365,68,73,800
1366,43,79,820
1367,17,40,790
1368,10,47,520
1369,19,102,590
1370,5,24,270
1371,2,100,840
1372,2,90,440
1373,14,61,860
1374,39,40,720
1375,51,92,560
1376,18,57,780
1377,38,100,480
1378,47,74,770
1379,41,78,570
1380,53,74,770
1381,1,9,230
1382,8,72,540
1383,45,61,880
1384,60,119,650
1385,56,64,820
1386,35,103,660
1387,8,75,370
1388,4,5,450
1389,16,36,770
1390,57,62,890
1391,48,115,860
1392,32,74,550
1393,4,7,680
1394,6,8,390
1395,48,82,870
1396,46,70,810
1397,55,71,710
1398,19,17,190
1399,17,65,550
1400,56,97,740
1401,38,77,900
1402,53,74,860
1403,36,68,850
1404,11,48,430
1405,23,28,410
1406,42,86,640
1407,16,67,870
1408,8,45,460
1409,53,80,890
1410,48,88,630
1411,18,95,840
1412,35,108,480
1413,51,73,740
1414,45,111,710
1415,53,76,810
1416,45,83,830
1417,12,88,650
1418,50,114,900
1419,46,73,840
1420,56,103,430
1421,58,96,490
1422,6,57,430
1423,37,63,710
1424,33,101,710
1425,53,113,710
1426,49,96,670
1427,19,68,600
1428,40,64,660
1429,36,105,670
1430,12,94,630
1431,49,63,860
1432,42,108,690
1433,41,106,590
1434,2,94,500
1435,34,117,700
1436,31,101,730
1437,59,82,870
1438,37,61,620
1439,5,120,880
1440,86,88,880
1441,3,78,790
1442,33,86,880
1443,19,23,630
1444,33,62,590
1445,49,90,680
1446,52,115,750
1447,48,110,880
1448,45,106,600
1449,55,117,600
1450,13,46,580
1451,14,65,780
1452,18,62,630
1453,41,96,820
1454,31,40,560
1455,16,61,740
1456,52,114,870
1457,8,102,720
1458,52,61,790
1459,19,64,680
1460,63,67,900
1461,56,101,860
1462,41,118,670
1463,37,105,480
1464,2,11,870
1465,19,64,730
1466,56,110,840
1467,34,108,800
1468,24,25,270
1469,42,62,810
1470,37,61,770
1471,11,119,700
1472,38,100,700
1473,3,3,380
1474,58,102,890
1475,31,109,540
1476,19,102,820
1477,31,43,390
1478,42,72,720
1479,53,78,780
1480,42,107,510
1481,28,45,340
1482,45,114,550
1483,44,107,570
1484,20,35,810
1485,2,11,620
1486,45,109,690
1487,24,30,390
1488,52,89,890
1489,18,25,860
1490,45,92,460
1491,34,62,870
1492,36,116,810
1493,6,112,840
1494,47,115,640
1495,35,85,560
1496,52,98,380
1497,11,66,890
1498,3,13,540
1499,51,81,800
1500,16,92,630
1501,4,82,870
1502,33,95,800
1503,43,82,860
1504,48,115,660
1505,46,106,730
1506,53,96,740
1507,4,98,610
1508,62,83,900
1509,44,61,710
1510,77,77,800
1511,20,55,310
1512,57,71,800
1513,41,111,700
1514,20,99,460
1515,47,104,670
1516,43,109,670
1517,47,77,770
1518,42,119,670
1519,31,91,510
1520,53,97,740
1521,42,113,820
1522,49,96,410
1523,54,70,810
1524,3,34,630
1525,53,97,730
1526,50,105,890
1527,19,69,520
1528,15,29,230
1529,43,70,740
1530,37,114,690
1531,20,82,480
1532,58,66,670
1533,59,62,750
1534,54,62,800
1535,54,86,530
1536,45,75,830
1537,60,119,880
1538,46,108,740
1539,47,76,800
1540,54,116,750
1541,53,70,870
1542,55,70,890
1543,33,62,790
1544,47,73,700
1545,53,105,600
1546,2,10,730
1547,56,114,820
1548,15,11,190
1549,14,51,850
1550,64,68,800
1551,2,90,470
1552,45,111,690
1553,12,40,380
1554,33,106,510
1555,8,28,260
1556,31,107,860
1557,47,81,620
1558,78,79,800
1559,34,117,840
1560,3,73,800
1561,7,8,630
1562,44,78,820
1563,3,3,700
1564,8,45,360
1565,48,70,780
1566,33,88,400
1567,42,111,560
1568,2,61,670
1569,15,61,610
1570,52,93,760
1571,86,89,890
1572,2,11,160
1573,22,34,330
1574,49,118,790
1575,49,109,780
1576,17,50,350
1577,9,104,520
1578,7,34,870
1579,70,81,880
1580,36,106,890
1581,41,120,900
1582,36,105,550
1583,42,106,720
1584,45,119,860
1585,4,118,580
1586,6,13,750
1587,48,85,860
1588,32,119,790
1589,35,76,680
1590,49,110,550
1591,4,103,880
1592,18,113,650
1593,41,99,660
1594,24,25,490
1595,19,39,500
1596,46,66,730
1597,24,31,630
1598,16,85,500
1599,71,73,830
1600,53,65,760
1601,46,108,890
1602,42,98,870
1603,52,72,500
1604,53,62,710
1605,11,38,890
1606,39,84,840
1607,57,105,680
1608,58,118,710
1609,52,74,420
1610,32,100,490
1611,79,84,860
1612,41,70,880
1613,58,103,620
1614,35,105,610
1615,67,69,840
1616,46,73,740
1617,16,61,780
1618,44,112,850
1619,6,16,440
1620,51,86,500
1621,14,81,430
1622,31,68,850
1623,49,85,850
1624,35,115,610
1625,38,74,760
1626,39,100,830
1627,4,4,770
1628,32,101,820
1629,19,57,780
1630,76,81,880
1631,31,105,740
1632,6,115,770
1633,39,112,600
1634,48,118,760
1635,8,69,530
1636,10,39,890
1637,36,67,820
1638,2,80,900
1639,46,107,680
1640,55,102,830
1641,59,92,520
1642,37,119,700
1643,2,83,470
1644,61,75,870
1645,23,48,490
1646,58,94,760
1647,53,101,500
1648,52,107,860
1649,20,39,460
1650,27,38,550
1651,40,62,670
1652,2,66,540
1653,44,106,460
1654,55,62,720
1655,40,69,870
1656,55,79,830
1657,39,62,840
1658,71,72,810
1659,58,94,850
1660,41,114,730
1661,44,40,860
