,vcpu,ram,volume
25866,7,48,500
23796,7,13,800
54954,16,65,900
103945,41,51,610
23550,7,10,710
90863,32,59,900
103633,41,44,500
78563,26,41,590
42473,12,47,900
54873,16,62,900
112467,49,52,600
3519,1,57,760
125478,83,85,880
89717,32,34,440
77509,25,73,780
79179,26,55,800
16147,5,8,560
36070,10,47,870
78649,26,43,480
16281,5,10,270
114348,51,57,800
51906,15,59,630
28391,8,29,770
97651,36,71,720
15164,4,54,770
24920,7,30,310
74819,24,55,760
110649,47,53,530
51835,15,57,570
91038,32,66,690
88816,31,52,580
95396,35,48,700
12041,4,4,290
10697,3,40,470
40038,11,70,790
18698,5,49,650
84457,29,38,570
46239,13,68,820
42560,12,50,510
41914,12,36,700
63333,19,81,850
75116,24,65,680
108106,44,72,840
117005,54,74,880
114068,50,83,870
57652,17,63,660
90375,32,47,520
59721,18,46,460
53464,16,31,450
79353,26,60,890
103162,40,66,730
55228,16,81,840
114140,51,52,520
75993,25,33,620
75095,24,64,730
18841,5,52,880
121820,63,76,900
102954,40,59,610
21749,6,36,850
110167,46,69,890
91995,33,45,500
12059,4,4,470
30478,9,11,300
59373,18,38,860
10567,3,37,730
69510,22,39,870
116130,53,66,800
117420,55,63,790
45601,13,49,520
111075,47,66,760
52520,16,17,320
11455,3,58,580
8564,3,8,420
119252,58,65,720
29875,8,62,760
123217,67,80,830
110022,46,64,640
119047,58,58,700
114460,51,61,660
88375,31,42,520
31945,9,32,480
67153,21,41,440
104060,41,54,620
124115,71,75,760
18916,5,54,880
65997,21,21,780
87713,30,81,890
74955,24,59,780
75467,25,25,280
73693,24,31,900
123560,69,69,730
79657,26,73,810
121921,63,88,890
7137,2,47,740
117948,56,60,640
33880,10,12,320
27617,8,18,400
117725,55,78,840
91386,33,33,590
69776,22,45,620
52548,16,17,600
33460,9,69,830
92042,33,46,520
85159,29,53,840
35503,10,36,590
20552,6,18,310
83167,28,52,830
30097,8,71,820
69509,22,39,860
20413,6,16,390
54106,16,43,450
116393,53,81,880
62894,19,60,660
28905,8,38,780
7405,2,54,620
80811,27,44,830
68750,22,26,810
14681,4,43,560
42649,12,52,610
22292,6,47,890
102842,40,55,830
90295,32,45,610
121681,63,69,770
24998,7,31,490
81613,27,67,800
80294,27,34,810
123749,69,80,860
113796,50,66,870
94915,35,38,640
17447,5,26,330
51840,15,57,620
98228,37,44,550
83085,28,50,800
37399,11,15,800
104582,41,72,890
105009,42,47,660
94990,35,39,870
80337,27,35,680
29828,8,60,880
89722,32,34,490
105032,42,47,890
52307,15,75,880
89742,32,34,690
23465,7,9,670
91933,33,43,810
48043,14,37,610
30244,8,81,840
98439,37,48,880
44374,13,26,440
51110,15,40,460
24160,7,18,690
75162,24,66,890
89046,31,58,750
60993,19,22,460
104624,41,75,800
6453,2,34,400
74418,24,45,800
92940,33,75,800
1934,1,25,750
75658,25,27,900
42638,12,51,890
42388,12,46,490
82987,28,48,650
73654,24,31,510
109777,46,56,630
1543,1,20,240
122638,65,85,890
59607,18,43,700
82456,28,37,620
21025,6,24,870
85193,29,54,810
52813,16,21,390
56027,17,27,790
80579,27,40,450
98111,37,41,820
105466,42,59,730
68602,22,24,640
20480,6,17,320
102941,40,58,800
29084,8,42,550
65504,20,61,900
57295,17,52,720
72214,23,47,650
75386,24,79,790
888,1,11,440
69239,22,34,860
891,1,11,470
35582,10,37,840
47665,14,30,820
82911,28,46,760
99895,38,49,710
8802,3,11,370
81949,28,28,770
24495,7,23,540
24889,7,29,610
23840,7,14,470
26691,7,76,770
22616,6,56,620
101321,39,50,780
86011,30,32,530
49274,14,70,710
41256,12,25,720
83472,28,61,820
54404,16,49,760
93329,34,38,740
28825,8,37,510
19544,5,82,860
88987,31,56,830
64310,20,34,570
104828,42,43,670
55652,17,22,340
32337,9,39,550
75132,24,65,840
83596,28,66,710
66387,21,27,690
56130,17,29,570
64379,20,35,700
106680,43,60,800
92625,33,61,800
15938,5,6,140
102020,39,75,770
47009,14,20,810
47063,14,21,650
57581,17,60,820
95743,35,57,750
45974,13,59,600
12438,4,8,880
111336,47,81,820
116844,54,67,670
68081,21,65,720
61662,19,32,800
77799,26,27,860
88240,31,39,670
119514,58,78,870
99893,38,49,690
90480,32,49,720
33954,10,13,280
48556,14,47,890
59330,18,38,430
62581,19,51,680
110664,47,53,680
56194,17,30,600
76423,25,41,640
87482,30,67,890
52925,16,22,820
51818,15,56,740
79302,26,59,690
58204,18,20,240
77987,26,30,880
74400,24,45,620
123605,69,71,770
99592,38,42,830
75,1,1,760
25144,7,33,780
80641,27,41,570
29135,8,43,580
15986,5,6,620
62912,19,60,840
125402,81,86,880
1693,1,22,350
94265,34,61,670
105693,42,67,800
55358,17,18,220
92931,33,74,870
56106,17,29,330
84738,29,43,880
60682,18,79,830
73821,24,34,440
110334,46,80,800
77464,25,70,900
96150,35,73,740
3464,1,55,900
120845,61,69,820
85978,30,31,790
98116,37,41,870
125261,79,83,860
46041,13,61,660
56417,17,34,490
93200,34,36,520
25623,7,42,800
15286,4,58,610
37309,11,14,660
22361,6,49,730
46414,13,78,820
37142,11,12,540
5458,2,18,770
45343,13,43,610
67694,21,53,630
54589,16,54,660
94603,34,75,900
43438,13,13,310
68195,21,70,710
64267,20,33,710
15207,4,55,840
17178,5,22,300
83553,28,64,790
97039,36,50,900
19985,6,10,760
60683,18,79,840
90973,32,63,820
80426,27,37,480
100493,38,67,840
44162,13,23,300
72681,23,59,820
108944,45,62,760
84891,29,47,590
116068,53,64,690
55497,17,19,890
70631,22,71,720
48817,14,54,700
68977,22,30,580
86196,30,35,670
58632,18,26,470
101623,39,58,880
33757,10,10,680
95960,35,64,820
65981,21,21,620
76641,25,46,470
99762,38,46,670
121644,63,67,850
85761,29,76,880
58899,18,30,640
14261,4,35,480
99447,38,39,880
125034,77,78,780
29404,8,49,600
88056,31,36,420
9843,3,25,630
114381,51,58,800
58557,18,25,370
112358,49,49,710
52795,16,21,210
97421,36,61,870
13010,4,16,320
107592,44,54,650
68654,22,25,500
3728,1,64,750
16184,5,9,110
62307,19,45,490
97854,36,88,880
54587,16,54,640
106247,43,48,850
7965,2,75,760
69133,22,33,370
26945,8,9,610
20919,6,23,480
7695,2,63,640
37325,11,14,820
115304,52,63,730
115004,52,54,610
67442,21,47,540
112197,48,74,880
61908,19,37,460
124060,71,72,720
91930,33,43,780
109514,46,49,660
915,1,11,710
2859,1,41,800
56332,17,32,790
28859,8,37,850
45131,13,39,470
120232,60,63,810
34883,10,26,340
42869,12,58,680
121450,62,79,870
14662,4,42,850
92506,33,57,870
117322,55,60,680
120615,60,88,890
124969,76,81,850
89118,31,60,840
122522,65,75,780
29279,8,46,640
124396,72,82,830
29174,8,44,500
46987,14,20,590
88576,31,46,670
28426,8,30,510
72163,23,46,580
95258,35,45,640
72405,23,51,900
92605,33,60,900
44289,13,24,900
75947,25,32,740
2349,1,32,560
65648,20,67,750
47588,14,29,660
93815,34,48,850
78066,26,32,480
36361,10,55,620
97104,36,52,760
49762,15,18,510
32583,9,44,560
21641,6,34,880
77576,25,77,830
11271,3,52,870
99730,38,45,800
30547,9,12,200
17090,5,20,810
19387,5,71,830
40838,12,19,650
53284,16,28,480
78900,26,48,740
84625,29,41,720
44554,13,29,350
16415,5,11,810
1513,1,19,650
103388,40,77,900
120927,61,73,860
29563,8,53,610
109302,45,80,830
40221,11,82,880
25920,7,49,620
91667,33,38,650
37962,11,23,710
65042,20,49,540
18229,5,39,610
91340,32,85,860
62342,19,45,840
7795,2,66,860
92976,33,77,870
35894,10,44,460
102193,40,40,790
16082,5,7,740
36066,10,47,830
58845,18,29,710
70721,22,76,770
22962,6,67,890
89226,31,64,780
104449,41,66,850
79924,27,28,680
123958,70,78,870
120302,60,66,730
59466,18,40,760
84391,29,37,440
46366,13,75,760
55770,17,23,840
92193,33,49,740
65827,20,76,830
101354,39,51,710
109205,45,73,840
111766,48,57,820
52568,16,17,800
28074,8,24,800
15063,4,51,900
120618,60,89,900
104085,41,54,870
77936,26,30,370
55208,16,79,850
25031,7,31,820
46465,13,83,830
11013,3,46,780
20817,6,21,830
28453,8,30,780
24176,7,18,850
113909,50,71,900
97363,36,59,900
13290,4,20,220
53085,16,25,410
86971,30,51,820
87178,30,57,700
116569,54,57,770
43163,12,68,870
93439,34,40,810
72350,23,50,750
36587,10,62,640
54837,16,61,830
111351,47,82,880
8066,2,83,850
45215,13,40,800
41627,12,31,680
77370,25,66,860
27264,8,13,620
108111,44,72,890
83086,28,50,810
71311,23,30,460
3428,1,54,900
68394,21,83,880
108918,45,61,790
86555,30,42,620
84399,29,37,520
60615,18,74,860
18850,5,53,590
42488,12,48,620
72176,23,46,710
67881,21,58,750
16799,5,16,800
21969,6,41,450
8012,2,78,810
125182,78,83,850
98535,37,51,610
106250,43,48,880
67332,21,44,790
111060,47,65,860
701,1,9,180
55327,17,17,640
84342,29,36,490
102824,40,55,650
21993,6,41,690
82034,28,30,390
26274,7,58,830
10429,3,35,440
115383,52,66,740
61163,19,24,810
95010,35,40,560
105645,42,65,810
113680,50,62,770
74379,24,44,870
112267,48,79,880
42611,12,51,620
109636,46,52,680
94320,34,63,650
51970,15,61,660
88707,31,49,690
47981,14,36,530
4112,2,2,190
8473,3,7,340
34275,10,17,470
95210,35,44,620
106343,43,51,580
103473,40,87,900
27424,8,15,690
96217,35,77,790
26957,8,9,730
114548,51,64,700
93894,34,50,810
13179,4,18,540
61185,19,25,370
49318,14,72,760
67500,21,48,690
66160,21,24,370
42699,12,53,730
99195,37,74,770
46887,14,19,300
630,1,8,290
117890,56,58,690
92283,33,51,830
15533,4,66,800
2327,1,32,340
93833,34,49,610
66564,21,30,600
117411,55,63,700
58789,18,28,770
73981,24,37,390
37208,11,13,420
67257,21,43,510
107204,44,45,460
372,1,5,230
1922,1,25,630
71078,23,26,630
46788,14,17,760
86394,30,39,510
47044,14,21,460
8083,2,85,890
46493,13,87,890
17083,5,20,740
60376,18,63,890
34035,10,14,320
85093,29,52,560
53968,16,40,540
28941,8,39,620
43203,12,70,840
96972,36,49,640
73088,23,77,840
115463,52,69,850
81915,28,28,430
118861,57,72,880
57968,17,78,820
104565,41,72,720
45770,13,53,630
21491,6,32,530
13496,4,22,890
4342,2,4,740
40730,12,18,290
5469,2,18,880
40963,12,21,490
115120,52,57,720
84868,29,46,800
66712,21,32,890
15121,4,53,710
56282,17,31,880
107470,44,51,570
99494,38,40,840
21938,6,40,640
52015,15,62,820
9657,3,22,780
73081,23,77,770
96262,35,80,880
44116,13,22,520
69875,22,47,720
54509,16,52,610
78081,26,32,630
31047,9,18,670
113145,49,77,880
53240,16,27,670
93476,34,41,680
76180,25,36,810
38055,11,25,310
70527,22,66,780
3693,1,63,670
75248,24,70,850
12606,4,11,130
72154,23,46,490
75631,25,27,630
43555,13,14,710
118081,56,64,830
67138,21,40,790
6530,2,35,610
20832,6,22,290
30689,9,13,840
224,1,3,480
124657,74,76,890
2450,1,34,420
26708,7,77,800
97174,36,54,710
121522,63,63,650
51154,15,40,900
123606,69,71,780
17481,5,26,670
116608,54,58,830
106998,43,73,860
119323,58,68,710
94712,34,86,890
10030,3,28,580
13604,4,24,620
75789,25,30,350
25582,7,41,880
26250,7,58,590
106444,43,53,820
38495,11,32,370
45648,13,50,580
25797,7,46,680
34402,10,19,290
119403,58,71,880
59409,18,39,700
103939,41,51,550
29032,8,41,520
17286,5,23,700
42669,12,52,810
116104,53,65,790
73722,24,32,600
45566,13,48,590
47927,14,35,540
15411,4,62,640
93402,34,40,440
54811,16,60,870
41849,12,35,600
69729,22,44,610
48701,14,51,680
89086,31,59,830
41387,12,27,740
110589,47,51,700
67419,21,46,750
58156,18,19,470
95234,35,44,860
92093,33,47,590
30519,9,11,710
115411,52,67,780
57631,17,62,730
21937,6,40,630
80225,27,33,690
74015,24,37,730
40860,12,19,870
99465,38,40,550
38594,11,33,780
101340,39,51,570
98707,37,55,830
18086,5,36,770
56440,17,34,720
70995,23,25,450
52907,16,22,640
59550,18,42,610
28092,8,25,320
59649,18,44,650
110154,46,69,760
101197,39,47,800
34058,10,14,550
64866,20,45,520
65065,20,49,770
51593,15,50,740
46295,13,71,750
113739,50,64,810
91328,32,83,870
62428,19,47,810
59069,18,33,570
27574,8,17,700
2177,1,29,640
56236,17,31,420
4225,2,3,440
96978,36,49,700
66581,21,30,770
30935,9,17,280
74073,24,38,780
42962,12,61,680
116610,54,58,850
125467,83,83,900
6563,2,36,390
95265,35,45,710
15441,4,63,660
97588,36,68,720
106184,43,47,650
103950,41,51,660
78465,26,39,620
56289,17,32,360
3178,1,48,770
97205,36,55,660
114928,52,52,600
39943,11,66,740
50935,15,36,810
11872,3,74,830
33747,10,10,580
78773,26,45,790
112078,48,68,860
116527,54,56,690
99510,38,41,500
76063,25,34,750
86862,30,49,540
1514,1,19,660
88980,31,56,760
104483,41,68,720
26785,7,84,870
77854,26,28,780
43669,13,16,340
98667,37,54,790
3094,1,46,800
80609,27,40,750
92831,33,69,820
56926,17,43,900
122308,65,65,690
12648,4,11,550
115350,52,65,660
116486,54,55,630
73368,24,26,750
101947,39,71,740
58472,18,23,850
91741,33,39,870
66379,21,27,610
113428,50,54,850
90768,32,57,600
41129,12,23,780
20308,6,14,850
42929,12,60,650
83840,28,79,810
123146,67,75,770
124278,72,73,820
111956,48,63,890
67252,21,43,460
26231,7,57,730
113689,50,62,860
67013,21,38,570
109717,46,54,740
117928,56,59,750
100038,38,53,560
118035,56,63,640
7417,2,54,740
84384,29,37,370
87379,30,63,880
111672,48,55,570
29902,8,63,750
108590,45,52,570
47256,14,24,540
10318,3,33,460
56287,17,32,340
60259,18,59,900
75626,25,27,580
4503,2,6,640
25946,7,49,880
84677,29,42,750
74489,24,47,620
105523,42,61,690
36308,10,53,820
95463,35,50,540
108877,45,60,680
19468,5,76,790
116077,53,64,780
19613,6,6,340
37842,11,21,880
116303,53,74,890
9032,3,14,330
24433,7,22,600
51639,15,51,800
2205,1,30,310
28325,8,28,730
44650,13,30,700
124753,74,86,900
22095,6,43,740
50848,15,35,490
12552,4,10,390
101303,39,50,600
11184,3,50,790
5341,2,17,330
53842,16,37,840
43891,13,19,370
32264,9,37,870
8791,3,11,260
81115,27,51,860
83645,28,68,730
107506,44,52,540
81883,27,85,890
24296,7,20,620
84895,29,47,630
85967,30,31,680
58196,18,19,870
40783,12,18,820
3350,1,52,870
119061,58,58,840
54896,16,63,850
37920,11,23,290
89416,31,72,880
2161,1,29,480
106349,43,51,640
278,1,4,150
51011,15,38,500
102177,40,40,630
96013,35,66,840
85957,30,31,580
23697,7,12,590
67249,21,43,430
106176,43,47,570
60612,18,74,830
38258,11,28,420
48929,14,57,770
59213,18,35,880
113275,50,50,860
14077,4,32,350
101434,39,53,740
44240,13,24,410
14307,4,36,390
6373,2,32,750
92405,33,55,550
97595,36,68,790
40525,12,15,460
43109,12,66,800
79608,26,70,890
69125,22,32,870
8441,3,6,860
74829,24,55,860
113338,50,52,700
65998,21,21,790
106095,43,45,650
124210,71,82,870
156,1,2,680
19380,5,71,760
17679,5,29,760
59225,18,36,450
114532,51,63,810
5388,2,17,800
56941,17,44,580
67345,21,45,460
14550,4,40,720
83770,28,74,810
44768,13,32,690
88649,31,48,530
122871,66,76,870
70234,22,56,800
70898,23,23,810
105939,42,82,860
89305,31,67,820
28366,8,29,520
53695,16,35,460
25721,7,44,830
112832,49,62,900
69060,22,31,810
90698,32,55,590
25377,7,37,890
66973,21,37,700
1616,1,21,270
76967,25,53,860
110300,46,77,820
80777,27,44,490
118039,56,63,680
9507,3,20,670
9126,3,15,510
97106,36,52,780
2549,1,35,850
23217,6,84,890
5006,2,12,780
55896,17,25,770
69120,22,32,820
49937,15,20,830
31316,9,22,540
119790,59,65,820
93682,34,45,840
112888,49,65,650
111803,48,58,860
9878,3,26,330
77269,25,63,630
99242,37,77,790
106991,43,73,790
15051,4,51,780
25426,7,38,850
16508,5,13,170
66413,21,28,320
114622,51,67,690
40961,12,21,470
6579,2,36,550
38658,11,34,850
62397,19,47,500
107179,44,44,670
41701,12,32,830
62421,19,47,740
77496,25,72,830
124073,71,72,850
114092,50,87,890
22706,6,58,850
65733,20,71,740
39626,11,55,870
28297,8,28,450
32888,9,51,600
121757,63,73,750
79506,26,66,770
8946,3,13,240
65565,20,64,670
22488,6,52,800
74902,24,57,900
2817,1,40,880
29087,8,42,580
116734,54,62,870
45913,13,57,640
79274,26,58,730
50406,15,27,830
34343,10,18,420
91268,32,77,900
104670,41,78,840
103390,40,78,790
64990,20,47,870
11535,3,60,750
25424,7,38,830
99396,38,38,890
56478,17,35,540
261,1,3,850
88449,31,43,780
110614,47,52,560
93031,33,82,870
38387,11,30,480
6973,2,44,450
33282,9,62,800
38952,11,40,580
28746,8,35,810
114211,51,53,850
79000,26,51,510
125303,80,80,890
116398,53,82,840
13701,4,26,280
45262,13,41,770
74299,24,43,540
6162,2,29,440
69630,22,42,570
26703,7,76,890
100126,38,55,710
104803,42,42,900
27427,8,15,720
17716,5,30,520
53032,16,24,540
22240,6,46,810
67279,21,43,730
34503,10,20,590
71895,23,40,750
119883,59,69,810
15595,4,69,730
87226,30,58,850
115847,53,57,580
44570,13,29,510
111132,47,68,860
7816,2,67,830
125351,80,87,880
52288,15,74,850
56428,17,34,600
62275,19,44,630
30083,8,70,880
75811,25,30,570
71289,23,29,850
99577,38,42,680
91076,32,67,830
438,1,5,890
31019,9,18,390
93827,34,49,550
12519,4,9,870
114074,50,84,860
76782,25,49,590
32601,9,44,740
83932,29,29,450
115918,53,59,640
88029,31,35,700
66717,21,33,360
95457,35,49,890
31733,9,28,780
64717,20,42,440
8171,3,3,740
72702,23,60,720
12008,3,87,890
63185,19,71,820
61131,19,24,490
52456,16,16,420
55065,16,70,860
36791,10,70,720
89063,31,59,600
108204,44,78,890
94465,34,68,850
1190,1,15,360
69902,22,48,560
118231,56,71,720
91346,32,86,870
36507,10,59,740
123807,69,89,900
74202,24,41,540
38828,11,37,900
76006,25,33,750
34045,10,14,420
11077,3,48,550
125482,83,86,870
53830,16,37,720
81856,27,82,830
63879,20,27,460
116169,53,68,720
116725,54,62,780
54443,16,50,740
34337,10,18,360
35404,10,34,710
36577,10,61,830
48712,14,51,790
113009,49,70,710
42025,12,38,740
57664,17,63,780
102358,40,44,500
67764,21,55,600
42856,12,57,880
92356,33,53,790
86507,30,41,630
24002,7,16,580
57076,17,47,580
13087,4,17,350
97708,36,74,750
61603,19,31,800
34463,10,19,900
111931,48,63,640
69016,22,31,370
57971,17,78,850
64195,20,32,570
441,1,6,70
53711,16,35,620
105716,42,68,800
110238,46,73,820
98986,37,64,830
68736,22,26,670
104285,41,60,860
67269,21,43,630
23126,6,76,820
97691,36,73,750
100391,38,63,840
38803,11,37,650
113191,49,81,880
105396,42,57,680
1619,1,21,300
116588,54,58,630
108980,45,63,840
63909,20,27,760
20519,6,17,710
98466,37,49,730
89726,32,34,530
114419,51,59,860
37384,11,15,650
7891,2,71,720
63049,19,65,810
70141,22,54,580
26875,8,8,730
9007,3,13,850
2049,1,27,610
8052,2,81,880
16959,5,19,210
62915,19,60,870
69180,22,33,840
105683,42,67,700
118729,57,66,850
94677,34,81,890
1678,1,21,890
99198,37,74,800
98272,37,45,530
37749,11,20,650
51714,15,53,780
29288,8,46,730
45679,13,50,890
104322,41,62,640
97581,36,67,880
52857,16,21,830
100930,39,42,430
109060,45,66,860
72552,23,55,870
53934,16,39,710
10531,3,37,370
93193,34,36,450
6827,2,41,430
27675,8,19,260
121400,62,76,760
18089,5,36,800
123577,69,69,900
23025,6,70,860
24173,7,18,820
115971,53,60,860
49119,14,63,840
61542,19,30,790
21978,6,41,540
649,1,8,480
16255,5,9,820
18273,5,40,540
19258,5,65,890
14454,4,38,790
24732,7,27,290
104228,41,59,600
49133,14,64,710
121315,62,71,760
115484,52,70,850
67673,21,52,800
76016,25,33,850
108366,45,46,820
98815,37,58,890
64285,20,33,890
56618,17,37,850
75988,25,33,570
74682,24,51,890
3222,1,49,790
82029,28,30,340
25106,7,33,400
10267,3,32,530
56495,17,35,710
77345,25,65,860
1424,1,18,480
113094,49,74,820
40350,12,13,240
116059,53,63,870
79638,26,72,800
81443,27,61,690
32371,9,39,890
115826,53,56,710
52670,16,19,370
93805,34,48,750
10179,3,30,840
120002,59,75,890
99262,37,78,860
16223,5,9,500
59059,18,33,470
84372,29,36,790
99591,38,42,820
89119,31,60,850
41663,12,32,450
29803,8,60,630
91652,33,38,500
63473,20,21,390
63143,19,69,810
120197,60,62,740
68986,22,30,670
74937,24,59,600
44045,13,21,500
50664,15,32,360
74063,24,38,680
84574,29,40,710
119197,58,63,700
112420,49,51,520
2200,1,29,870
15556,4,67,790
20785,6,21,510
56859,17,42,710
77863,26,28,870
124480,73,75,800
106844,43,66,790
43232,12,72,740
76343,25,39,850
68511,22,23,400
13480,4,22,730
34022,10,14,190
26334,7,60,800
107152,43,88,900
11988,3,84,840
68935,22,29,770
36805,10,70,860
110826,47,57,880
94538,34,72,760
52583,16,18,220
92466,33,56,810
75830,25,30,760
102885,40,57,570
71033,23,25,830
33832,10,11,630
23133,6,76,890
18204,5,38,880
55371,17,18,350
16353,5,11,190
121608,63,66,730
31028,9,18,480
98252,37,44,790
100297,38,60,770
63887,20,27,540
25244,7,35,650
116899,54,69,770
110941,47,61,770
65606,20,65,820
73024,23,73,820
37387,11,15,680
30251,8,82,820
16370,5,11,360
3407,1,54,690
88681,31,48,850
32030,9,33,750
30639,9,13,340
4657,2,8,510
97740,36,76,760
72083,23,44,690
17296,5,23,800
17386,5,25,370
77478,25,71,840
112200,48,75,750
43662,13,16,270
72480,23,53,880
7124,2,47,610
75510,25,25,710
92002,33,45,570
103391,40,78,800
40725,12,18,240
60895,19,20,870
71880,23,40,600
79947,27,29,290
43089,12,65,850
12261,4,6,780
75792,25,30,380
10811,3,42,620
118679,57,64,860
124911,76,76,870
109481,46,48,750
117199,55,56,750
37597,11,18,560
114424,51,60,600
94450,34,68,700
46519,14,14,320
57365,17,54,670
35745,10,41,410
94711,34,86,880
114374,51,58,730
13521,4,23,460
46087,13,62,830
46777,14,17,650
91641,33,38,390
69654,22,42,810
32263,9,37,860
33876,10,12,280
18704,5,49,710
6558,2,35,890
55569,17,20,900
60161,18,57,570
79891,27,28,350
111241,47,74,780
56152,17,29,790
77636,25,82,880
118796,57,69,830
73126,23,80,860
115047,52,55,680
8836,3,11,710
4640,2,8,340
57514,17,58,780
93821,34,49,490
19060,5,59,620
98698,37,55,740
103090,40,63,790
105491,42,60,670
15255,4,57,630
93010,33,80,850
29008,8,40,780
52946,16,23,350
98876,37,60,870
38120,11,26,310
29406,8,49,620
15590,4,68,900
34164,10,15,850
103487,41,41,480
60335,18,62,760
18426,5,43,600
19533,5,81,840
113397,50,54,540
23248,7,7,150
107903,44,63,880
115531,52,73,750
117421,55,63,800
113487,50,56,730
110045,46,64,870
109518,46,49,700
92206,33,49,870
39881,11,63,900
75689,25,28,580
41078,12,23,270
11717,3,67,680
64356,20,35,470
116536,54,56,780
69204,22,34,510
95358,35,47,750
31345,9,22,830
63526,20,22,230
22923,6,66,740
124063,71,72,750
118171,56,68,750
469,1,6,350
30795,9,15,370
40010,11,69,720
21583,6,33,870
83240,28,54,810
8554,3,8,320
20305,6,14,820
59424,18,39,850
39818,11,61,840
53033,16,24,550
113851,50,69,730
118246,56,71,870
15511,4,65,830
6246,2,30,670
104194,41,58,580
8409,3,6,540
78732,26,44,840
15456,4,63,810
92609,33,61,640
82336,28,35,510
46581,14,15,180
28474,8,31,390
77907,26,29,690
4288,2,4,200
74124,24,39,770
107271,44,46,680
94380,34,65,720
97712,36,74,790
92398,33,54,840
120581,60,82,880
55149,16,75,800
114453,51,60,890
111357,47,83,860
103036,40,61,820
74213,24,41,650
91603,33,37,540
99010,37,65,810
31777,9,29,600
107274,44,46,710
49112,14,63,770
22241,6,46,820
78846,26,47,630
4010,1,78,840
77031,25,55,770
85091,29,52,540
45896,13,56,810
109742,46,55,630
26296,7,59,730
30443,9,10,750
26376,7,62,630
88900,31,54,670
64020,20,29,620
87516,30,69,780
15770,4,79,830
101409,39,52,870
45769,13,53,620
30929,9,17,220
109608,46,51,790
28550,8,32,560
103994,41,52,710
73668,24,31,650
104760,42,42,470
85320,29,58,700
83519,28,63,720
32735,9,47,730
34757,10,24,390
102932,40,58,710
99256,37,78,800
82053,28,30,580
4424,2,5,700
43298,12,75,890
8058,2,82,850
10100,3,29,660
98601,37,52,880
37529,11,17,610
40982,12,21,680
104201,41,58,650
112610,49,56,570
26173,7,55,840
32360,9,39,780
74831,24,55,880
33886,10,12,380
113493,50,56,790
105760,42,70,810
18014,5,35,600
17454,5,26,400
63191,19,71,880
92667,33,63,650
40998,12,21,840
18173,5,38,570
47789,14,32,870
72627,23,58,600
4290,2,4,220
87312,30,61,780
105379,42,56,850
93954,34,52,620
83155,28,52,710
122245,64,80,870
88854,31,53,580
15850,5,5,110
14487,4,39,600
46925,14,19,680
93643,34,45,450
53073,16,25,290
91768,33,40,630
3959,1,75,750
26090,7,53,740
40728,12,18,270
104593,41,73,820
40139,11,75,900
74933,24,58,880
12330,4,7,630
36291,10,53,650
38341,11,29,630
68933,22,29,750
70209,22,55,900
9973,3,27,640
75890,25,31,760
23031,6,71,720
75147,24,66,740
20930,6,23,590
90637,32,53,710
101316,39,50,730
121650,63,68,680
82080,28,30,850
39184,11,45,500
67422,21,46,780
