,final_vcpu,final_ram,final_volume
170,10,91,680
171,60,98,600
172,20,68,390
173,53,95,410
174,41,64,680
175,43,109,610
176,60,93,370
177,34,69,760
178,2,8,150
179,54,116,830
180,34,75,830
181,58,93,380
182,43,104,450
183,40,106,710
184,59,106,890
185,2,88,890
186,37,111,590
187,56,120,720
188,35,102,750
189,34,104,820
190,9,9,230
191,54,116,870
192,37,108,830
193,31,118,740
194,51,115,820
195,16,65,820
196,16,22,270
197,45,116,600
198,47,114,700
199,59,70,740
200,44,112,750
201,6,16,330
202,7,38,760
203,19,41,390
204,46,119,770
205,20,40,560
206,2,12,540
207,49,78,710
208,32,112,620
209,20,69,830
210,69,72,890
211,20,31,800
212,60,96,450
213,32,105,670
214,2,6,670
215,43,111,730
216,4,34,860
217,51,120,660
218,6,44,420
219,43,64,880
220,60,108,900
221,42,64,800
222,3,5,140
223,28,35,810
224,1,63,640
225,53,85,660
226,45,96,480
227,7,12,260
228,12,38,410
229,58,76,760
230,36,101,730
231,26,83,470
232,49,62,860
233,42,73,790
234,44,119,670
235,39,103,740
236,19,109,890
237,50,115,710
238,20,19,200
239,43,74,830
240,19,119,650
241,61,63,870
242,41,101,810
243,43,105,720
244,17,88,880
245,51,114,880
246,18,86,880
247,44,107,630
248,34,61,620
249,61,71,890
250,34,67,870
251,59,93,640
252,7,13,310
253,56,104,720
254,15,62,830
255,61,72,860
256,55,95,450
257,19,105,760
258,41,61,780
259,38,79,850
260,53,89,350
261,56,107,610
262,9,39,590
263,53,111,700
264,8,12,280
265,47,111,890
266,7,12,780
267,36,98,590
268,56,66,730
269,47,75,870
270,46,116,640
271,54,119,680
272,59,90,880
273,51,110,620
274,4,4,800
275,48,85,390
276,56,86,580
277,9,56,700
278,10,74,640
279,3,33,760
280,43,110,810
281,11,63,780
282,60,118,600
283,31,106,860
284,54,113,780
285,43,66,880
286,35,115,560
287,9,47,650
288,48,86,890
289,6,6,400
290,39,117,790
291,7,7,830
292,45,111,540
293,39,71,760
294,5,16,370
295,4,7,240
296,42,39,680
297,47,95,850
298,42,74,740
299,4,19,200
300,48,95,710
301,4,62,730
302,31,105,450
303,46,112,650
304,45,113,850
305,46,99,550
306,45,106,640
307,2,107,730
308,9,106,530
309,6,40,410
310,44,108,730
311,48,115,810
312,40,107,770
313,49,66,550
314,3,70,820
315,48,102,420
316,42,72,780
317,59,120,630
318,9,100,500
319,50,70,590
320,41,104,700
321,3,7,190
322,40,61,760
323,20,59,350
324,45,67,800
325,51,78,820
326,31,103,460
327,20,102,620
328,41,116,590
329,35,69,890
330,44,68,840
331,4,95,820
332,48,111,530
333,37,118,590
334,51,75,850
335,13,80,900
336,50,89,800
337,8,100,630
338,18,91,860
339,51,100,870
340,6,9,810
341,53,117,680
342,55,111,790
343,42,56,480
344,32,109,900
345,7,9,730
346,59,96,620
347,60,117,890
348,53,93,510
349,40,78,800
350,49,74,840
351,39,96,680
352,6,17,350
353,33,109,860
354,51,108,750
355,41,113,810
356,55,88,600
357,79,80,890
358,45,109,500
359,56,105,890
360,44,120,620
361,56,67,900
362,56,76,830
363,47,65,660
364,2,58,570
365,49,95,700
366,48,109,730
367,46,117,890
368,2,13,410
369,49,63,800
370,33,62,660
371,3,70,760
372,54,69,830
373,54,86,810
374,2,84,610
375,19,110,600
376,44,104,480
377,57,99,670
378,54,71,320
379,50,112,820
380,53,84,760
381,53,119,900
382,45,106,540
383,64,72,860
384,15,65,840
385,59,104,520
386,1,89,900
387,50,120,740
388,39,105,610
389,7,118,660
390,53,91,660
391,42,111,700
392,8,38,690
393,16,85,890
394,57,61,900
395,57,97,710
396,38,64,830
397,10,83,800
398,32,37,700
399,54,62,840
400,60,113,770
401,47,109,550
402,49,69,800
403,20,118,760
404,10,94,740
405,13,88,840
406,36,109,500
407,81,82,890
408,2,62,880
409,42,117,720
410,27,46,510
411,49,66,700
412,43,105,800
413,4,71,390
414,6,6,660
415,60,75,900
416,42,114,560
417,44,104,790
418,59,66,830
419,10,79,550
420,34,69,640
421,18,18,290
422,60,90,470
423,16,40,320
424,34,117,570
425,51,97,780
426,32,37,680
427,55,67,770
428,4,91,900
429,53,96,780
430,42,118,650
431,53,107,870
432,14,66,850
433,45,39,410
434,32,108,550
435,50,90,900
436,50,66,740
437,53,75,780
438,1,8,870
439,52,106,570
440,13,51,560
441,44,108,740
442,46,76,850
443,7,42,370
444,53,90,630
445,56,74,900
446,47,113,650
447,50,61,630
448,42,113,830
449,5,25,240
450,53,62,820
451,66,69,700
452,33,120,620
453,2,2,670
454,59,107,640
455,17,61,670
456,35,36,680
457,18,65,740
458,2,62,560
459,11,64,700
460,36,101,430
461,59,110,660
462,41,106,660
463,48,90,590
464,56,71,710
465,54,120,740
466,53,83,670
467,12,91,520
468,2,11,430
469,16,71,810
470,49,92,760
471,4,83,560
472,8,102,740
473,8,9,700
474,43,54,420
475,10,93,690
476,32,73,740
477,45,107,800
478,48,103,550
479,6,111,620
480,36,86,580
481,4,52,700
482,9,62,880
483,55,95,890
484,27,30,680
485,18,35,400
486,47,119,750
487,49,111,530
488,33,82,570
489,49,88,780
490,58,67,720
491,52,75,870
492,34,63,630
493,10,78,580
494,32,40,330
495,11,69,680
496,2,60,560
497,67,73,840
498,58,62,890
499,57,69,700
500,20,41,350
501,60,67,710
502,42,112,880
503,56,117,870
504,22,47,460
505,17,19,330
506,42,104,890
507,6,90,820
508,34,101,630
509,57,117,640
510,2,4,710
511,56,68,820
512,31,96,740
513,51,87,550
514,57,118,870
515,25,38,380
516,54,69,840
517,63,83,830
518,19,109,840
519,56,86,600
520,42,62,780
521,17,71,740
522,12,87,580
523,47,107,590
524,15,47,410
525,54,72,830
526,7,77,900
527,47,102,450
528,52,93,650
529,12,76,470
530,53,104,810
531,39,91,800
532,27,76,450
533,17,63,850
534,57,98,480
535,46,65,680
536,8,56,560
537,40,74,790
538,40,96,570
539,63,71,800
540,57,95,770
541,36,102,530
542,58,85,870
543,59,63,760
544,42,69,900
545,19,88,880
546,42,102,690
547,37,64,710
548,53,111,580
549,53,114,700
550,50,78,800
551,44,100,580
552,49,65,740
553,50,78,840
554,51,85,780
555,58,91,450
556,41,118,580
557,38,105,550
558,34,113,530
559,36,71,900
560,20,106,840
561,4,76,900
562,31,105,780
563,24,28,450
564,13,72,630
565,53,74,860
566,33,95,780
567,33,37,590
568,18,78,890
569,34,110,850
570,66,82,820
571,41,103,640
572,66,76,780
573,51,110,510
574,19,59,800
575,40,115,900
576,31,35,870
577,47,120,610
578,10,94,780
579,20,83,410
580,20,95,870
581,32,100,900
582,55,110,740
583,28,45,370
584,55,100,560
585,4,106,530
586,19,19,420
587,62,69,890
588,47,93,470
589,6,68,470
590,39,71,800
591,61,82,840
592,4,72,340
593,53,119,620
594,57,89,840
595,44,82,850
596,15,39,760
597,56,100,580
598,4,115,880
599,59,71,820
600,35,99,600
601,6,39,340
602,36,103,460
603,18,58,660
604,6,14,180
605,49,77,770
606,18,116,880
607,8,16,600
608,58,105,700
609,17,46,510
610,20,40,470
611,55,88,810
612,48,94,690
613,8,56,590
614,2,94,730
615,68,87,870
616,36,80,800
617,56,120,830
618,8,81,420
619,36,102,880
620,4,5,880
621,57,101,660
622,33,39,730
623,33,110,620
624,42,102,880
625,3,8,860
626,4,99,700
627,75,81,830
628,49,96,870
629,49,119,600
630,2,56,640
631,38,72,790
632,60,102,570
633,51,83,870
634,64,76,840
635,50,95,890
636,58,67,680
637,48,103,840
638,34,103,620
639,7,12,130
640,51,75,890
641,57,107,810
642,38,101,600
643,32,61,810
644,54,82,870
645,7,50,810
646,16,86,570
647,33,117,620
648,6,13,530
649,38,74,840
650,11,118,650
651,55,113,640
652,4,89,630
653,60,71,850
654,53,79,810
655,23,29,270
656,57,73,780
657,42,103,880
658,7,7,600
659,43,102,440
660,34,102,680
661,5,52,840
662,20,112,610
663,32,96,750
664,48,87,830
665,5,13,540
666,33,71,760
667,53,112,810
668,16,62,820
669,10,103,800
670,19,39,860
671,12,43,330
672,38,112,530
673,67,76,760
674,12,101,780
675,55,117,610
676,52,119,800
677,34,61,730
678,60,76,810
679,51,115,750
680,19,94,850
681,54,94,370
682,20,100,850
683,4,48,340
684,45,113,570
685,14,62,900
686,26,43,350
687,59,61,840
688,2,8,430
689,49,67,770
690,41,102,710
691,15,86,750
692,48,105,850
693,42,99,550
694,43,99,770
695,50,105,510
696,4,70,830
697,34,83,880
698,51,119,770
699,53,88,720
700,57,96,760
701,3,61,610
702,40,62,630
703,5,12,700
704,6,102,500
705,52,66,890
706,77,85,870
707,50,102,740
708,8,80,580
709,32,83,850
710,19,103,660
711,2,93,860
712,4,84,780
713,55,87,560
714,38,118,900
715,32,43,310
716,34,111,690
717,54,95,500
718,20,28,420
719,5,12,160
720,33,99,840
721,2,13,210
722,9,39,580
723,12,102,630
724,6,7,350
725,51,71,900
726,51,109,890
727,44,66,750
728,31,110,510
729,51,112,680
730,46,40,450
731,14,101,810
732,51,89,770
733,43,103,480
734,20,75,620
735,50,97,510
736,1,2,320
737,3,61,830
738,55,76,770
739,47,90,800
740,54,86,500
741,36,100,450
742,20,55,320
743,20,101,540
744,44,103,750
745,52,82,650
746,13,75,710
747,48,64,690
748,51,86,370
749,46,108,760
750,8,82,770
751,57,74,840
752,4,17,360
753,9,58,700
754,38,109,760
755,44,110,550
756,19,88,480
757,33,40,350
758,7,13,610
759,54,106,810
760,52,62,750
761,34,95,680
762,8,81,470
763,6,99,840
764,52,112,820
765,56,111,860
766,20,57,530
767,57,91,340
768,44,101,420
769,50,111,730
770,61,77,890
771,47,108,660
772,49,63,550
773,10,83,670
774,2,3,810
775,35,120,850
776,12,92,590
777,46,90,830
778,38,63,890
779,20,96,840
780,16,72,740
781,14,64,760
782,37,101,530
783,27,36,580
784,52,91,440
785,18,24,820
786,50,102,540
787,54,108,890
788,58,98,390
789,20,109,570
790,50,90,390
791,14,65,890
792,56,69,800
793,54,93,540
794,54,116,680
795,7,68,760
796,14,98,540
797,37,98,450
798,38,76,820
799,35,86,520
800,45,76,900
801,32,94,440
802,34,69,710
803,42,103,440
804,40,120,780
805,54,89,740
806,39,64,730
807,15,81,810
808,41,106,720
809,2,66,830
810,51,78,330
811,35,87,850
812,53,101,830
813,8,74,410
814,49,114,790
815,40,72,870
816,60,101,860
817,58,94,670
818,57,105,520
819,11,48,800
820,13,71,870
821,1,5,160
822,32,110,770
823,57,96,530
824,54,92,450
825,51,68,690
826,42,61,730
827,50,82,610
828,54,108,500
829,2,71,620
830,56,73,820
831,47,72,820
832,51,65,810
833,53,93,440
834,53,83,740
835,39,84,880
836,45,107,610
837,53,113,790
838,5,6,790
839,42,120,600
840,47,103,750
841,74,82,890
842,32,115,900
843,54,61,830
844,15,79,620
845,56,87,350
846,36,68,610
847,50,113,760
848,6,105,680
849,50,95,870
850,52,64,670
851,68,72,730
852,2,69,770
853,32,85,380
854,19,29,420
855,32,106,590
856,22,56,350
857,38,65,850
858,33,108,520
859,16,79,830
860,20,96,740
861,12,108,890
862,16,37,650
863,34,104,450
864,39,112,780
865,58,114,830
866,31,108,870
867,45,111,620
868,36,76,860
869,51,70,790
870,57,62,800
871,8,100,600
872,46,69,710
873,8,12,180
874,58,100,710
875,55,85,590
876,33,106,570
877,1,67,830
878,60,110,670
879,37,116,710
880,26,25,250
881,4,7,190
882,42,95,840
883,35,72,730
884,40,117,710
885,56,89,540
886,54,97,490
887,40,39,700
888,50,104,690
889,17,119,900
890,43,76,890
891,59,98,850
892,12,80,430
893,38,95,620
894,46,108,800
895,6,79,680
896,45,96,880
897,9,46,490
898,37,102,680
899,44,63,860
900,19,52,540
901,47,63,820
902,48,71,840
903,41,116,790
904,48,62,620
905,49,111,720
906,54,120,840
907,20,30,740
908,18,52,620
909,41,90,800
910,57,116,670
911,51,96,790
912,38,111,740
913,34,59,600
914,34,66,670
915,40,63,670
916,36,115,730
917,14,85,420
918,5,8,370
919,56,111,660
920,41,69,690
921,55,93,770
922,60,63,660
923,3,61,720
924,45,117,740
925,56,71,820
926,4,99,790
927,52,113,900
928,7,40,330
929,56,117,840
930,55,63,780
931,17,73,530
932,16,64,670
933,43,111,800
934,52,75,860
935,33,98,800
936,58,114,620
937,31,113,570
938,51,61,670
939,33,108,570
940,22,49,380
941,12,79,620
942,60,103,440
943,20,119,680
944,37,116,770
945,39,101,420
946,53,69,820
947,49,57,450
948,53,94,780
949,8,100,620
950,10,87,710
951,35,77,780
952,15,80,710
953,9,108,550
954,38,98,690
955,60,109,760
956,6,98,550
957,47,120,790
958,58,91,670
959,57,109,520
960,15,48,390
961,5,56,400
962,49,110,710
963,14,109,700
964,43,117,720
965,27,51,500
966,57,105,610
967,54,87,850
968,44,108,730
969,14,72,800
970,49,94,490
971,72,73,860
972,36,109,580
973,44,101,480
974,59,95,790
975,8,114,860
976,46,73,800
977,8,10,440
978,4,11,700
979,51,82,450
980,60,120,820
981,73,79,860
982,47,110,880
983,53,64,650
984,52,61,850
985,51,112,730
986,34,103,460
987,35,65,860
988,64,73,800
989,33,66,710
990,17,19,200
991,60,119,800
992,55,96,670
993,47,113,810
994,43,104,670
995,36,74,840
996,50,109,640
997,37,80,840
998,14,14,300
999,85,88,880
1000,6,14,260
1001,57,75,810
1002,52,77,820
1003,57,99,520
1004,49,111,710
1005,40,110,510
1006,15,54,560
1007,51,61,830
1008,5,58,830
1009,38,99,730
1010,19,40,480
1011,17,75,770
1012,14,13,140
1013,12,45,420
1014,2,33,610
1015,51,48,470
1016,48,72,740
1017,34,96,450
1018,47,84,850
1019,41,117,650
1020,59,70,860
1021,34,103,850
1022,1,8,850
1023,38,73,870
1024,19,101,790
1025,13,68,620
1026,19,113,680
1027,49,107,630
1028,2,108,800
1029,40,113,760
1030,17,68,690
1031,5,118,760
1032,48,61,850
1033,44,105,560
1034,39,73,600
1035,20,35,790
1036,51,99,750
1037,2,64,760
1038,10,89,870
1039,32,66,670
1040,20,37,640
1041,36,119,880
1042,36,113,860
1043,49,84,570
1044,60,90,440
1045,18,69,650
1046,24,71,440
1047,20,42,340
1048,17,18,380
1049,46,63,690
1050,19,35,900
1051,49,109,580
1052,16,80,900
1053,31,120,750
1054,57,65,840
1055,5,120,600
1056,20,40,740
1057,38,109,700
1058,8,38,750
1059,14,60,870
1060,12,91,610
1061,10,93,560
1062,58,110,740
1063,51,83,360
1064,46,113,710
1065,18,18,270
1066,54,101,620
1067,48,88,530
1068,58,89,820
1069,59,99,570
1070,29,36,840
1071,33,69,720
1072,51,74,430
1073,57,100,770
1074,59,102,460
1075,37,37,770
1076,1,69,900
1077,19,94,490
1078,33,116,710
1079,36,97,470
1080,66,79,800
1081,65,73,770
1082,10,95,830
1083,65,76,830
1084,52,63,680
1085,46,111,900
1086,2,94,610
1087,39,55,420
1088,15,72,630
1089,56,75,900
1090,35,100,570
1091,60,91,650
1092,51,90,540
1093,33,99,690
1094,4,50,370
1095,58,72,780
1096,60,65,780
1097,43,98,760
1098,35,66,790
1099,33,66,790
1100,2,4,90
1101,36,107,530
1102,40,108,870
1103,57,102,480
1104,14,95,650
1105,28,38,700
1106,23,24,450
1107,36,103,450
1108,33,98,820
1109,20,93,780
1110,47,112,820
1111,10,38,430
1112,44,63,690
1113,32,96,440
1114,61,70,810
1115,66,72,850
1116,46,71,880
1117,47,65,890
1118,32,91,740
1119,9,40,440
1120,35,69,710
1121,50,71,800
1122,6,63,560
1123,19,63,660
1124,65,73,850
1125,36,101,900
1126,6,10,410
1127,53,115,630
1128,58,113,720
1129,48,116,700
1130,36,81,890
1131,36,99,680
1132,40,113,720
1133,51,97,850
1134,60,70,880
1135,34,92,660
1136,43,104,560
1137,47,85,460
1138,2,107,830
1139,41,114,830
1140,56,89,380
1141,65,81,880
1142,55,65,890
1143,25,33,850
1144,48,89,890
1145,56,77,790
1146,38,90,410
1147,6,7,120
1148,42,118,590
1149,2,68,770
1150,3,5,370
1151,20,81,550
1152,48,81,810
1153,36,79,820
1154,42,72,770
1155,58,118,850
1156,34,109,800
1157,19,107,550
1158,42,120,790
1159,53,114,770
1160,57,88,860
1161,6,101,650
1162,1,82,900
1163,4,105,570
1164,60,91,560
1165,31,114,750
1166,44,65,770
1167,9,11,310
1168,53,83,790
1169,37,63,630
1170,39,74,610
1171,53,91,480
1172,53,64,700
1173,52,104,460
1174,56,63,720
1175,46,79,900
1176,37,107,540
1177,57,73,760
1178,32,112,820
1179,41,94,570
1180,46,92,820
1181,55,94,680
1182,5,11,520
1183,56,118,830
1184,7,21,230
1185,15,66,690
1186,8,78,540
1187,40,64,840
1188,59,102,600
1189,24,77,390
1190,53,104,660
1191,35,40,780
1192,17,69,720
1193,10,95,720
1194,9,108,620
1195,55,108,670
1196,16,38,720
1197,63,74,790
1198,46,65,730
1199,4,7,620
1200,53,118,680
1201,49,94,500
1202,17,17,330
1203,20,33,790
1204,37,67,710
1205,24,31,430
1206,38,117,610
1207,62,81,810
1208,58,70,810
1209,19,90,610
1210,15,77,790
1211,45,70,900
1212,59,61,820
1213,54,75,370
1214,39,65,860
1215,54,92,440
1216,33,98,780
1217,50,114,740
1218,38,66,840
1219,43,109,620
1220,12,104,760
1221,50,77,810
1222,57,61,710
1223,37,118,790
1224,34,73,880
1225,3,4,580
1226,13,69,700
1227,1,6,780
1228,50,111,650
1229,6,88,710
1230,51,90,760
1231,41,106,760
1232,42,70,760
1233,51,92,610
1234,38,106,840
1235,3,67,690
1236,13,50,690
1237,13,46,560
1238,4,94,750
1239,60,109,770
1240,50,119,890
1241,5,14,370
1242,20,66,310
1243,56,68,760
1244,37,113,830
1245,13,83,850
1246,32,83,560
1247,1,64,640
1248,57,62,840
1249,47,100,800
1250,37,120,850
1251,5,12,440
1252,2,75,790
1253,23,24,200
1254,50,90,660
1255,16,21,260
1256,4,77,530
1257,36,67,700
1258,20,111,780
1259,20,105,850
1260,10,70,600
1261,50,98,530
1262,39,104,470
1263,32,61,620
1264,34,87,880
1265,14,61,880
1266,36,70,600
1267,47,119,610
1268,24,26,300
1269,6,11,520
1270,49,65,780
1271,48,116,640
1272,33,64,760
1273,47,64,840
1274,51,96,680
1275,48,69,840
1276,37,102,850
1277,9,56,660
1278,2,103,810
1279,44,93,900
1280,10,45,430
1281,51,84,890
1282,40,108,880
1283,10,83,480
1284,45,102,500
1285,58,119,630
1286,58,95,360
1287,32,105,710
1288,48,65,730
1289,60,107,730
1290,47,64,810
1291,2,6,310
1292,20,40,480
1293,43,117,820
1294,2,2,890
1295,43,75,800
1296,19,63,650
1297,39,84,870
1298,52,91,550
1299,24,41,320
1300,10,97,640
1301,17,36,380
1302,6,87,630
1303,45,99,590
1304,2,80,500
1305,55,119,690
1306,6,11,720
1307,1,81,830
1308,2,8,210
1309,54,114,840
1310,48,109,670
1311,56,108,840
1312,9,12,390
1313,69,69,750
1314,37,88,630
1315,43,109,770
1316,52,66,760
1317,40,81,380
1318,49,80,820
1319,41,114,860
1320,49,116,850
1321,38,111,830
1322,45,94,610
1323,58,119,790
1324,56,94,830
1325,16,86,510
1326,37,68,860
1327,53,117,670
1328,37,73,740
1329,23,49,390
1330,56,103,630
1331,37,74,820
1332,2,57,370
1333,56,68,720
1334,40,116,620
1335,19,94,720
1336,18,73,790
1337,3,6,530
1338,45,75,510
1339,44,96,790
1340,7,25,240
1341,8,20,270
1342,64,71,900
1343,19,77,510
1344,39,109,760
1345,4,70,890
1346,20,69,800
1347,35,120,760
1348,52,114,780
1349,57,73,890
1350,48,111,660
1351,50,64,900
1352,36,107,710
1353,53,94,460
1354,36,105,640
1355,33,117,860
1356,58,68,900
1357,24,39,320
1358,32,78,660
1359,52,61,740
1360,16,66,810
1361,1,80,850
1362,38,64,690
1363,42,94,840
1364,6,89,780
1365,2,12,820
1366,49,71,800
1367,9,110,580
1368,57,94,430
1369,41,109,700
1370,42,99,800
1371,45,94,780
1372,56,104,510
1373,2,63,770
1374,43,103,570
1375,41,113,750
1376,15,63,750
1377,60,90,540
1378,49,98,640
1379,63,69,900
1380,34,96,670
1381,45,118,750
1382,46,100,890
1383,54,90,610
1384,51,85,460
1385,37,95,520
1386,8,70,460
1387,6,71,590
1388,34,100,660
1389,54,99,590
1390,14,99,720
1391,50,98,390
1392,15,81,650
1393,46,51,380
1394,54,96,420
1395,4,112,550
1396,35,99,550
1397,51,100,650
1398,57,68,900
1399,4,89,870
1400,44,120,770
1401,57,106,540
1402,50,113,740
1403,54,97,470
1404,37,38,830
1405,38,118,670
1406,60,118,810
1407,20,37,310
1408,32,67,780
1409,49,115,690
1410,63,67,690
1411,16,75,750
1412,46,109,520
1413,52,68,890
1414,54,61,720
1415,20,63,870
1416,8,33,320
1417,35,113,590
1418,57,85,870
1419,45,74,760
1420,50,69,780
1421,49,98,820
1422,16,39,730
1423,40,98,590
1424,37,89,890
1425,49,66,850
1426,35,98,470
1427,46,120,650
1428,7,8,420
1429,7,14,410
1430,43,108,700
1431,60,75,790
1432,44,93,560
1433,44,69,690
1434,51,85,350
1435,63,76,810
1436,47,109,880
1437,49,98,710
1438,37,77,830
1439,20,97,800
1440,56,82,900
1441,58,111,860
1442,33,109,630
1443,22,27,320
1444,16,38,740
1445,53,97,540
1446,34,109,790
1447,34,79,860
1448,52,101,500
1449,36,101,580
1450,8,114,850
1451,35,97,570
1452,59,73,840
1453,41,74,900
1454,52,77,840
1455,43,105,730
1456,7,44,440
1457,10,86,470
1458,49,67,760
1459,47,90,860
1460,56,88,320
1461,20,24,280
1462,38,67,710
1463,35,103,890
1464,59,118,720
1465,48,86,870
1466,8,42,410
1467,43,103,500
1468,36,102,820
1469,54,64,640
1470,57,66,700
1471,9,100,590
1472,41,107,650
1473,2,63,370
1474,12,117,880
1475,9,18,200
1476,4,113,640
1477,39,70,820
1478,10,81,640
1479,27,27,650
1480,44,92,900
1481,38,111,680
1482,35,94,630
1483,38,111,900
1484,2,57,510
1485,15,80,690
1486,54,70,800
1487,33,71,860
1488,20,72,880
1489,2,68,560
1490,3,6,790
1491,4,34,690
1492,39,70,700
1493,50,116,840
1494,53,70,360
1495,6,8,170
1496,19,65,500
1497,50,64,490
1498,44,115,590
1499,13,45,520
1500,49,98,890
1501,32,104,750
1502,37,118,680
1503,19,72,510
1504,20,64,450
1505,11,48,570
1506,55,92,860
1507,37,85,870
1508,20,58,550
1509,47,118,810
1510,6,15,780
1511,51,83,470
1512,46,93,890
1513,49,92,740
1514,2,72,760
1515,50,68,730
1516,42,111,870
1517,17,68,710
1518,49,99,630
1519,11,63,760
1520,59,65,800
1521,32,101,410
1522,50,99,860
1523,17,76,620
1524,57,100,440
1525,36,37,830
1526,13,48,500
1527,36,100,440
1528,6,92,580
1529,7,17,170
1530,70,75,750
1531,32,73,750
1532,53,92,480
1533,5,16,290
1534,53,69,770
1535,8,8,120
1536,2,72,830
1537,2,3,90
1538,53,67,810
1539,43,103,850
1540,16,77,790
1541,3,5,480
1542,31,120,660
1543,35,94,620
1544,36,66,830
1545,9,40,540
1546,49,117,860
1547,36,84,850
1548,20,68,420
1549,37,68,740
1550,60,93,720
1551,50,110,660
1552,11,45,480
1553,53,101,590
1554,47,91,570
1555,37,101,420
1556,56,65,750
1557,2,77,840
1558,45,106,770
1559,46,65,650
1560,17,14,190
1561,42,50,350
1562,47,115,710
1563,10,38,660
1564,52,118,840
1565,16,37,620
1566,50,109,500
1567,23,63,420
1568,20,35,470
1569,6,116,650
1570,42,88,630
1571,41,113,540
1572,33,108,610
1573,14,82,430
1574,31,100,650
1575,6,84,540
1576,44,107,570
1577,54,92,800
1578,36,104,580
1579,36,110,810
1580,50,107,760
1581,15,40,730
1582,8,86,650
1583,8,50,620
1584,23,54,410
1585,45,117,610
1586,48,61,720
1587,52,99,720
1588,32,118,710
1589,46,104,850
1590,60,101,720
1591,34,79,860
1592,18,37,650
1593,52,75,870
1594,19,63,720
1595,39,107,620
1596,7,12,550
1597,7,14,550
1598,58,63,660
1599,9,9,310
1600,27,91,490
1601,24,46,350
1602,41,77,880
1603,2,58,810
1604,59,107,500
1605,49,78,880
1606,44,70,820
1607,19,38,880
1608,42,106,560
1609,53,119,590
1610,66,80,860
1611,53,90,320
1612,52,83,490
1613,57,90,720
1614,36,78,820
1615,60,114,870
1616,3,82,820
1617,6,12,850
1618,44,113,600
1619,19,115,840
1620,51,65,880
1621,17,74,840
1622,43,82,820
1623,48,117,880
1624,52,100,700
1625,56,73,780
1626,59,63,650
1627,43,77,900
1628,53,90,750
1629,54,99,570
1630,17,74,570
1631,50,64,780
1632,13,40,890
1633,19,35,660
1634,54,118,860
1635,6,98,890
1636,15,19,240
1637,3,35,490
1638,13,74,790
1639,56,86,810
1640,23,22,280
1641,49,102,720
1642,33,89,350
1643,20,115,770
1644,63,71,900
1645,30,38,760
1646,5,6,740
1647,49,72,790
1648,55,116,890
1649,43,90,900
1650,36,107,670
1651,33,61,830
1652,10,99,640
1653,46,108,640
1654,1,10,710
1655,8,104,530
1656,4,7,740
1657,41,38,890
1658,38,115,630
1659,10,77,590
1660,36,61,800
1661,14,112,780
