,final_vcpu,final_ram,final_volume
136,34,94,590
137,20,100,900
138,46,62,900
139,49,112,600
140,3,114,760
141,83,85,880
142,32,94,440
143,55,73,780
144,45,113,800
145,5,24,560
146,16,104,870
147,37,89,480
148,6,17,280
149,51,117,800
150,27,106,630
151,8,81,770
152,36,71,720
153,7,106,770
154,7,63,310
155,44,105,760
156,47,113,530
157,25,107,570
158,32,66,690
159,31,112,580
160,35,108,700
161,4,14,290
162,3,87,470
163,41,70,790
164,6,106,650
165,40,89,570
166,43,68,820
167,20,90,510
168,15,86,700
169,49,81,850
170,54,65,680
171,44,72,840
172,54,74,880
173,50,83,870
174,47,63,660
175,32,107,520
176,26,86,460
177,17,77,450
178,53,114,890
179,40,66,730
180,46,81,840
181,51,112,520
182,28,86,620
183,54,64,730
184,8,105,880
185,63,76,900
186,40,119,610
187,7,89,850
188,46,69,890
189,33,105,500
190,4,16,470
191,11,23,300
192,24,90,860
193,3,90,730
194,29,92,870
195,53,66,800
196,55,63,790
197,21,89,520
198,47,66,760
199,25,28,320
200,5,113,580
201,3,19,420
202,58,65,720
203,18,62,760
204,67,80,830
205,46,64,640
206,58,118,700
207,51,61,660
208,31,102,520
209,9,78,480
210,24,94,440
211,41,114,620
212,71,75,760
213,8,113,880
214,21,72,780
215,60,81,890
216,42,119,780
217,26,60,280
218,28,87,900
219,69,69,730
220,56,73,810
221,63,88,890
222,3,104,740
223,56,120,640
224,12,28,320
225,13,33,400
226,55,78,840
227,33,93,590
228,30,94,620
229,24,36,600
230,19,69,830
231,33,106,520
232,51,112,840
233,10,93,590
234,8,36,310
235,50,108,830
236,18,71,820
237,28,94,860
238,7,33,390
239,21,86,450
240,53,81,880
241,40,97,660
242,8,97,780
243,4,104,620
244,41,102,830
245,24,80,810
246,4,94,560
247,20,102,610
248,8,103,890
249,40,115,830
250,32,105,610
251,63,69,770
252,7,73,490
253,57,67,800
254,34,90,810
255,69,80,860
256,50,66,870
257,35,98,640
258,5,55,330
259,25,109,620
260,37,104,550
261,48,106,800
262,19,33,800
263,41,72,890
264,42,107,660
265,35,99,870
266,33,89,680
267,16,119,880
268,32,94,490
269,42,107,890
270,45,75,880
271,32,94,690
272,7,28,670
273,33,103,810
274,18,84,610
275,18,81,840
276,37,108,880
277,13,66,440
278,17,91,460
279,11,38,690
280,54,66,890
281,31,118,750
282,19,62,460
283,41,75,800
284,2,68,400
285,37,97,800
286,33,75,800
287,1,59,750
288,28,81,900
289,24,95,890
290,20,82,490
291,43,105,650
292,25,83,510
293,46,116,630
294,6,20,240
295,65,85,890
296,25,92,700
297,36,90,620
298,6,69,870
299,54,109,810
300,16,57,390
301,17,84,790
302,32,94,450
303,37,101,820
304,42,119,730
305,22,73,640
306,7,36,320
307,40,118,800
308,8,97,550
309,50,61,900
310,28,98,720
311,31,102,650
312,54,79,790
313,1,25,440
314,27,86,860
315,1,26,470
316,13,94,840
317,16,82,820
318,44,102,760
319,38,109,710
320,3,26,370
321,36,76,770
322,7,57,540
323,7,73,610
324,8,31,470
325,17,76,770
326,9,107,620
327,39,110,780
328,39,78,530
329,44,70,710
330,12,74,720
331,58,61,820
332,25,98,760
333,34,98,740
334,8,89,510
335,15,82,860
336,31,116,830
337,22,88,570
338,42,103,670
339,17,57,340
340,9,96,550
341,54,65,840
342,58,66,710
343,23,77,690
344,17,81,570
345,23,90,700
346,43,120,800
347,33,61,800
348,6,6,190
349,39,75,770
350,26,38,810
351,14,63,650
352,34,106,820
353,35,117,750
354,25,102,600
355,4,28,880
356,47,81,820
357,54,67,670
358,51,65,720
359,22,87,800
360,30,79,860
361,31,99,670
362,58,78,870
363,38,109,690
364,32,109,720
365,10,23,370
366,24,95,890
367,24,71,430
368,28,101,680
369,47,113,680
370,17,83,600
371,33,93,640
372,60,67,890
373,16,74,820
374,27,103,740
375,49,111,690
376,33,20,260
377,33,80,880
378,33,97,620
379,69,71,770
380,38,102,830
381,1,14,760
382,7,89,780
383,36,94,570
384,9,97,580
385,5,20,620
386,36,112,840
387,81,86,880
388,1,48,350
389,34,61,670
390,42,67,800
391,21,19,330
392,33,74,870
393,17,72,330
394,46,101,880
395,48,79,830
396,26,86,440
397,46,80,800
398,55,70,900
399,35,73,740
400,4,112,900
401,61,69,820
402,38,89,790
403,37,101,870
404,79,83,860
405,43,61,660
406,21,74,490
407,34,96,520
408,8,100,800
409,7,113,610
410,17,33,660
411,8,108,730
412,43,78,820
413,15,29,540
414,5,36,770
415,21,78,610
416,32,104,630
417,28,96,660
418,34,75,900
419,20,22,310
420,51,70,710
421,23,86,710
422,8,107,840
423,5,50,300
424,58,64,790
425,36,110,900
426,6,30,760
427,48,79,840
428,32,63,820
429,32,89,480
430,38,67,840
431,13,56,300
432,41,118,820
433,45,62,760
434,45,100,590
435,53,64,690
436,33,35,890
437,52,71,720
438,24,104,700
439,23,84,580
440,41,88,670
441,18,71,470
442,39,118,880
443,13,29,680
444,35,64,820
445,21,67,620
446,34,97,470
447,38,106,670
448,63,67,850
449,59,76,880
450,19,81,640
451,4,77,480
452,38,99,880
453,77,78,780
454,11,100,600
455,31,96,420
456,3,58,630
457,51,118,800
458,18,65,370
459,49,109,710
460,19,45,210
461,36,61,870
462,5,33,320
463,44,114,650
464,22,73,500
465,11,64,750
466,5,10,170
467,27,85,490
468,36,88,880
469,27,99,640
470,43,108,850
471,12,75,760
472,26,71,370
473,9,26,610
474,6,55,480
475,12,63,640
476,19,32,820
477,52,63,730
478,52,114,610
479,28,97,540
480,48,74,880
481,21,89,460
482,71,72,720
483,33,103,780
484,46,109,660
485,1,31,710
486,1,92,800
487,19,86,790
488,8,97,850
489,17,81,470
490,60,63,810
491,10,59,340
492,23,107,680
493,62,79,870
494,5,96,850
495,33,117,870
496,55,120,680
497,60,88,890
498,76,81,850
499,31,120,840
500,65,75,780
501,9,103,640
502,72,82,830
503,8,99,500
504,24,38,590
505,31,106,670
506,8,73,510
507,33,92,580
508,35,105,640
509,40,104,900
510,33,120,900
511,13,79,900
512,29,84,740
513,1,68,560
514,50,67,750
515,15,76,660
516,34,108,850
517,28,84,480
518,17,110,620
519,36,112,760
520,23,37,510
521,12,94,560
522,6,93,880
523,55,77,830
524,6,107,870
525,38,105,800
526,9,17,260
527,9,40,810
528,15,71,830
529,22,36,650
530,16,75,480
531,41,103,740
532,42,98,720
533,13,69,350
534,6,30,810
535,4,36,650
536,40,77,900
537,61,73,860
538,12,105,610
539,45,80,830
540,41,82,880
541,9,105,620
542,33,98,650
543,11,68,710
544,27,101,540
545,5,93,610
546,32,85,860
547,29,92,840
548,12,66,860
549,33,77,870
550,11,100,460
551,40,100,790
552,5,25,740
553,16,103,830
554,19,83,710
555,52,76,770
556,16,67,890
557,31,64,780
558,41,66,850
559,31,77,680
560,70,78,870
561,60,66,730
562,23,94,760
563,36,88,440
564,43,75,760
565,18,74,840
566,33,109,740
567,50,76,830
568,39,111,710
569,45,73,840
570,48,117,820
571,28,32,800
572,8,70,800
573,7,103,900
574,60,89,900
575,41,114,870
576,27,79,370
577,46,79,850
578,7,86,820
579,43,83,830
580,4,101,780
581,6,61,830
582,8,83,780
583,13,37,850
584,50,71,900
585,36,119,900
586,9,20,230
587,16,65,410
588,52,111,820
589,53,117,700
590,54,117,770
591,42,68,870
592,34,100,810
593,38,100,750
594,20,62,640
595,46,61,830
596,47,82,880
597,12,83,850
598,19,88,800
599,13,82,680
600,55,66,860
601,9,33,620
602,44,72,890
603,47,107,810
604,23,84,460
605,4,110,900
606,51,83,880
607,45,61,790
608,44,96,620
609,38,88,520
610,48,74,860
611,7,108,590
612,20,92,620
613,35,94,710
614,35,115,750
615,8,36,800
616,6,93,450
617,12,78,810
618,78,83,850
619,37,111,610
620,43,108,880
621,29,97,790
622,47,65,860
623,4,9,180
624,29,30,640
625,36,89,490
626,40,115,650
627,6,97,690
628,31,74,390
629,13,113,830
630,3,74,440
631,52,66,740
632,21,73,810
633,35,100,560
634,42,65,810
635,50,62,770
636,35,100,870
637,48,79,880
638,21,96,620
639,46,112,680
640,34,63,650
641,45,61,660
642,31,109,690
643,17,80,530
644,2,8,190
645,3,17,340
646,15,37,470
647,35,104,620
648,43,111,580
649,40,87,900
650,11,35,690
651,35,77,790
652,9,28,730
653,51,64,700
654,34,110,810
655,6,36,540
656,19,64,370
657,44,72,760
658,31,97,690
659,21,65,370
660,20,106,730
661,37,74,770
662,29,20,300
663,2,15,290
664,56,118,690
665,33,111,830
666,14,66,800
667,1,59,340
668,34,109,610
669,22,83,600
670,55,63,700
671,19,84,770
672,29,76,390
673,16,27,420
674,26,93,510
675,44,105,460
676,1,12,230
677,1,57,630
678,25,73,630
679,24,35,760
680,43,86,510
681,14,57,460
682,12,85,890
683,43,87,890
684,9,38,740
685,48,63,890
686,14,28,320
687,48,106,560
688,20,89,540
689,8,96,620
690,42,70,840
691,36,109,640
692,53,77,840
693,52,69,850
694,32,70,430
695,57,72,880
696,47,78,820
697,41,72,720
698,22,99,630
699,6,75,530
700,4,62,890
701,2,17,740
702,21,29,290
703,5,38,880
704,12,57,490
705,52,117,720
706,47,103,800
707,24,90,890
708,7,105,710
709,20,87,880
710,44,111,570
711,38,100,840
712,6,95,640
713,45,62,820
714,3,58,780
715,53,77,770
716,35,80,880
717,13,59,520
718,34,94,720
719,24,102,610
720,29,83,630
721,16,37,670
722,49,77,880
723,16,78,670
724,34,101,680
725,32,89,810
726,11,57,310
727,52,66,780
728,11,63,670
729,54,70,850
730,8,11,130
731,32,92,490
732,28,73,630
733,21,30,710
734,56,64,830
735,26,97,790
736,2,79,610
737,6,50,290
738,14,32,840
739,1,13,480
740,74,76,890
741,1,67,420
742,17,77,800
743,36,114,710
744,63,63,650
745,21,94,900
746,69,71,780
747,5,65,670
748,54,118,830
749,43,73,860
750,58,68,710
751,34,86,890
752,3,63,580
753,4,58,620
754,27,73,350
755,8,99,880
756,11,113,590
757,43,113,820
758,11,76,370
759,22,90,580
760,9,100,680
761,13,34,410
762,58,71,880
763,24,87,700
764,41,111,550
765,8,99,520
766,5,59,700
767,24,92,810
768,53,65,790
769,29,73,600
770,22,89,590
771,17,80,540
772,14,62,640
773,34,100,440
774,29,112,870
775,12,92,600
776,32,86,610
777,23,100,680
778,31,119,830
779,12,79,740
780,47,111,700
781,30,96,750
782,28,36,470
783,35,104,860
784,33,107,590
785,12,29,710
786,52,67,780
787,47,62,730
788,6,96,630
789,32,88,690
790,29,90,730
791,23,38,870
792,38,100,550
793,12,89,780
794,39,111,570
795,37,115,830
796,5,93,770
797,20,86,720
798,23,72,450
799,16,67,640
800,25,87,610
801,8,56,320
802,24,94,650
803,46,69,760
804,39,107,800
805,14,33,550
806,26,96,520
807,29,101,770
808,25,94,740
809,43,71,750
810,50,64,810
811,32,83,870
812,29,96,810
813,19,88,570
814,14,34,700
815,1,64,640
816,17,80,420
817,2,13,440
818,36,109,700
819,23,85,770
820,10,27,380
821,32,89,780
822,42,61,680
823,54,118,850
824,83,83,900
825,2,73,390
826,35,105,710
827,14,63,660
828,36,68,720
829,43,107,650
830,41,111,660
831,36,87,620
832,17,80,360
833,2,101,770
834,36,115,660
835,52,112,600
836,41,66,740
837,19,90,810
838,13,74,830
839,13,26,580
840,41,97,790
841,48,68,860
842,54,116,690
843,38,101,500
844,32,82,750
845,48,103,540
846,3,39,660
847,31,116,760
848,41,68,720
849,17,84,870
850,31,77,780
851,20,30,340
852,37,114,790
853,1,104,800
854,37,96,750
855,33,69,820
856,25,95,900
857,65,65,690
858,4,29,550
859,52,65,660
860,54,115,630
861,26,78,750
862,39,71,740
863,18,79,850
864,33,99,870
865,21,78,610
866,50,114,850
867,32,117,600
868,12,71,780
869,9,32,850
870,24,105,650
871,58,79,810
872,67,75,770
873,72,73,820
874,48,63,890
875,26,92,460
876,12,113,730
877,50,62,860
878,25,90,570
879,46,114,740
880,56,119,750
881,38,113,560
882,56,63,640
883,4,112,740
884,35,88,370
885,60,63,880
886,48,115,570
887,18,63,750
888,45,112,570
889,14,66,540
890,3,70,460
891,20,66,340
892,33,113,900
893,26,78,580
894,2,19,640
895,11,103,880
896,45,95,750
897,34,99,620
898,42,61,690
899,18,111,820
900,35,110,540
901,45,120,680
902,15,76,790
903,53,64,780
904,6,17,340
905,11,70,880
906,53,74,890
907,3,32,330
908,7,57,600
909,26,97,800
910,1,56,310
911,8,77,730
912,14,81,700
913,74,86,900
914,7,96,740
915,16,85,490
916,4,24,390
917,39,110,600
918,5,103,790
919,4,30,330
920,20,93,840
921,24,30,370
922,11,93,870
923,7,13,260
924,47,108,860
925,58,68,730
926,44,112,540
927,57,85,890
928,12,39,620
929,43,106,630
930,40,81,680
931,34,36,870
932,22,37,820
933,3,106,870
934,58,118,840
935,46,63,850
936,15,47,290
937,31,72,880
938,1,59,480
939,43,111,640
940,1,10,150
941,18,86,500
942,40,100,630
943,35,66,840
944,36,85,580
945,8,32,590
946,27,88,430
947,43,107,570
948,48,74,830
949,11,68,420
950,26,105,770
951,22,92,880
952,50,110,860
953,4,65,350
954,39,113,740
955,13,60,410
956,4,76,390
957,2,77,750
958,33,115,550
959,36,68,790
960,18,31,460
961,42,66,800
962,56,70,890
963,27,85,870
964,3,23,860
965,45,107,860
966,50,112,700
967,21,74,790
968,43,105,650
969,71,82,870
970,1,14,680
971,15,71,760
972,5,75,760
973,23,74,450
974,51,63,810
975,5,36,800
976,22,98,580
977,27,94,460
978,4,99,720
979,58,74,810
980,15,82,690
981,31,108,530
982,66,76,870
983,40,107,800
984,24,75,810
985,42,82,860
986,31,67,820
987,8,71,520
988,20,75,460
989,8,103,830
990,49,62,900
991,27,80,810
992,32,115,590
993,9,80,890
994,26,89,700
995,1,44,270
996,46,105,860
997,46,77,820
998,36,97,490
999,56,63,680
1000,6,38,670
1001,4,33,510
1002,36,112,780
1003,1,87,850
1004,16,84,890
1005,2,32,780
1006,17,80,770
1007,27,83,820
1008,27,39,830
1009,9,58,540
1010,59,65,820
1011,34,105,840
1012,49,65,650
1013,48,118,860
1014,3,54,330
1015,55,63,630
1016,37,77,790
1017,43,73,790
1018,6,111,780
1019,8,95,850
1020,5,13,260
1021,21,72,320
1022,51,67,690
1023,12,57,470
1024,2,79,550
1025,14,88,850
1026,28,87,500
1027,44,104,670
1028,14,86,830
1029,29,90,740
1030,55,72,830
1031,71,72,850
1032,50,87,890
1033,10,115,850
1034,50,71,740
1035,23,103,870
1036,8,65,450
1037,14,104,600
1038,63,73,750
1039,56,66,770
1040,7,14,240
1041,50,64,670
1042,9,107,800
1043,47,109,900
1044,1,100,880
1045,8,99,580
1046,54,62,870
1047,24,101,640
1048,48,112,730
1049,15,85,830
1050,15,38,420
1051,32,77,900
1052,41,78,840
1053,40,78,790
1054,31,97,870
1055,6,117,750
1056,8,93,830
1057,38,98,890
1058,21,79,540
1059,1,17,850
1060,31,103,780
1061,47,112,560
1062,33,82,870
1063,11,75,480
1064,2,87,450
1065,19,62,800
1066,13,93,580
1067,8,94,810
1068,51,113,850
1069,38,106,510
1070,80,80,890
1071,53,82,840
1072,4,53,280
1073,19,91,770
1074,29,96,540
1075,2,59,440
1076,26,100,570
1077,17,76,890
1078,38,115,710
1079,42,102,900
1080,12,34,720
1081,5,68,520
1082,16,67,540
1083,8,100,810
1084,30,89,730
1085,18,40,590
1086,29,94,750
1087,59,69,810
1088,14,69,730
1089,57,118,850
1090,53,117,580
1091,13,76,510
1092,47,68,860
1093,12,67,830
1094,80,87,880
1095,45,74,850
1096,20,81,600
1097,26,90,630
1098,18,70,880
1099,27,82,570
1100,26,85,850
1101,38,102,680
1102,32,67,830
1103,1,20,890
1104,13,37,390
1105,34,109,550
1106,5,28,870
1107,50,84,860
1108,38,101,590
1109,12,101,740
1110,34,73,450
1111,53,119,640
1112,31,95,700
1113,23,75,360
1114,35,109,890
1115,9,80,780
1116,26,86,440
1117,3,17,740
1118,43,113,720
1119,13,87,890
1120,49,71,820
1121,19,68,490
1122,28,22,420
1123,46,70,860
1124,20,70,720
1125,31,119,600
1126,44,78,890
1127,34,68,850
1128,1,30,360
1129,30,98,560
1130,56,71,720
1131,32,86,870
1132,19,119,740
1133,69,89,900
1134,29,93,540
1135,16,88,900
1136,29,88,750
1137,13,32,420
1138,5,93,550
1139,83,86,870
1140,20,88,720
1141,57,82,830
1142,20,75,460
1143,53,68,720
1144,54,62,780
1145,25,99,740
1146,16,36,360
1147,10,93,710
1148,20,61,830
1149,24,99,790
1150,49,70,710
1151,15,93,740
1152,47,63,780
1153,40,104,500
1154,35,101,600
1155,24,106,880
1156,33,113,790
1157,43,96,630
1158,9,35,580
1159,23,99,580
1160,5,33,350
1161,36,74,750
1162,21,86,800
1163,20,39,900
1164,48,63,640
1165,23,76,370
1166,47,78,850
1167,21,84,570
1168,1,10,70
1169,19,82,620
1170,42,68,800
1171,46,73,820
1172,37,64,830
1173,22,80,670
1174,41,120,860
1175,27,95,630
1176,16,76,820
1177,36,73,750
1178,38,63,840
1179,16,78,650
1180,49,81,880
1181,42,117,680
1182,1,45,300
1183,54,118,630
1184,45,63,840
1185,22,79,760
1186,9,37,710
1187,37,109,730
1188,32,94,530
1189,51,119,860
1190,20,28,650
1191,12,71,720
1192,49,65,810
1193,37,100,580
1194,8,28,730
1195,5,31,850
1196,1,59,610
1197,12,81,880
1198,10,19,220
1199,38,108,870
1200,27,86,840
1201,42,67,700
1202,57,66,850
1203,34,81,890
1204,1,57,890
1205,37,74,800
1206,37,105,530
1207,22,36,650
1208,28,93,780
1209,10,103,730
1210,23,101,890
1211,41,62,640
1212,36,67,880
1213,16,72,830
1214,39,102,430
1215,45,66,860
1216,42,109,870
1217,22,85,710
1218,3,76,370
1219,34,96,450
1220,2,86,430
1221,11,30,290
1222,62,76,760
1223,5,92,800
1224,69,69,900
1225,16,70,860
1226,12,38,820
1227,53,120,860
1228,44,63,840
1229,21,85,790
1230,6,95,540
1231,1,19,480
1232,5,29,820
1233,5,93,540
1234,15,65,890
1235,4,92,790
1236,7,57,290
1237,41,119,600
1238,44,64,710
1239,62,71,760
1240,52,70,850
1241,34,104,800
1242,30,88,850
1243,45,106,820
1244,37,118,890
1245,25,84,890
1246,23,88,850
1247,28,84,570
1248,42,105,890
1249,2,105,790
1250,28,83,340
1251,7,74,400
1252,3,70,530
1253,22,81,710
1254,55,65,860
1255,3,33,480
1256,49,74,820
1257,18,21,240
1258,53,63,870
1259,56,72,800
1260,57,61,690
1261,11,98,890
1262,53,116,710
1263,26,33,370
1264,34,108,750
1265,3,78,840
1266,59,75,890
1267,37,78,860
1268,5,25,500
1269,19,82,470
1270,39,95,790
1271,38,102,820
1272,31,120,850
1273,12,80,450
1274,14,114,630
1275,33,98,500
1276,20,58,390
1277,49,69,810
1278,60,62,740
1279,23,85,670
1280,42,112,600
1281,13,58,500
1282,17,70,360
1283,29,91,680
1284,41,96,710
1285,58,63,700
1286,49,111,520
1287,1,73,870
1288,14,67,790
1289,6,54,510
1290,23,92,710
1291,32,78,870
1292,73,75,800
1293,43,66,790
1294,42,72,740
1295,36,90,850
1296,22,63,400
1297,4,58,730
1298,10,15,310
1299,13,117,800
1300,43,88,900
1301,13,84,840
1302,23,86,770
1303,20,70,860
1304,47,117,880
1305,34,72,760
1306,16,24,360
1307,33,116,810
1308,28,84,760
1309,40,117,570
1310,25,76,830
1311,12,31,630
1312,16,76,890
1313,5,96,880
1314,23,37,350
1315,7,11,240
1316,63,66,730
1317,13,38,480
1318,37,104,790
1319,38,120,770
1320,20,78,540
1321,7,89,650
1322,54,69,770
1323,47,61,770
1324,50,65,820
1325,53,73,820
1326,17,34,680
1327,18,82,820
1328,5,27,360
1329,2,111,690
1330,31,108,850
1331,9,86,750
1332,10,30,340
1333,2,20,510
1334,36,76,760
1335,29,102,690
1336,5,63,800
1337,5,55,370
1338,55,71,840
1339,48,75,750
1340,27,17,270
1341,39,109,880
1342,3,98,610
1343,26,78,710
1344,33,105,570
1345,40,78,800
1346,24,18,260
1347,35,39,870
1348,27,96,600
1349,27,64,350
1350,42,65,850
1351,4,23,780
1352,27,72,380
1353,3,95,620
1354,57,64,860
1355,76,76,870
1356,46,108,750
1357,55,116,750
1358,19,36,560
1359,51,120,600
1360,34,68,700
1361,21,25,320
1362,28,101,670
1363,11,94,410
1364,34,86,880
1365,51,118,730
1366,4,53,460
1367,43,62,830
1368,23,34,650
1369,33,98,390
1370,31,92,810
1371,10,94,860
1372,11,20,350
1373,6,106,710
1374,2,90,890
1375,32,38,900
1376,31,99,570
1377,28,74,350
1378,47,74,780
1379,19,81,790
1380,55,82,880
1381,57,69,830
1382,53,80,860
1383,52,115,680
1384,3,31,710
1385,2,18,340
1386,28,115,780
1387,34,109,490
1388,8,115,620
1389,37,115,740
1390,40,63,790
1391,42,120,670
1392,6,114,630
1393,33,80,850
1394,9,98,780
1395,16,58,350
1396,37,120,870
1397,11,59,310
1398,10,105,620
1399,14,68,900
1400,17,35,850
1401,41,101,480
1402,48,62,760
1403,5,100,600
1404,15,81,840
1405,50,114,540
1406,7,10,210
1407,44,63,880
1408,52,73,750
1409,55,63,800
1410,50,116,730
1411,46,64,870
1412,46,109,700
1413,33,109,870
1414,41,63,900
1415,27,76,580
1416,12,55,270
1417,13,67,680
1418,21,87,470
1419,54,116,780
1420,26,78,510
1421,35,107,750
1422,9,68,830
1423,20,45,280
1424,16,66,740
1425,71,72,750
1426,56,68,750
1427,1,16,350
1428,12,32,370
1429,41,69,720
1430,6,87,870
1431,50,112,810
1432,3,18,320
1433,8,34,820
1434,26,85,850
1435,41,61,840
1436,16,68,550
1437,50,69,730
1438,56,71,870
1439,14,65,830
1440,2,69,670
1441,41,118,580
1442,3,18,540
1443,41,97,840
1444,14,63,810
1445,33,61,640
1446,34,85,510
1447,19,16,250
1448,8,70,390
1449,30,77,690
1450,2,11,200
1451,30,94,770
1452,44,106,680
1453,34,65,720
1454,36,74,790
1455,33,114,840
1456,60,82,880
1457,46,75,800
1458,51,120,890
1459,47,83,860
1460,40,61,820
1461,32,91,650
1462,33,97,540
1463,37,65,810
1464,9,75,600
1465,44,106,710
1466,44,63,770
1467,8,104,820
1468,37,104,630
1469,11,78,840
1470,45,108,770
1471,46,109,540
1472,24,106,810
1473,46,115,630
1474,11,118,730
1475,11,30,750
1476,17,62,630
1477,31,114,670
1478,21,81,620
1479,60,69,780
1480,14,79,830
1481,39,112,870
1482,22,100,620
1483,9,23,310
1484,46,111,790
1485,8,79,560
1486,41,112,710
1487,26,86,650
1488,42,102,470
1489,53,116,700
1490,58,63,720
1491,12,105,730
1492,10,58,390
1493,40,118,710
1494,37,78,800
1495,31,83,580
1496,2,18,700
1497,42,75,890
1498,12,82,850
1499,3,68,660
1500,37,112,880
1501,20,33,610
1502,12,63,680
1503,41,118,650
1504,49,116,570
1505,12,112,840
1506,11,92,780
1507,43,112,880
1508,11,31,380
1509,50,116,790
1510,42,70,810
1511,5,83,600
1512,5,57,400
1513,49,71,880
1514,33,63,650
1515,12,69,840
1516,5,89,570
1517,17,86,870
1518,41,107,600
1519,2,11,220
1520,60,61,780
1521,42,116,850
1522,34,112,620
1523,47,109,710
1524,64,80,870
1525,31,113,580
1526,5,12,110
1527,4,91,600
1528,26,34,680
1529,34,105,450
1530,16,59,290
1531,33,100,630
1532,11,75,750
1533,10,108,740
1534,24,21,270
1535,41,73,820
1536,41,75,900
1537,47,111,880
1538,4,22,630
1539,16,112,650
1540,11,79,630
1541,25,81,750
1542,39,111,900
1543,3,63,640
1544,28,85,760
1545,16,71,720
1546,54,66,740
1547,6,58,590
1548,32,113,710
1549,39,110,730
1550,63,68,680
1551,36,84,850
1552,18,84,500
1553,29,100,780
1554,34,80,800
1555,9,94,880
1556,23,84,880
1557,39,61,650
1558,20,62,660
1559,7,69,530
1560,23,72,580
1561,18,72,790
1562,14,108,680
1563,55,71,850
1564,28,101,630
1565,33,96,790
1566,33,93,710
1567,63,66,710
1568,26,86,660
1569,8,32,630
1570,43,114,860
1571,58,63,890
1572,25,39,500
1573,36,105,580
1574,40,107,720
1575,12,105,860
1576,49,110,690
1577,19,77,890
1578,55,61,720
1579,64,64,650
1580,43,62,720
1581,44,84,900
1582,58,84,890
1583,33,95,720
1584,23,71,360
1585,52,105,690
1586,9,12,130
1587,21,83,580
1588,63,69,890
1589,45,88,890
1590,15,81,660
1591,29,77,550
1592,57,61,790
1593,7,16,220
1594,16,94,730
1595,9,78,360
1596,46,113,810
1597,42,99,870
1598,22,17,280
1599,37,117,830
1600,33,73,850
1601,26,76,620
1602,21,91,840
1603,32,70,890
1604,25,86,620
1605,48,69,720
1606,2,105,690
1607,65,69,760
1608,41,76,870
1609,60,66,680
1610,12,34,450
1611,5,16,220
1612,13,62,890
1613,44,72,840
1614,40,108,740
1615,41,110,900
1616,1,67,580
1617,2,23,520
1618,12,79,680
1619,3,97,530
1620,52,113,840
1621,42,107,780
1622,4,47,290
1623,8,99,870
1624,50,64,740
1625,62,85,880
1626,31,71,850
1627,21,91,850
1628,23,61,330
1629,15,65,380
1630,37,101,620
1631,34,100,640
1632,12,59,380
1633,18,65,550
1634,7,106,660
1635,21,97,620
1636,54,72,790
1637,32,113,600
1638,41,108,740
1639,66,66,830
1640,20,64,780
1641,23,84,780
1642,1,93,890
1643,1,58,520
1644,36,114,560
1645,70,81,840
1646,17,89,510
1647,17,74,850
1648,36,82,580
1649,38,62,670
1650,42,103,750
1651,6,84,450
1652,12,61,890
1653,2,12,200
1654,38,117,720
1655,44,109,710
1656,16,77,770
1657,16,81,710
1658,3,18,900
1659,38,106,780
1660,12,78,710
1661,41,104,660
