,request_vcpu,request_ram,request_volume,offer_vcpu,offer_ram,offer_volume,offer_score
60,8,16,160,9,16,160,49.93651975832145
61,8,16,160,8,16,160,50.00000000000001
62,12,72,850,42,72,850,47.01321218772475
63,12,72,850,41,72,850,47.401482307244216
64,12,72,850,40,72,850,47.84022956328178
65,12,72,850,39,72,850,48.337702936098886
66,12,72,850,38,72,850,48.90313358239606
67,12,72,850,37,72,850,49.54722908136946
68,12,72,850,36,72,850,50.28033251223754
69,5,17,630,15,37,630,48.315542000853924
70,5,17,630,14,37,630,48.72627406712405
71,5,17,630,13,37,630,49.17127651554674
72,5,17,630,12,37,630,49.64358217266362
73,5,17,630,11,37,630,50.152795392056056
74,2,57,780,12,117,780,45.969262877488
75,2,57,780,11,117,780,46.24650692660562
76,2,57,780,10,117,780,46.5359249491098
77,2,57,780,9,117,780,47.16673133387166
78,2,57,780,8,117,780,47.85454719487264
79,2,57,780,7,117,780,48.605715371008415
80,2,57,780,6,117,780,49.42519899488501
81,2,57,780,5,117,780,50.31548130140043
82,11,18,480,41,38,480,46.70304912815699
83,11,18,480,40,38,480,46.799749900714026
84,11,18,480,39,38,480,46.89698864095822
85,11,18,480,38,38,480,47.000503455206946
86,11,18,480,37,38,480,47.111866451430124
87,11,18,480,36,38,480,47.22410078605646
88,11,18,480,35,38,480,47.339756841677335
89,11,18,480,34,38,480,47.46822836424678
90,11,18,480,33,38,480,47.59806258036118
91,11,18,480,32,38,480,47.730837961606106
92,11,18,480,31,38,480,47.87762273920794
93,11,18,480,30,38,480,48.0281021870975
94,11,18,480,29,38,480,48.3505012475178
95,11,18,480,28,38,480,48.70520688338994
96,11,18,480,27,38,480,49.10155638192089
97,11,18,480,26,38,480,49.528944710487984
98,11,18,480,25,38,480,49.98603210469091
99,11,18,480,24,38,480,50.822343232182696
100,10,35,400,20,95,400,48.871031909895954
101,10,35,400,20,94,400,48.94926347815159
102,10,35,400,20,93,400,49.03074635824336
103,10,35,400,20,92,400,49.11653947053386
104,10,35,400,20,91,400,49.20308577560093
105,10,35,400,20,90,400,49.29041583775379
106,10,35,400,20,89,400,49.37856169850678
107,10,35,400,20,88,400,49.46915239005138
108,10,35,400,20,87,400,49.56172245982306
109,10,35,400,20,86,400,49.659974635097285
110,10,35,400,20,85,400,49.76012140443898
111,10,35,400,20,84,400,49.86131526411432
112,10,35,400,20,83,400,49.96359848614994
113,10,35,400,20,82,400,50.06783398483757
114,16,30,310,46,90,310,48.126575511529545
115,16,30,310,46,89,310,48.1752253063457
116,16,30,310,46,88,310,48.224572013550144
117,16,30,310,46,87,310,48.27409898408762
118,16,30,310,46,86,310,48.32316967863507
119,16,30,310,45,86,310,48.42217019643854
120,16,30,310,45,85,310,48.473851766773926
121,16,30,310,45,84,310,48.52607682274137
122,16,30,310,44,84,310,48.63378417833606
123,16,30,310,44,83,310,48.68796587084523
124,16,30,310,44,82,310,48.7423755432258
125,16,30,310,43,82,310,48.85299772270712
126,16,30,310,43,81,310,48.9106550902536
127,16,30,310,43,80,310,48.97031943405479
128,16,30,310,42,80,310,49.09064322725657
129,16,30,310,42,79,310,49.15124360332304
130,16,30,310,42,78,310,49.21214743584423
131,16,30,310,41,78,310,49.336768431904105
132,16,30,310,41,77,310,49.40260671584646
133,16,30,310,41,76,310,49.46900532263874
134,16,30,310,40,76,310,49.602945868765076
135,16,30,310,40,75,310,49.54663530845766
136,16,30,310,39,75,310,49.554926269186915
137,16,30,310,39,74,310,49.47918324806955
138,16,30,310,39,73,310,49.308696372306585
139,16,30,310,38,73,310,49.34444225462775
140,16,30,310,38,72,310,49.218287628197864
141,16,30,310,38,71,310,49.00686006004872
142,16,30,310,37,71,310,49.07532423185071
143,16,30,310,37,70,310,48.89522328733267
144,16,30,310,37,69,310,48.64366788115864
145,16,30,310,36,69,310,48.747801235502685
146,16,30,310,36,68,310,48.49134281570294
147,16,30,310,36,67,310,48.19678113593688
148,16,30,310,35,67,310,48.326434617502144
149,16,30,310,35,66,310,48.114435505772086
150,16,30,310,35,65,310,48.17921206016266
151,16,30,310,34,65,310,47.89515068072639
152,16,30,310,34,64,310,47.96494861337588
153,16,30,310,34,63,310,48.03722267339802
154,16,30,310,33,63,310,47.4088534573269
155,16,30,310,33,62,310,47.47920457452903
156,16,30,310,33,61,310,47.55090051411129
157,16,30,310,32,61,310,46.89876332414393
158,16,30,310,32,60,310,46.97517850797348
159,16,30,310,31,60,310,46.510117160662986
160,16,30,310,31,59,310,46.4844475632114
161,16,30,310,31,58,310,46.61864502783345
162,16,30,310,30,58,310,46.63335573910951
163,16,30,310,30,57,310,46.615005407584995
164,16,30,310,30,56,310,46.59682742485138
165,16,30,310,29,56,310,46.95933719408635
166,16,30,310,29,55,310,46.94262498355189
167,16,30,310,29,54,310,46.922934511861506
168,16,30,310,28,54,310,47.31215838037709
169,16,30,310,28,53,310,47.292378898595274
170,16,30,310,28,52,310,47.26590343258054
171,16,30,310,27,52,310,47.685871790993225
172,16,30,310,27,51,310,47.65835203896032
173,16,30,310,27,50,310,47.631935406214716
174,16,30,310,26,50,310,48.073286504024445
175,16,30,310,26,49,310,48.04480230271889
176,16,30,310,26,48,310,48.00997895812936
177,16,30,310,25,48,310,48.47690001340831
178,16,30,310,25,47,310,48.442036563806546
179,16,30,310,25,46,310,48.40539208746641
180,16,30,310,24,46,310,48.882299510437726
181,16,30,310,24,45,310,48.840668101223116
182,16,30,310,23,45,310,49.312401399604504
183,16,30,310,23,44,310,49.259666745188284
184,16,30,310,23,43,310,49.20557133931771
185,16,30,310,22,43,310,49.64314395146406
186,16,30,310,22,42,310,49.57541316153394
187,16,30,310,22,41,310,49.511172973294116
188,16,30,310,21,41,310,49.88768876889937
189,16,30,310,21,40,310,49.80686169998767
190,16,30,310,21,39,310,49.73481196127791
191,16,30,310,20,39,310,50.034379255973484
192,15,43,760,45,103,760,51.66126518385186
193,7,63,890,17,63,890,56.722141155726916
194,17,58,680,47,118,680,53.629064586740945
195,25,39,610,55,99,610,52.96008167430949
196,18,27,660,48,87,660,49.890287068134626
197,18,27,660,48,86,660,49.952926537116525
198,18,27,660,48,85,660,50.01592695953349
199,25,31,730,55,91,730,52.50411358609091
200,1,59,680,11,119,680,45.40066184228669
201,1,59,680,10,119,680,45.637936323861055
202,1,59,680,9,119,680,46.18063186129399
203,1,59,680,8,119,680,46.80898285227961
204,1,59,680,7,119,680,47.50075166927033
205,1,59,680,6,119,680,48.25946044279025
206,1,59,680,5,119,680,49.09725588919377
207,1,59,680,4,119,680,50.01422153359723
208,53,64,800,53,64,800,50.00000000000001
209,4,15,380,14,35,380,45.22185762147524
210,4,15,380,13,35,380,45.43220339942957
211,4,15,380,12,35,380,45.66724762247967
212,4,15,380,11,35,380,45.92683848262269
213,4,15,380,10,35,380,46.215297493069734
214,4,15,380,9,35,380,46.905984249531315
215,4,15,380,9,34,380,46.6564759447399
216,4,15,380,9,33,380,46.39179525633282
217,4,15,380,8,33,380,47.334281373018534
218,4,15,380,8,32,380,47.073659969584526
219,4,15,380,8,31,380,46.80399934723505
220,4,15,380,8,30,380,46.52071793793837
221,4,15,380,7,30,380,47.61320653800252
222,4,15,380,7,29,380,47.31724815924065
223,4,15,380,7,28,380,47.02472115058212
224,4,15,380,7,27,380,46.74455882097777
225,4,15,380,7,26,380,46.498020741990686
226,4,15,380,6,26,380,47.67685549821338
227,4,15,380,6,25,380,47.46609828601156
228,4,15,380,6,24,380,47.334333055824395
229,4,15,380,6,23,380,47.29523746946852
230,4,15,380,6,22,380,47.36569658309207
231,4,15,380,5,22,380,48.430189449228806
232,4,15,380,5,21,380,48.56440431654324
233,4,15,380,5,20,380,48.765243813579076
234,4,15,380,5,19,380,49.15748464514908
235,4,15,380,5,18,380,49.47454002675724
236,4,15,380,5,17,380,49.708718355113966
237,4,15,380,4,17,380,49.95871351625313
238,4,15,380,4,16,380,49.994071883600306
239,4,15,380,4,15,380,50.00000000000001
240,9,33,450,19,93,450,47.64356983514148
241,9,33,450,19,92,450,47.70699420089803
242,9,33,450,19,91,450,47.77415064924524
243,9,33,450,19,90,450,47.845185000035016
244,9,33,450,19,89,450,47.91667493706965
245,9,33,450,19,88,450,47.988640503374846
246,9,33,450,19,87,450,48.06110209494615
247,9,33,450,19,86,450,48.13411526338521
248,9,33,450,19,85,450,48.210221862358935
249,9,33,450,19,84,450,48.29045860962698
250,9,33,450,19,83,450,48.37310665408001
251,9,33,450,19,82,450,48.456422105804435
252,9,33,450,19,81,450,48.54043319320005
253,9,33,450,19,80,450,48.625170023522486
254,9,33,450,19,79,450,48.713258992298584
255,9,33,450,19,78,450,48.80345457258028
256,9,33,450,19,77,450,48.898937205059006
257,9,33,450,19,76,450,48.99532629886284
258,9,33,450,19,75,450,49.092659723812204
259,9,33,450,19,74,450,49.19103054956923
260,9,33,450,19,73,450,49.35013353041717
261,9,33,450,19,72,450,49.81843529703697
262,9,33,450,19,71,450,50.315289869331394
263,23,62,680,53,62,680,52.84717988619252
264,6,52,650,16,112,650,46.73102555251127
265,6,52,650,15,112,650,46.837755643623616
266,6,52,650,14,112,650,47.16724896583218
267,6,52,650,13,112,650,47.50602998235881
268,6,52,650,12,112,650,47.867113940331876
269,6,52,650,12,111,650,48.12383705481338
270,6,52,650,12,110,650,48.389813173197645
271,6,52,650,12,109,650,48.665349990602884
272,6,52,650,12,108,650,48.95253131569513
273,6,52,650,12,107,650,49.25062904407646
274,6,52,650,12,106,650,49.55789701031495
275,6,52,650,12,105,650,49.875462683470964
276,6,52,650,12,104,650,50.20615529487152
277,13,74,890,43,74,890,47.78510516407868
278,13,74,890,42,74,890,48.23129151978487
279,13,74,890,41,74,890,48.73248480329573
280,13,74,890,40,74,890,49.294814709010716
281,13,74,890,39,74,890,49.92658497804044
282,13,74,890,38,74,890,50.63895819246666
283,3,22,390,13,82,390,40.28180130070096
284,3,22,390,12,82,390,39.75049283644738
285,3,22,390,11,82,390,39.79055959976319
286,3,22,390,11,81,390,39.863831371576296
287,3,22,390,11,80,390,39.94206413350661
288,3,22,390,10,80,390,40.022681271321076
289,3,22,390,10,79,390,40.11196139951129
290,3,22,390,10,78,390,40.208500632962185
291,3,22,390,10,77,390,40.31285649551109
292,3,22,390,10,76,390,40.425978196202976
293,3,22,390,10,75,390,40.547514677799676
294,3,22,390,10,74,390,40.681525150938036
295,3,22,390,10,73,390,40.82384638134978
296,3,22,390,9,73,390,41.051338612394574
297,3,22,390,9,72,390,41.21221055403519
298,3,22,390,9,71,390,41.38307813206754
299,3,22,390,9,70,390,41.569282336544696
300,3,22,390,9,69,390,41.76858454011044
301,3,22,390,9,68,390,41.98489918116125
302,3,22,390,9,67,390,42.21591585776292
303,3,22,390,9,66,390,42.46308510067332
304,3,22,390,8,66,390,42.77336103338491
305,3,22,390,8,65,390,43.04914027827255
306,3,22,390,8,64,390,43.34386106871989
307,3,22,390,8,63,390,43.658213887321786
308,3,22,390,8,62,390,43.99296299465964
309,3,22,390,8,61,390,44.35004306195192
310,3,22,390,8,60,390,44.7337094498053
311,3,22,390,8,59,390,44.983271005979255
312,3,22,390,8,58,390,45.24045993270034
313,3,22,390,7,58,390,45.75401027259479
314,3,22,390,7,57,390,46.06067580454093
315,3,22,390,7,56,390,46.38643732713062
316,3,22,390,7,55,390,46.73547217407059
317,3,22,390,7,54,390,47.1028625917661
318,3,22,390,7,53,390,47.501094069243166
319,3,22,390,7,52,390,47.9211035622472
320,3,22,390,7,51,390,48.37339189187062
321,3,22,390,6,51,390,49.401055225669246
322,3,22,390,6,50,390,49.94361117348173
323,3,22,390,6,49,390,50.52655757225779
324,4,34,610,14,94,610,42.60408335064901
325,4,34,610,13,94,610,42.7489696115384
326,4,34,610,12,94,610,42.903429514506215
327,4,34,610,11,94,610,43.07143921054519
328,4,34,610,11,93,610,43.24532336472815
329,4,34,610,10,93,610,43.42648307801998
330,4,34,610,10,92,610,43.61495034128607
331,4,34,610,10,91,610,43.811272907247805
332,4,34,610,10,90,610,44.016455636750685
333,4,34,610,10,89,610,44.23050672549493
334,4,34,610,10,88,610,44.45404335143543
335,4,34,610,10,87,610,44.6906833438037
336,4,34,610,10,86,610,44.94150680598319
337,4,34,610,10,85,610,45.20264358205263
338,4,34,610,9,85,610,45.73660271345338
339,4,34,610,9,84,610,46.02809032410824
340,4,34,610,9,83,610,46.333684641765636
341,4,34,610,9,82,610,46.6563315289701
342,4,34,610,9,81,610,46.99559956322964
343,4,34,610,9,80,610,47.35136156148083
344,4,34,610,9,79,610,47.72135193825433
345,4,34,610,9,78,610,48.109628604623964
346,4,34,610,9,77,610,48.5137668952988
347,4,34,610,9,76,610,48.938621775541485
348,4,34,610,8,76,610,49.817636060538995
349,4,34,610,8,75,610,50.29234563235221
350,9,60,870,19,120,870,54.06778702981326
351,2,42,670,12,102,670,43.580192188177385
352,2,42,670,11,102,670,43.73578662449005
353,2,42,670,10,102,670,43.90918735735672
354,2,42,670,9,102,670,44.28890189643001
355,2,42,670,8,102,670,44.73225976340044
356,2,42,670,7,102,670,45.260935451622856
357,2,42,670,6,102,670,45.88937699366578
358,2,42,670,5,102,670,46.58522146436887
359,2,42,670,4,102,670,47.34750088201389
360,2,42,670,4,101,670,47.62366430921904
361,2,42,670,4,100,670,47.91316669688269
362,2,42,670,4,99,670,48.21397682389768
363,2,42,670,4,98,670,48.52599814716696
364,2,42,670,4,97,670,48.85154280259483
365,2,42,670,4,96,670,49.19018819168799
366,2,42,670,4,95,670,49.544847865139886
367,2,42,670,4,94,670,49.91693451843841
368,2,42,670,4,93,670,50.30250746612641
369,28,53,820,58,113,820,56.38821075981181
370,20,54,620,50,114,620,53.66743492909248
371,32,48,880,32,108,880,53.67634090645029
372,65,72,850,65,72,850,50.00000000000001
373,25,33,610,55,93,610,52.142067681552554
374,1,6,90,11,26,190,23.685257720657727
375,1,6,90,10,26,190,23.775515018411372
376,1,6,90,9,26,190,23.969890912054684
377,1,6,90,8,26,190,24.403004947675583
378,1,6,90,7,26,190,26.260923819024296
379,1,6,90,6,26,190,28.321484537708177
380,1,6,90,5,26,190,30.535406247917745
381,1,6,90,4,26,190,32.8737828444833
382,1,6,90,4,25,190,33.456446136101015
383,1,6,90,4,24,190,34.027991071896146
384,1,6,90,3,24,190,36.29523861522871
385,1,6,90,3,23,190,36.822579665491965
386,1,6,90,3,22,190,37.35218011822475
387,1,6,90,3,21,190,37.85238132894645
388,1,6,90,3,20,190,38.337214087419675
389,1,6,90,3,19,190,39.24884674922833
390,1,6,90,3,18,190,40.1055672133537
391,1,6,90,2,18,190,41.654454269465866
392,1,6,90,2,17,190,42.34421409599096
393,1,6,90,2,16,190,42.97845101116557
394,1,6,90,2,15,190,43.56009305132625
395,1,6,90,2,14,190,44.08052353148897
396,1,6,90,2,13,190,44.2990055303638
397,1,6,90,2,12,190,44.48483321954553
398,1,6,90,2,12,180,43.90021258976297
399,1,6,90,2,11,180,44.050532766714184
400,1,6,90,1,11,180,44.348971600599675
401,1,6,90,1,11,170,43.759879141912414
402,1,6,90,1,11,160,43.200477858592464
403,1,6,90,1,10,160,43.55091469489144
404,1,6,90,1,10,150,43.120601534205285
405,1,6,90,1,9,150,43.659855068443534
406,1,6,90,1,9,140,43.4434887319583
407,1,6,90,1,9,130,43.45115495912332
408,1,6,90,1,8,130,44.50361226017609
409,1,6,90,1,8,120,44.91399872339514
410,1,6,90,1,7,120,46.23961701269365
411,1,6,90,1,7,110,47.19055291365439
412,1,6,90,1,7,100,48.43669520807887
413,1,6,90,1,6,100,49.43034304758996
414,1,6,90,1,6,90,50.00000000000001
415,1,33,600,11,93,600,41.70975726002603
416,1,33,600,10,93,600,41.815529074998594
417,1,33,600,9,93,600,42.04703847961263
418,1,33,600,8,93,600,42.30952907493272
419,1,33,600,7,93,600,42.6119246155174
420,1,33,600,6,93,600,42.959750379920315
421,1,33,600,5,93,600,43.36259350105969
422,1,33,600,4,93,600,43.84226014732552
423,1,33,600,3,93,600,44.42764409485151
424,1,33,600,2,93,600,45.108467663747845
425,1,33,600,2,92,600,45.34408038584384
426,1,33,600,2,91,600,45.59588687779519
427,1,33,600,2,90,600,45.85810142692563
428,1,33,600,2,89,600,46.13165214685121
429,1,33,600,2,88,600,46.41789751165163
430,1,33,600,2,87,600,46.71724285594246
431,1,33,600,2,86,600,47.03499217904578
432,1,33,600,2,85,600,47.3691796862315
433,1,33,600,2,84,600,47.718995034964756
434,1,33,600,2,83,600,48.085563512869406
435,1,33,600,2,82,600,48.47082565756841
436,1,33,600,2,81,600,48.87635021366924
437,1,33,600,2,80,600,49.30651366564951
438,1,33,600,2,79,600,49.755254696183755
439,1,33,600,2,78,600,50.230021033766306
440,6,9,180,16,29,480,38.861509303918425
441,6,9,180,16,28,480,39.02432290883571
442,6,9,180,16,27,480,39.18149289646283
443,6,9,180,16,26,480,39.333309096244584
444,6,9,180,16,25,480,39.48635118163803
445,6,9,180,16,25,470,39.633976501373986
446,6,9,180,16,24,470,39.776445065389716
447,6,9,180,15,24,470,39.03134040259125
448,6,9,180,15,23,470,39.172178832602135
449,6,9,180,15,23,460,39.49661975477838
450,6,9,180,15,23,450,39.99259823850551
451,6,9,180,15,23,440,40.51437762880517
452,6,9,180,14,23,440,40.74342841943596
453,6,9,180,14,22,440,40.85225107377801
454,6,9,180,14,21,440,40.957504630384
455,6,9,180,14,21,430,41.476566630811725
456,6,9,180,14,21,420,42.023130316998994
457,6,9,180,14,21,410,42.59917749114693
458,6,9,180,13,21,410,42.75625949789193
459,6,9,180,13,20,410,42.82948810982656
460,6,9,180,13,20,400,43.41443920256909
461,6,9,180,13,19,400,43.53940771277529
462,6,9,180,13,19,390,44.14139396306044
463,6,9,180,13,19,380,44.76720964590588
464,6,9,180,13,19,370,44.81180777878259
465,6,9,180,13,18,370,44.89980827632823
466,6,9,180,12,18,370,44.981154023731236
467,6,9,180,12,18,360,44.396733941141896
468,6,9,180,12,17,360,44.47506453122485
469,6,9,180,12,16,360,44.55035021549489
470,6,9,180,12,16,350,43.95238811885625
471,6,9,180,12,16,340,43.34115679988022
472,6,9,180,12,16,330,42.72729140865642
473,6,9,180,12,15,330,42.80776267565913
474,6,9,180,12,15,320,42.20312947285353
475,6,9,180,12,15,310,41.62097806693872
476,6,9,180,11,15,310,41.71373112972023
477,6,9,180,11,15,300,41.17619908278499
478,6,9,180,11,15,290,41.067377337019884
479,6,9,180,11,14,290,41.20518316022671
480,6,9,180,11,14,280,41.138866745727825
481,6,9,180,10,14,280,41.3177422942045
482,6,9,180,10,14,270,41.29465033220326
483,6,9,180,10,14,260,41.298302718095464
484,6,9,180,10,13,260,41.540218193047096
485,6,9,180,9,13,260,42.11674081171712
486,6,9,180,9,13,250,42.249016971044846
487,6,9,180,9,13,240,42.44389512359925
488,6,9,180,9,13,230,42.71964619237647
489,6,9,180,9,13,220,43.07412104618395
490,6,9,180,9,12,220,43.61616789142584
491,6,9,180,9,12,210,44.0705312117802
492,6,9,180,8,12,210,45.357088646581886
493,6,9,180,8,12,200,45.9971597684222
494,6,9,180,8,12,190,46.7227912353518
495,6,9,180,7,12,190,48.21682154433256
496,6,9,180,7,11,190,48.843512836174014
497,6,9,180,7,10,190,49.34272316679384
498,6,9,180,7,10,180,49.6888355978392
499,6,9,180,7,9,180,49.89926486599316
500,6,9,180,6,9,180,50.00000000000001
501,15,29,380,45,89,380,48.16890490633677
502,15,29,380,45,88,380,48.217171815177394
503,15,29,380,45,87,380,48.265610839070234
504,15,29,380,44,87,380,48.36179212469071
505,15,29,380,44,86,380,48.41003786907781
506,15,29,380,44,85,380,48.460567336048776
507,15,29,380,43,85,380,48.56370715019499
508,15,29,380,43,84,380,48.61644712611615
509,15,29,380,43,83,380,48.66939700914258
510,15,29,380,42,83,380,48.77595155712951
511,15,29,380,42,82,380,48.829637815833614
512,15,29,380,42,81,380,48.88595722907902
513,15,29,380,41,81,380,49.00205868153198
514,15,29,380,41,80,380,49.06093794153523
515,15,29,380,41,79,380,49.12009587888267
516,15,29,380,40,79,380,49.23927910965994
517,15,29,380,40,78,380,49.299929008710606
518,15,29,380,40,77,380,49.36301415681756
519,15,29,380,39,77,380,49.49288630476595
520,15,29,380,39,76,380,49.55836452375188
521,15,29,380,39,75,380,49.62421994116397
522,15,29,380,38,75,380,49.757110394007896
523,15,29,380,38,74,380,49.804897847117665
524,15,29,380,38,73,380,49.655083616095965
525,15,29,380,37,73,380,49.594877378632674
526,15,29,380,37,72,380,49.58695380672638
527,15,29,380,37,71,380,49.39825268987966
528,15,29,380,36,71,380,49.33236581018195
529,15,29,380,36,70,380,49.304386258494425
530,15,29,380,36,69,380,49.07704201803666
531,15,29,380,35,69,380,49.01478954947374
532,15,29,380,35,68,380,48.9495987607247
533,15,29,380,35,67,380,48.6759291480376
534,15,29,380,34,67,380,48.61483621196676
535,15,29,380,34,66,380,48.50954767536123
536,15,29,380,34,65,380,48.19621647043287
537,15,29,380,33,65,380,48.32395532229659
538,15,29,380,33,64,380,48.197085576238486
539,15,29,380,33,63,380,48.265629980937305
540,15,29,380,32,63,380,47.78214537435851
541,15,29,380,32,62,380,47.6785066877059
542,15,29,380,32,61,380,47.74846695741932
543,15,29,380,31,61,380,47.205001655706624
544,15,29,380,31,60,380,47.12148233427012
545,15,29,380,31,59,380,47.27350313621901
546,15,29,380,30,59,380,46.954736786648496
547,15,29,380,30,58,380,46.923244109106584
548,15,29,380,29,58,380,47.26235189267803
549,15,29,380,29,57,380,47.240541718774864
550,15,29,380,29,56,380,47.21881769764212
551,15,29,380,28,56,380,47.58831797198016
552,15,29,380,28,55,380,47.56668593268719
553,15,29,380,28,54,380,47.54051946808286
554,15,29,380,27,54,380,47.939015940716146
555,15,29,380,27,53,380,47.91078894672327
556,15,29,380,27,52,380,47.87564721268372
557,15,29,380,26,52,380,48.30535863864511
558,15,29,380,26,51,380,48.267108922110005
559,15,29,380,26,50,380,48.228065677154525
560,15,29,380,25,50,380,48.67951888627704
561,15,29,380,25,49,380,48.63617381543018
562,15,29,380,25,48,380,48.58525815101586
563,15,29,380,24,48,380,49.060370405697356
564,15,29,380,24,47,380,49.00446878934545
565,15,29,380,24,46,380,48.94371763540653
566,15,29,380,23,46,380,49.42672372901119
567,15,29,380,23,45,380,49.35710609907514
568,15,29,380,23,44,380,49.28271140667767
569,15,29,380,22,44,380,49.74890991043602
570,15,29,380,22,43,380,49.663370305125696
571,15,29,380,22,42,380,49.61605973912744
572,15,29,380,21,42,380,49.999768229595176
573,15,29,380,21,41,380,49.89308962136555
574,15,29,380,21,40,380,49.87554368469474
575,15,29,380,20,40,380,50.157632483255654
576,29,76,900,59,76,900,55.146751780446046
577,58,68,800,58,68,800,50.00000000000001
578,41,62,880,41,62,880,50.00000000000001
579,47,72,760,47,72,760,50.00000000000001
580,3,37,580,13,97,580,42.789522337496976
581,3,37,580,12,97,580,42.932956620154926
582,3,37,580,11,97,580,43.08229727494376
583,3,37,580,10,97,580,43.24308833119056
584,3,37,580,9,97,580,43.59961691690685
585,3,37,580,8,97,580,44.02337610630498
586,3,37,580,7,97,580,44.52396208504145
587,3,37,580,7,96,580,44.737458871251434
588,3,37,580,7,95,580,44.96098389770466
589,3,37,580,7,94,580,45.19516127161982
590,3,37,580,7,93,580,45.44313597415523
591,3,37,580,7,92,580,45.70274790251448
592,3,37,580,7,91,580,45.97305243280848
593,3,37,580,7,90,580,46.25414388509141
594,3,37,580,7,89,580,46.54912902518489
595,3,37,580,7,88,580,46.854973299777505
596,3,37,580,7,87,580,47.17867595338464
597,3,37,580,7,86,580,47.5167842113928
598,3,37,580,6,86,580,48.342480232692644
599,3,37,580,6,85,580,48.71801162591114
600,3,37,580,6,84,580,49.1121091519519
601,3,37,580,6,83,580,49.525340752616316
602,3,37,580,6,82,580,49.96027338923162
603,3,37,580,6,81,580,50.409481113148566
604,1,61,900,11,61,900,46.59947187878443
605,1,61,900,10,61,900,46.82597891746611
606,1,61,900,9,61,900,47.49738915859834
607,1,61,900,8,61,900,48.131733429224006
608,1,61,900,7,61,900,48.69518131748332
609,1,61,900,6,61,900,49.16879451520732
610,1,61,900,5,61,900,49.53251613020865
611,1,61,900,4,61,900,49.786183525188925
612,1,61,900,3,61,900,49.93015385034718
613,1,61,900,2,61,900,49.990510976192695
614,1,61,900,1,61,900,50.00000000000001
615,11,19,390,41,39,390,46.88750570430785
616,11,19,390,40,39,390,46.97708038813591
617,11,19,390,39,39,390,47.078201805296274
618,11,19,390,38,39,390,47.18079118330593
619,11,19,390,37,39,390,47.28407905867895
620,11,19,390,36,39,390,47.39789462335123
621,11,19,390,35,39,390,47.516445430051995
622,11,19,390,34,39,390,47.63610997927744
623,11,19,390,33,39,390,47.7656486090231
624,11,19,390,32,39,390,47.90294412461955
625,11,19,390,31,39,390,48.04196096208382
626,11,19,390,30,39,390,48.19125117359034
627,11,19,390,29,39,390,48.51248068225875
628,11,19,390,28,39,390,48.87163080725548
629,11,19,390,27,39,390,49.26465813560654
630,11,19,390,26,39,390,49.70167403434293
631,11,19,390,25,39,390,50.1766030291432
