,final_vcpu,final_ram,final_volume
389,34,61,670
390,42,67,800
391,21,19,220
392,33,74,870
393,22,39,330
394,59,103,880
395,48,79,830
396,54,94,440
397,46,80,800
398,55,70,900
399,35,73,740
400,4,115,900
401,61,69,820
402,60,91,790
403,37,101,870
404,79,83,860
405,37,61,660
406,45,91,490
407,34,95,520
408,15,90,800
409,7,116,610
410,25,31,660
411,12,101,730
412,38,78,820
413,24,27,540
414,8,38,770
415,43,103,610
416,51,113,630
417,46,114,660
418,34,75,900
419,17,17,310
420,51,70,710
421,50,93,710
422,8,113,840
423,8,31,500
424,58,64,790
425,36,110,900
426,6,10,760
427,48,79,840
428,32,63,820
429,57,97,480
430,38,67,840
431,20,36,460
432,53,119,820
433,45,62,760
434,59,107,590
435,53,64,690
436,47,39,890
437,52,71,720
438,44,114,700
439,52,90,580
440,60,95,670
441,47,69,470
442,39,118,880
443,20,30,680
444,35,64,820
445,51,76,620
446,55,106,470
447,38,106,670
448,63,67,850
449,59,76,880
450,48,90,640
451,8,75,480
452,38,99,880
453,77,78,780
454,16,100,600
455,31,94,420
456,7,59,630
457,51,118,800
458,27,38,370
459,49,109,710
460,17,21,210
461,36,61,870
462,4,16,320
463,44,114,650
464,52,81,500
465,1,64,750
466,5,9,120
467,49,105,490
468,36,88,880
469,46,114,640
470,43,108,850
471,2,75,760
472,52,93,370
473,8,9,610
474,13,50,480
475,2,63,640
476,25,33,820
477,52,63,730
478,52,114,610
479,51,107,540
480,48,74,880
481,49,97,460
482,71,72,720
483,33,103,780
484,46,109,660
485,1,11,710
486,2,95,800
487,47,92,790
488,18,83,850
489,36,99,470
490,60,63,810
491,20,57,340
492,42,118,680
493,62,79,870
494,8,92,850
495,33,117,870
496,55,120,680
497,60,88,890
498,76,81,850
499,31,120,840
500,65,75,780
501,16,96,640
502,72,82,830
503,16,90,500
504,37,40,590
505,31,106,670
506,11,45,510
507,53,106,580
508,35,105,640
509,53,111,900
510,33,120,900
511,42,79,900
512,55,92,740
513,2,76,560
514,50,67,750
515,40,84,660
516,34,108,850
517,56,92,480
518,20,115,620
519,36,112,760
520,33,38,510
521,19,100,560
522,13,77,880
523,55,77,830
524,6,111,870
525,38,105,800
526,9,12,200
527,15,40,810
528,15,71,830
529,30,39,650
530,42,74,480
531,56,108,740
532,59,101,720
533,20,44,350
534,5,11,810
535,7,39,650
536,40,77,900
537,61,73,860
538,16,106,610
539,45,80,830
540,34,82,880
541,14,100,620
542,33,98,650
543,32,69,710
544,50,109,540
545,10,82,610
546,32,85,860
547,49,105,840
548,2,66,860
549,33,77,870
550,20,104,460
551,40,100,790
552,5,7,740
553,20,107,830
554,48,89,710
555,52,76,770
556,16,67,890
557,31,64,780
558,41,66,850
559,57,88,680
560,70,78,870
561,60,66,730
562,48,100,760
563,59,97,440
564,38,75,760
565,47,83,840
566,33,109,740
567,50,76,830
568,39,111,710
569,45,73,840
570,48,117,820
571,37,37,800
572,18,57,800
573,8,108,900
574,60,89,900
575,41,114,870
576,56,90,370
577,45,79,850
578,16,70,820
579,38,83,830
580,6,100,780
581,13,49,830
582,18,69,780
583,17,38,850
584,50,71,900
585,36,119,900
586,4,21,220
587,26,42,410
588,60,111,820
589,60,117,700
590,54,117,770
591,36,68,870
592,34,100,810
593,53,110,750
594,20,62,640
595,45,61,830
596,47,82,880
597,2,83,850
598,43,100,800
599,35,90,680
600,55,66,860
601,8,13,620
602,44,72,890
603,58,110,810
604,53,90,460
605,4,114,900
606,51,83,880
607,45,61,790
608,60,102,620
609,59,97,520
610,48,74,860
611,9,106,590
612,42,108,620
613,53,106,710
614,51,118,750
615,11,36,800
616,12,83,450
617,2,78,810
618,78,83,850
619,37,111,610
620,43,108,880
621,51,104,790
622,47,65,860
623,1,9,180
624,37,37,640
625,59,96,490
626,40,115,650
627,12,87,690
628,58,90,390
629,14,117,830
630,6,76,440
631,52,66,740
632,49,84,810
633,35,100,560
634,42,65,810
635,50,62,770
636,54,104,870
637,48,79,880
638,42,111,620
639,46,112,680
640,34,63,650
641,42,61,660
642,31,109,690
643,38,96,530
644,2,2,190
645,3,7,340
646,20,37,470
647,35,104,620
648,43,111,580
649,40,87,900
650,18,33,690
651,35,77,790
652,8,9,730
653,51,64,700
654,34,110,810
655,9,38,540
656,39,51,370
657,40,72,760
658,51,108,690
659,42,49,370
660,42,113,730
661,37,74,770
662,20,23,340
663,1,12,480
664,56,118,690
665,33,111,830
666,14,66,800
667,2,72,340
668,34,109,610
669,51,90,600
670,55,63,700
671,48,88,770
672,54,97,390
673,23,28,420
674,51,103,510
675,44,105,460
676,1,5,230
677,2,63,630
678,53,86,630
679,32,37,760
680,60,99,510
681,36,55,460
682,2,85,890
683,39,87,890
684,15,40,740
685,48,63,890
686,20,33,320
687,59,112,560
688,46,100,540
689,17,83,620
690,36,70,840
691,36,109,640
692,53,77,840
693,52,69,850
694,58,88,430
695,57,72,880
696,47,78,820
697,41,72,720
698,43,113,630
699,12,69,530
700,9,53,890
701,2,4,740
702,19,25,470
703,9,38,880
704,27,47,490
705,52,117,720
706,59,106,800
707,51,92,890
708,8,108,710
709,47,91,880
710,44,111,570
711,38,100,840
712,12,85,640
713,42,62,820
714,7,53,780
715,53,77,770
716,35,80,880
717,28,47,520
718,52,107,720
719,46,112,610
720,56,92,630
721,19,38,670
722,49,77,880
723,46,78,670
724,34,101,680
725,55,96,810
726,22,51,310
727,52,66,780
728,1,63,670
729,54,70,850
730,4,11,130
731,53,106,490
732,55,87,630
733,30,32,710
734,56,64,830
735,51,100,790
736,4,80,610
737,7,26,360
738,19,33,840
739,1,3,480
740,74,76,890
741,2,77,420
742,17,77,800
743,36,114,710
744,63,63,650
745,45,100,900
746,69,71,780
747,10,57,670
748,54,118,830
749,43,73,860
750,58,68,710
751,34,86,890
752,6,65,580
753,9,54,620
754,55,90,350
755,15,89,880
756,13,115,590
757,43,113,820
758,21,61,370
759,43,110,580
760,14,96,680
761,14,25,360
762,58,71,880
763,48,99,700
764,41,111,550
765,16,86,520
766,11,52,700
767,42,112,810
768,53,65,790
769,54,92,600
770,43,108,590
771,38,95,540
772,14,62,640
773,34,100,440
774,46,120,870
775,35,95,600
776,52,104,610
777,44,111,680
778,31,119,830
779,36,82,740
780,47,111,700
781,51,106,750
782,41,39,470
783,35,104,860
784,33,107,590
785,19,30,710
786,52,67,780
787,46,62,730
788,12,85,630
789,57,93,690
790,54,97,730
791,37,39,870
792,38,100,550
793,37,93,780
794,39,111,570
795,37,115,830
796,10,79,770
797,47,94,720
798,53,80,450
799,45,63,640
800,48,102,610
801,14,46,320
802,48,104,650
803,46,69,760
804,39,107,800
805,20,34,550
806,50,105,520
807,50,109,770
808,45,110,740
809,38,71,750
810,50,64,810
811,32,83,870
812,49,107,810
813,48,93,570
814,18,37,700
815,2,71,640
816,43,80,420
817,2,3,440
818,36,109,700
819,51,90,770
820,11,18,360
821,54,98,780
822,35,61,680
823,54,118,850
824,83,83,900
825,4,78,390
826,35,105,710
827,14,63,660
828,36,68,720
829,43,107,650
830,41,111,660
831,56,99,620
832,42,80,360
833,2,108,770
834,36,115,660
835,52,112,600
836,33,66,740
837,45,96,810
838,3,74,830
839,20,30,580
840,56,105,790
841,48,68,860
842,54,116,690
843,38,101,500
844,55,94,750
845,60,109,540
846,7,39,660
847,31,116,760
848,41,68,720
849,17,84,870
850,56,88,780
851,21,25,340
852,37,114,790
853,2,104,800
854,57,100,750
855,33,69,820
856,47,103,900
857,65,65,690
858,4,11,550
859,52,65,660
860,54,115,630
861,54,86,750
862,39,71,740
863,48,83,850
864,33,99,870
865,51,87,610
866,50,114,850
867,32,117,600
868,37,72,780
869,6,14,850
870,42,120,650
871,58,79,810
872,67,75,770
873,72,73,820
874,48,63,890
875,51,103,460
876,14,114,730
877,50,62,860
878,51,98,570
879,46,114,740
880,56,119,750
881,38,113,560
882,56,63,640
883,4,114,740
884,59,97,370
885,60,63,880
886,48,115,570
887,18,63,750
888,45,112,570
889,37,65,540
890,6,73,460
891,42,80,340
892,48,119,900
893,55,87,580
894,2,6,640
895,14,103,880
896,59,102,750
897,54,107,620
898,42,61,690
899,20,113,820
900,35,110,540
901,45,120,680
902,15,76,790
903,53,64,780
904,6,6,340
905,36,70,880
906,53,74,890
907,3,14,330
908,15,50,600
909,45,111,800
910,2,68,310
911,18,65,730
912,38,88,700
913,74,86,900
914,12,91,740
915,40,93,490
916,4,10,390
917,39,110,600
918,6,107,790
919,4,37,330
920,46,97,840
921,27,39,370
922,19,97,870
923,3,11,260
924,57,111,860
925,58,68,730
926,44,112,540
927,57,85,890
928,17,40,620
929,59,107,630
930,60,91,680
931,48,39,870
932,32,38,820
933,3,112,870
934,58,118,840
935,45,63,850
936,18,31,400
937,31,72,880
938,2,69,480
939,43,111,640
940,1,4,150
941,42,98,500
942,40,100,630
943,35,66,840
944,60,91,580
945,7,12,590
946,51,103,430
947,43,107,570
948,48,74,830
949,23,58,420
950,44,117,770
951,48,95,880
952,50,110,860
953,5,48,350
954,39,113,740
955,25,48,410
956,8,75,390
957,4,76,750
958,33,115,550
959,36,68,790
960,26,32,460
961,36,66,800
962,56,70,890
963,52,92,870
964,3,6,860
965,54,115,860
966,50,112,700
967,51,81,790
968,43,105,650
969,71,82,870
970,1,2,680
971,15,71,760
972,11,66,760
973,47,95,450
974,51,63,810
975,7,37,800
976,47,104,580
977,51,105,460
978,8,87,720
979,58,74,810
980,38,92,690
981,31,108,530
982,66,76,870
983,52,116,800
984,53,83,810
985,42,82,860
986,31,67,820
987,12,47,520
988,42,92,460
989,14,94,830
990,49,62,900
991,52,91,810
992,32,115,590
993,15,82,890
994,51,97,700
995,1,21,270
996,55,113,860
997,46,77,820
998,57,104,490
999,56,63,680
